=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.08 16:54:19 =~=~=~=~=~=~=~=~=~=~=~=					
"time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)"			AM Clear PETG		Stock Clear PETG
127.4	2	1.73	371.46	648.06	303.03
127.6	2.01	1.73	391.01	649.57	312.81
127.8	1.99	1.73	391.01	646.55	312.81
128	2.01	1.73	381.23	649.57	312.81
128.2	2	1.73	371.46	648.06	273.7
128.4	2.01	1.73	381.23	649.57	283.48
128.6	1.99	1.84	381.23	627.25	283.48
128.8	1.99	1.84	351.91	627.25	293.26
129	1.99	1.84	371.46	627.25	293.26
129.2	2	1.84	361.68	628.71	303.03
129.4	1.99	1.84	342.13	627.25	303.03
129.6	1.99	1.84	381.23	627.25	293.26
129.8	1.99	1.84	400.78	627.25	293.26
130	2	1.84	391.01	628.71	312.81
130.2	2	1.84	381.23	628.71	283.48
130.4	2	1.84	391.01	628.71	293.26
130.6	1.99	1.84	400.78	627.25	293.26
130.8	2	1.84	400.78	628.71	293.26
131	2.01	1.84	400.78	630.17	283.48
131.2	1.99	1.84	410.56	627.25	273.7
131.4	2	1.84	381.23	628.71	273.7
131.6	2.01	1.84	391.01	630.17	283.48
131.8	2	1.84	400.78	628.71	283.48
132	2.01	1.84	391.01	630.17	303.03
132.2	2	1.84	391.01	628.71	293.26
132.4	2	1.84	381.23	628.71	283.48
132.6	2.01	1.84	391.01	630.17	283.48
132.8	1.99	1.84	400.78	627.25	303.03
133	2	1.84	391.01	628.71	293.26
133.2	2	1.84	410.56	628.71	293.26
133.4	2	1.84	391.01	628.71	293.26
133.6	2.01	1.84	400.78	630.17	293.26
133.8	2	1.84	430.11	628.71	273.7
134	2	1.84	400.78	628.71	263.93
134.2	2.01	1.84	430.11	630.17	273.7
134.4	2	1.84	420.33	628.71	273.7
134.6	2.01	1.84	420.33	630.17	293.26
134.8	2	1.84	439.88	628.71	283.48
135	2	1.84	420.33	628.71	273.7
135.2	1.99	1.84	459.43	627.25	283.48
135.4	1.99	1.84	439.88	627.25	293.26
135.6	2	1.84	449.66	628.71	303.03
135.8	2.01	1.84	449.66	630.17	322.58
136	2	1.84	420.33	628.71	303.03
136.2	2	1.84	430.11	628.71	283.48
136.4	1.99	1.84	410.56	627.25	283.48
136.6	2	1.84	400.78	628.71	293.26
136.8	2	1.84	439.88	628.71	283.48
137	2	1.84	410.56	628.71	273.7
137.2	1.99	1.84	410.56	627.25	283.48
137.4	1.99	1.84	420.33	627.25	303.03
137.6	2	1.84	410.56	628.71	293.26
137.8	2	1.84	400.78	628.71	293.26
138	2	1.84	400.78	628.71	293.26
138.2	2	1.84	400.78	628.71	303.03
138.4	1.99	1.84	391.01	627.25	293.26
138.6	2	1.84	381.23	628.71	293.26
138.8	1.99	1.84	400.78	627.25	303.03
139	2	1.84	381.23	628.71	303.03
139.2	2	1.84	410.56	628.71	293.26
139.4	1.99	1.84	420.33	627.25	303.03
139.6	2	1.84	400.78	628.71	283.48
139.8	1.99	1.84	410.56	627.25	263.93
140	2	1.84	400.78	628.71	263.93
140.2	2	1.84	420.33	628.71	263.93
140.4	1.99	1.84	430.11	627.25	254.15
140.6	1.99	1.84	400.78	627.25	254.15
140.8	1.99	1.84	420.33	627.25	263.93
141	1.99	1.84	430.11	627.25	283.48
141.2	2	1.84	430.11	628.71	293.26
141.4	1.99	1.84	430.11	627.25	312.81
141.6	2	1.84	410.56	628.71	303.03
141.8	2	1.84	439.88	628.71	303.03
142	2	1.84	410.56	628.71	312.81
142.2	2	1.84	410.56	628.71	303.03
142.4	1.99	1.84	439.88	627.25	293.26
142.6	2	1.84	410.56	628.71	303.03
142.8	2	1.84	459.43	628.71	303.03
143	2	1.84	498.53	628.71	312.81
143.2	2	1.84	547.41	628.71	303.03
143.4	1.99	1.84	469.21	627.25	303.03
143.6	2	1.95	430.11	611	312.81
143.8	2	1.95	420.33	611	312.81
144	2	1.95	410.56	611	322.58
144.2	2	1.95	430.11	611	332.36
144.4	1.99	1.95	430.11	609.57	322.58
144.6	2	1.95	420.33	611	332.36
144.8	2.01	1.95	430.11	612.42	322.58
145	2	1.95	410.56	611	332.36
145.2	1.99	1.95	391.01	609.57	312.81
145.4	1.99	1.95	410.56	609.57	342.13
145.6	2	1.95	430.11	611	322.58
145.8	1.99	1.95	439.88	609.57	342.13
146	2	1.95	430.11	611	351.91
146.2	1.99	1.95	459.43	609.57	351.91
146.4	2	1.95	459.43	611	361.68
146.6	1.99	1.95	508.31	609.57	351.91
146.8	2	1.95	439.88	611	342.13
147	2	1.95	430.11	611	351.91
147.2	1.99	1.95	430.11	609.57	342.13
147.4	2	1.95	449.66	611	342.13
147.6	1.99	1.95	537.63	609.57	342.13
147.8	2	1.95	566.96	611	351.91
148	2.01	1.95	498.53	612.42	342.13
148.2	1.99	1.95	488.76	609.57	342.13
148.4	2	1.95	478.98	611	332.36
148.6	2	1.95	459.43	611	342.13
148.8	2	1.95	459.43	611	351.91
149	1.99	1.95	469.21	609.57	351.91
149.2	2	1.95	459.43	611	351.91
149.4	2	1.95	449.66	611	361.68
149.6	2	2.05	459.43	594.7	381.23
149.8	2	2.05	439.88	594.7	332.36
150	1.99	2.05	449.66	593.32	351.91
150.2	2	2.05	420.33	594.7	351.91
150.4	2	2.05	430.11	594.7	371.46
150.6	1.99	2.05	420.33	593.32	351.91
150.8	2	2.05	410.56	594.7	361.68
151	1.99	2.05	420.33	593.32	351.91
151.2	1.99	2.05	430.11	593.32	351.91
151.4	2	2.05	449.66	594.7	351.91
151.6	1.99	2.05	449.66	593.32	351.91
151.8	2	2.05	430.11	594.7	351.91
152	1.98	2.05	439.88	591.93	361.68
152.2	2	2.05	400.78	594.7	361.68
152.4	2	2.05	449.66	594.7	371.46
152.6	1.99	2.05	459.43	593.32	361.68
152.8	2	2.05	449.66	594.7	351.91
153	2	2.05	478.98	594.7	342.13
153.2	1.99	2.05	488.76	593.32	361.68
153.4	2.01	2.05	469.21	596.08	351.91
153.6	1.99	2.05	478.98	593.32	361.68
153.8	2	2.05	449.66	594.7	371.46
154	2	2.05	449.66	594.7	381.23
154.2	1.99	2.16	469.21	578.29	371.46
154.4	1.99	2.16	449.66	578.29	371.46
154.6	1.99	2.16	478.98	578.29	351.91
154.8	2	2.16	488.76	579.64	371.46
155	2	2.16	478.98	579.64	361.68
155.2	2	2.16	469.21	579.64	391.01
155.4	1.99	2.16	498.53	578.29	391.01
155.6	2	2.16	478.98	579.64	381.23
155.8	2	2.16	449.66	579.64	381.23
156	2	2.16	469.21	579.64	361.68
156.2	2	2.16	449.66	579.64	351.91
156.4	2	2.16	459.43	579.64	332.36
156.6	2	2.16	439.88	579.64	312.81
156.8	1.99	2.16	449.66	578.29	322.58
157	2	2.16	449.66	579.64	322.58
157.2	2	2.16	410.56	579.64	312.81
157.4	2	2.16	439.88	579.64	322.58
157.6	2.01	2.16	449.66	580.99	322.58
157.8	2	2.16	459.43	579.64	322.58
158	1.99	2.16	469.21	578.29	312.81
158.2	2.01	2.16	439.88	580.99	342.13
158.4	2	2.16	449.66	579.64	332.36
158.6	1.99	2.27	439.88	564.36	342.13
158.8	1.99	2.27	439.88	564.36	361.68
159	2	2.27	449.66	565.67	342.13
159.2	2	2.27	449.66	565.67	342.13
159.4	2	2.27	449.66	565.67	332.36
159.6	2	2.27	410.56	565.67	332.36
159.8	2	2.27	430.11	565.67	332.36
160	2	2.27	410.56	565.67	312.81
160.2	2	2.27	410.56	565.67	342.13
160.4	2	2.27	420.33	565.67	342.13
160.6	1.99	2.27	420.33	564.36	322.58
160.8	2.01	2.27	391.01	566.99	322.58
161	2	2.27	391.01	565.67	332.36
161.2	2	2.27	391.01	565.67	342.13
161.4	1.99	2.27	391.01	564.36	332.36
161.6	2.01	2.27	391.01	566.99	342.13
161.8	1.99	2.27	381.23	564.36	322.58
162	2	2.27	351.91	565.67	332.36
162.2	1.99	2.27	361.68	564.36	322.58
162.4	2	2.27	351.91	565.67	332.36
162.6	2	2.27	361.68	565.67	342.13
162.8	1.99	2.27	361.68	564.36	312.81
163	2	2.27	332.36	565.67	303.03
163.2	1.99	2.27	351.91	564.36	293.26
163.4	2	2.27	312.81	565.67	312.81
163.6	1.99	2.27	322.58	564.36	303.03
163.8	1.99	2.27	342.13	564.36	303.03
164	2	2.27	312.81	565.67	312.81
164.2	2	2.27	342.13	565.67	322.58
164.4	2	2.27	312.81	565.67	342.13
164.6	2.01	2.27	342.13	566.99	322.58
164.8	2	2.27	342.13	565.67	322.58
165	2	2.27	342.13	565.67	312.81
165.2	2	2.27	322.58	565.67	332.36
165.4	2	2.27	342.13	565.67	332.36
165.6	2	2.27	332.36	565.67	332.36
165.8	2	2.27	332.36	565.67	361.68
166	2	2.27	342.13	565.67	332.36
166.2	1.99	2.27	361.68	564.36	332.36
166.4	2	2.27	332.36	565.67	342.13
166.6	1.99	2.27	351.91	564.36	332.36
166.8	2	2.27	361.68	565.67	332.36
167	1.99	2.27	361.68	564.36	332.36
167.2	2	2.27	351.91	565.67	361.68
167.4	2	2.27	371.46	565.67	351.91
167.6	1.99	2.27	391.01	564.36	381.23
167.8	2	2.27	361.68	565.67	361.68
168	1.99	2.27	400.78	564.36	342.13
168.2	2	2.27	391.01	565.67	351.91
168.4	2	2.27	391.01	565.67	332.36
168.6	2	2.27	391.01	565.67	322.58
168.8	2	2.27	410.56	565.67	312.81
169	1.99	2.27	410.56	564.36	322.58
169.2	2	2.27	400.78	565.67	312.81
169.4	2	2.27	400.78	565.67	312.81
169.6	1.99	2.27	410.56	564.36	312.81
169.8	2	2.27	381.23	565.67	332.36
170	1.99	2.27	420.33	564.36	332.36
170.2	2	2.27	391.01	565.67	332.36
170.4	2.01	2.27	400.78	566.99	351.91
170.6	1.99	2.27	400.78	564.36	342.13
170.8	2	2.27	400.78	565.67	312.81
171	2.01	2.27	391.01	566.99	322.58
171.2	2	2.27	391.01	565.67	322.58
171.4	1.99	2.27	400.78	564.36	322.58
171.6	1.98	2.27	410.56	563.04	342.13
171.8	1.99	2.27	391.01	564.36	322.58
172	1.99	2.27	410.56	564.36	332.36
172.2	2.01	2.27	391.01	566.99	332.36
172.4	2	2.27	400.78	565.67	351.91
172.6	1.99	2.27	400.78	564.36	342.13
172.8	2	2.27	420.33	565.67	342.13
173	1.99	2.27	420.33	564.36	351.91
173.2	2	2.27	410.56	565.67	351.91
173.4	2	2.27	420.33	565.67	332.36
173.6	1.99	2.27	400.78	564.36	351.91
173.8	2	2.27	371.46	565.67	322.58
174	2	2.27	381.23	565.67	332.36
174.2	2	2.27	361.68	565.67	322.58
174.4	2	2.27	391.01	565.67	342.13
174.6	2	2.27	400.78	565.67	332.36
174.8	2	2.27	420.33	565.67	312.81
175	2	2.27	410.56	565.67	342.13
175.2	2	2.27	400.78	565.67	322.58
175.4	1.99	2.27	420.33	564.36	312.81
175.6	1.99	2.27	400.78	564.36	342.13
175.8	2	2.27	391.01	565.67	332.36
176	1.99	2.27	400.78	564.36	342.13
176.2	2	2.27	381.23	565.67	332.36
176.4	2	2.27	381.23	565.67	332.36
176.6	2	2.27	371.46	565.67	342.13
176.8	2	2.27	381.23	565.67	351.91
177	1.99	2.27	391.01	564.36	351.91
177.2	1.99	2.27	371.46	564.36	351.91
177.4	2	2.27	381.23	565.67	351.91
177.6	2	2.27	391.01	565.67	332.36
177.8	1.99	2.27	400.78	564.36	322.58
178	2	2.27	410.56	565.67	332.36
178.2	2	2.27	410.56	565.67	351.91
178.4	2	2.27	420.33	565.67	342.13
178.6	2	2.27	410.56	565.67	332.36
178.8	2.01	2.27	410.56	566.99	332.36
179	2	2.27	400.78	565.67	312.81
179.2	2	2.27	381.23	565.67	332.36
179.4	2	2.27	371.46	565.67	342.13
179.6	2	2.27	391.01	565.67	332.36
179.8	1.99	2.27	410.56	564.36	332.36
180	1.99	2.27	371.46	564.36	332.36
180.2	2.01	2.27	381.23	566.99	342.13
180.4	2	2.27	381.23	565.67	351.91
180.6	2	2.27	391.01	565.67	351.91
180.8	1.99	2.27	410.56	564.36	351.91
181	2	2.27	420.33	565.67	351.91
181.2	2	2.27	400.78	565.67	342.13
181.4	2.01	2.27	381.23	566.99	322.58
181.6	1.99	2.27	391.01	564.36	332.36
181.8	2	2.27	391.01	565.67	342.13
182	1.99	2.27	381.23	564.36	351.91
182.2	1.99	2.27	410.56	564.36	351.91
182.4	2	2.27	391.01	565.67	322.58
182.6	2	2.27	400.78	565.67	342.13
182.8	1.99	2.27	430.11	564.36	322.58
183	2	2.27	420.33	565.67	342.13
183.2	1.99	2.27	410.56	564.36	332.36
183.4	2	2.27	400.78	565.67	342.13
183.6	1.99	2.38	430.11	551.38	351.91
183.8	2	2.38	410.56	552.67	361.68
184	2	2.38	420.33	552.67	332.36
184.2	1.99	2.38	410.56	551.38	332.36
184.4	2.01	2.38	420.33	553.95	322.58
184.6	1.99	2.38	430.11	551.38	332.36
184.8	2	2.38	400.78	552.67	322.58
185	2.01	2.38	400.78	553.95	342.13
185.2	2	2.38	400.78	552.67	332.36
185.4	1.99	2.38	420.33	551.38	322.58
185.6	1.99	2.38	400.78	551.38	332.36
185.8	2	2.38	420.33	552.67	322.58
186	1.99	2.38	410.56	551.38	322.58
186.2	1.99	2.38	391.01	551.38	322.58
186.4	1.99	2.38	410.56	551.38	303.03
186.6	2	2.38	400.78	552.67	332.36
186.8	2	2.38	391.01	552.67	332.36
187	1.99	2.38	400.78	551.38	342.13
187.2	2	2.38	391.01	552.67	322.58
187.4	1.99	2.38	410.56	551.38	332.36
187.6	2	2.38	400.78	552.67	351.91
187.8	1.99	2.38	420.33	551.38	361.68
188	1.99	2.38	400.78	551.38	332.36
188.2	2	2.38	410.56	552.67	351.91
188.4	1.99	2.38	449.66	551.38	322.58
188.6	2	2.38	381.23	552.67	322.58
188.8	2	2.38	400.78	552.67	332.36
189	2	2.38	391.01	552.67	332.36
189.2	2	2.38	410.56	552.67	342.13
189.4	2	2.38	420.33	552.67	342.13
189.6	2	2.38	400.78	552.67	342.13
189.8	1.99	2.38	439.88	551.38	332.36
190	2	2.38	400.78	552.67	332.36
190.2	1.99	2.38	400.78	551.38	351.91
190.4	2	2.38	391.01	552.67	332.36
190.6	2	2.38	381.23	552.67	322.58
190.8	1.99	2.38	381.23	551.38	332.36
191	2	2.38	361.68	552.67	342.13
191.2	2	2.38	381.23	552.67	332.36
191.4	2	2.38	371.46	552.67	332.36
191.6	1.99	2.38	391.01	551.38	322.58
191.8	2	2.38	381.23	552.67	332.36
192	2.01	2.38	381.23	553.95	332.36
192.2	2	2.38	400.78	552.67	332.36
192.4	2	2.38	371.46	552.67	332.36
192.6	1.99	2.38	391.01	551.38	322.58
192.8	2	2.38	391.01	552.67	312.81
193	2	2.38	400.78	552.67	312.81
193.2	2	2.38	391.01	552.67	332.36
193.4	2	2.38	420.33	552.67	322.58
193.6	1.99	2.38	420.33	551.38	332.36
193.8	2	2.38	410.56	552.67	332.36
194	1.99	2.38	420.33	551.38	342.13
194.2	1.99	2.38	410.56	551.38	332.36
194.4	1.99	2.38	420.33	551.38	342.13
194.6	2	2.38	410.56	552.67	332.36
194.8	2	2.38	410.56	552.67	312.81
195	1.99	2.38	430.11	551.38	322.58
195.2	2	2.38	400.78	552.67	332.36
195.4	2	2.38	430.11	552.67	332.36
195.6	2	2.38	420.33	552.67	322.58
195.8	1.99	2.38	439.88	551.38	332.36
196	2	2.38	430.11	552.67	312.81
196.2	2.01	2.38	459.43	553.95	322.58
196.4	2	2.38	469.21	552.67	332.36
196.6	2	2.38	459.43	552.67	342.13
196.8	2	2.38	459.43	552.67	342.13
197	2	2.38	459.43	552.67	342.13
197.2	2	2.38	449.66	552.67	342.13
197.4	2	2.49	449.66	540.52	342.13
197.6	2	2.49	449.66	540.52	322.58
197.8	2	2.49	430.11	540.52	332.36
198	2	2.49	420.33	540.52	342.13
198.2	2	2.49	430.11	540.52	342.13
198.4	2	2.49	430.11	540.52	342.13
198.6	2	2.49	430.11	540.52	351.91
198.8	1.99	2.49	430.11	539.26	312.81
199	2	2.49	400.78	540.52	342.13
199.2	1.99	2.49	420.33	539.26	322.58
199.4	2	2.49	400.78	540.52	351.91
199.6	1.99	2.49	430.11	539.26	322.58
199.8	2	2.49	420.33	540.52	322.58
200	2	2.49	430.11	540.52	312.81
200.2	2	2.49	439.88	540.52	312.81
200.4	2	2.49	439.88	540.52	303.03
200.6	1.99	2.49	439.88	539.26	322.58
200.8	2	2.49	410.56	540.52	322.58
201	2	2.49	430.11	540.52	322.58
201.2	1.99	2.49	449.66	539.26	342.13
201.4	2.01	2.49	439.88	541.78	342.13
201.6	2	2.49	439.88	540.52	342.13
201.8	2.01	2.49	459.43	541.78	342.13
202	2	2.49	449.66	540.52	361.68
202.2	2	2.49	449.66	540.52	361.68
202.4	2	2.49	459.43	540.52	351.91
202.6	2	2.49	449.66	540.52	351.91
202.8	1.99	2.49	459.43	539.26	342.13
203	2.01	2.49	439.88	541.78	342.13
203.2	2	2.49	439.88	540.52	351.91
203.4	1.99	2.49	420.33	539.26	351.91
203.6	2.01	2.49	430.11	541.78	351.91
203.8	2.01	2.49	410.56	541.78	351.91
204	2.01	2.49	410.56	541.78	361.68
204.2	1.99	2.59	439.88	527.91	342.13
204.4	2	2.59	420.33	529.14	342.13
204.6	1.99	2.59	439.88	527.91	351.91
204.8	2	2.59	410.56	529.14	351.91
205	1.99	2.59	420.33	527.91	332.36
205.2	2	2.59	420.33	529.14	332.36
205.4	1.99	2.59	439.88	527.91	322.58
205.6	1.99	2.59	439.88	527.91	342.13
205.8	2	2.59	420.33	529.14	332.36
206	1.99	2.59	439.88	527.91	322.58
206.2	2	2.59	430.11	529.14	342.13
206.4	1.99	2.59	439.88	527.91	342.13
206.6	2	2.59	410.56	529.14	351.91
206.8	1.99	2.59	400.78	527.91	351.91
207	2	2.59	400.78	529.14	351.91
207.2	2	2.59	391.01	529.14	351.91
207.4	1.98	2.59	400.78	526.67	342.13
207.6	2	2.59	391.01	529.14	332.36
207.8	2	2.59	420.33	529.14	342.13
208	2	2.59	410.56	529.14	351.91
208.2	2	2.59	400.78	529.14	351.91
208.4	1.99	2.59	410.56	527.91	342.13
208.6	2	2.59	391.01	529.14	342.13
208.8	2	2.59	420.33	529.14	342.13
209	1.99	2.59	410.56	527.91	351.91
209.2	1.99	2.59	391.01	527.91	342.13
209.4	2.01	2.59	400.78	530.37	371.46
209.6	2.01	2.59	410.56	530.37	371.46
209.8	1.99	2.59	410.56	527.91	361.68
210	2	2.59	410.56	529.14	361.68
210.2	1.99	2.59	420.33	527.91	351.91
210.4	2	2.59	410.56	529.14	351.91
210.6	2	2.59	430.11	529.14	351.91
210.8	1.99	2.59	439.88	527.91	351.91
211	2	2.59	469.21	529.14	371.46
211.2	1.99	2.59	420.33	527.91	381.23
211.4	1.99	2.59	400.78	527.91	371.46
211.6	1.99	2.7	430.11	517.24	381.23
211.8	2	2.7	391.01	518.45	381.23
212	2	2.7	400.78	518.45	361.68
212.2	1.99	2.7	420.33	517.24	371.46
212.4	2.01	2.7	420.33	519.65	371.46
212.6	1.99	2.7	430.11	517.24	361.68
212.8	2	2.7	420.33	518.45	361.68
213	2	2.7	439.88	518.45	351.91
213.2	2	2.7	430.11	518.45	351.91
213.4	2.01	2.7	439.88	519.65	351.91
213.6	2	2.7	420.33	518.45	351.91
213.8	2	2.7	430.11	518.45	361.68
214	1.99	2.7	449.66	517.24	361.68
214.2	2	2.7	420.33	518.45	361.68
214.4	1.99	2.7	430.11	517.24	351.91
214.6	2	2.7	430.11	518.45	361.68
214.8	1.99	2.7	439.88	517.24	371.46
215	2.01	2.7	430.11	519.65	361.68
215.2	1.99	2.7	439.88	517.24	361.68
215.4	1.99	2.7	439.88	517.24	361.68
215.6	2	2.7	410.56	518.45	342.13
215.8	1.99	2.7	430.11	517.24	342.13
216	2	2.7	400.78	518.45	342.13
216.2	1.99	2.7	420.33	517.24	371.46
216.4	2	2.7	410.56	518.45	371.46
216.6	2	2.7	410.56	518.45	361.68
216.8	2	2.7	410.56	518.45	351.91
217	1.99	2.7	420.33	517.24	351.91
217.2	2	2.7	391.01	518.45	361.68
217.4	2.01	2.7	420.33	519.65	381.23
217.6	1.99	2.7	391.01	517.24	371.46
217.8	2	2.7	381.23	518.45	361.68
218	1.99	2.7	410.56	517.24	351.91
218.2	2	2.7	391.01	518.45	361.68
218.4	2.01	2.7	400.78	519.65	361.68
218.6	1.99	2.7	400.78	517.24	381.23
218.8	2	2.7	391.01	518.45	371.46
219	1.99	2.7	391.01	517.24	371.46
219.2	2	2.7	371.46	518.45	371.46
219.4	1.99	2.7	400.78	517.24	361.68
219.6	2	2.7	410.56	518.45	381.23
219.8	1.99	2.7	410.56	517.24	371.46
220	2	2.7	439.88	518.45	361.68
220.2	1.99	2.7	459.43	517.24	371.46
220.4	2	2.7	459.43	518.45	361.68
220.6	2.01	2.81	439.88	509.56	371.46
220.8	2	2.81	439.88	508.38	381.23
221	2	2.81	420.33	508.38	381.23
221.2	2.01	2.81	459.43	509.56	381.23
221.4	1.99	2.81	439.88	507.2	361.68
221.6	1.99	2.81	459.43	507.2	361.68
221.8	1.99	2.81	449.66	507.2	371.46
222	1.99	2.81	459.43	507.2	371.46
222.2	2	2.81	478.98	508.38	381.23
222.4	2	2.81	449.66	508.38	381.23
222.6	2	2.81	469.21	508.38	361.68
222.8	2	2.81	430.11	508.38	361.68
223	2	2.81	449.66	508.38	351.91
223.2	2	2.81	439.88	508.38	342.13
223.4	2	2.81	439.88	508.38	351.91
223.6	2	2.81	430.11	508.38	371.46
223.8	2.01	2.81	430.11	509.56	371.46
224	1.99	2.81	420.33	507.2	361.68
224.2	2.01	2.81	391.01	509.56	361.68
224.4	2	2.81	439.88	508.38	381.23
224.6	2	2.81	420.33	508.38	371.46
224.8	2	2.81	410.56	508.38	400.78
225	2	2.81	400.78	508.38	381.23
225.2	1.99	2.81	420.33	507.2	371.46
225.4	2	2.81	420.33	508.38	381.23
225.6	2	2.81	449.66	508.38	371.46
225.8	2	2.81	449.66	508.38	371.46
226	2	2.81	430.11	508.38	381.23
226.2	2	2.81	430.11	508.38	361.68
226.4	2	2.81	430.11	508.38	361.68
226.6	2	2.81	430.11	508.38	361.68
226.8	1.99	2.81	469.21	507.2	342.13
227	2	2.81	449.66	508.38	351.91
227.2	2	2.81	449.66	508.38	361.68
227.4	2	2.81	469.21	508.38	371.46
227.6	1.99	2.92	439.88	497.72	361.68
227.8	2	2.92	449.66	498.88	351.91
228	1.99	2.92	459.43	497.72	351.91
228.2	2	2.92	420.33	498.88	361.68
228.4	1.99	2.92	430.11	497.72	371.46
228.6	2	2.92	478.98	498.88	371.46
228.8	2	2.92	586.51	498.88	381.23
229	2	2.92	469.21	498.88	381.23
229.2	1.98	2.92	439.88	496.55	381.23
229.4	2	2.92	430.11	498.88	381.23
229.6	2	2.92	439.88	498.88	391.01
229.8	1.99	2.92	439.88	497.72	381.23
230	2	2.92	410.56	498.88	381.23
230.2	1.99	2.92	420.33	497.72	371.46
230.4	2	2.92	430.11	498.88	371.46
230.6	2.01	2.92	420.33	500.04	361.68
230.8	2	2.92	420.33	498.88	351.91
231	2	2.92	439.88	498.88	351.91
231.2	1.99	2.92	449.66	497.72	361.68
231.4	2.01	2.92	430.11	500.04	351.91
231.6	1.99	2.92	430.11	497.72	381.23
231.8	1.99	2.92	410.56	497.72	391.01
232	2	2.92	439.88	498.88	371.46
232.2	2	2.92	430.11	498.88	381.23
232.4	2	2.92	420.33	498.88	400.78
232.6	1.99	2.92	439.88	497.72	391.01
232.8	2	2.92	420.33	498.88	391.01
233	2	3.03	449.66	489.89	400.78
233.2	2	3.03	449.66	489.89	410.56
233.4	2	3.03	459.43	489.89	400.78
233.6	2	3.03	430.11	489.89	391.01
233.8	2	3.03	439.88	489.89	400.78
234	1.99	3.03	449.66	488.75	391.01
234.2	2.01	3.03	410.56	491.03	400.78
234.4	1.99	3.03	439.88	488.75	391.01
234.6	2	3.03	459.43	489.89	400.78
234.8	1.99	3.03	449.66	488.75	381.23
235	2.01	3.03	459.43	491.03	400.78
235.2	2	3.03	459.43	489.89	381.23
235.4	1.99	3.03	439.88	488.75	381.23
235.6	2.01	3.03	439.88	491.03	371.46
235.8	1.99	3.03	430.11	488.75	381.23
236	2	3.03	420.33	489.89	391.01
236.2	2	3.03	410.56	489.89	400.78
236.4	2	3.03	391.01	489.89	400.78
236.6	2	3.03	410.56	489.89	381.23
236.8	2	3.03	381.23	489.89	400.78
237	2	3.03	400.78	489.89	391.01
237.2	2	3.03	420.33	489.89	420.33
237.4	2	3.03	400.78	489.89	420.33
237.6	1.99	3.03	430.11	488.75	410.56
237.8	2.01	3.03	400.78	491.03	400.78
238	1.99	3.03	410.56	488.75	400.78
238.2	1.99	3.03	381.23	488.75	410.56
238.4	1.99	3.03	381.23	488.75	420.33
238.6	2	3.03	361.68	489.89	420.33
238.8	1.99	3.03	381.23	488.75	420.33
239	1.99	3.03	361.68	488.75	410.56
239.2	1.99	3.03	351.91	488.75	391.01
239.4	2	3.03	371.46	489.89	410.56
239.6	2	3.03	371.46	489.89	420.33
239.8	1.99	3.14	371.46	480.25	420.33
240	2	3.14	361.68	481.37	410.56
240.2	1.99	3.14	391.01	480.25	410.56
240.4	2	3.14	391.01	481.37	410.56
240.6	2	3.14	391.01	481.37	410.56
240.8	2	3.14	381.23	481.37	410.56
241	1.99	3.14	410.56	480.25	430.11
241.2	1.99	3.14	381.23	480.25	410.56
241.4	1.99	3.14	400.78	480.25	410.56
241.6	2	3.14	410.56	481.37	420.33
241.8	2	3.14	410.56	481.37	410.56
242	1.99	3.14	420.33	480.25	420.33
242.2	2	3.14	420.33	481.37	420.33
242.4	2	3.14	410.56	481.37	410.56
242.6	2	3.14	391.01	481.37	410.56
242.8	1.99	3.14	400.78	480.25	410.56
243	1.99	3.14	400.78	480.25	410.56
243.2	2	3.14	400.78	481.37	391.01
243.4	2	3.14	420.33	481.37	391.01
243.6	2	3.14	410.56	481.37	381.23
243.8	1.99	3.14	449.66	480.25	400.78
244	2	3.14	420.33	481.37	400.78
244.2	1.99	3.14	439.88	480.25	391.01
244.4	2	3.14	410.56	481.37	391.01
244.6	2	3.14	430.11	481.37	371.46
244.8	1.99	3.14	439.88	480.25	371.46
245	2	3.14	430.11	481.37	381.23
245.2	2	3.14	449.66	481.37	391.01
245.4	2.01	3.14	459.43	482.49	400.78
245.6	1.99	3.14	459.43	480.25	400.78
245.8	2	3.14	439.88	481.37	410.56
246	1.99	3.14	469.21	480.25	391.01
246.2	2	3.14	459.43	481.37	410.56
246.4	1.99	3.14	469.21	480.25	410.56
246.6	2.01	3.14	449.66	482.49	410.56
246.8	1.99	3.14	449.66	480.25	400.78
247	1.99	3.14	459.43	480.25	391.01
247.2	1.99	3.14	439.88	480.25	391.01
247.4	1.99	3.14	459.43	480.25	381.23
247.6	2	3.14	449.66	481.37	410.56
247.8	2.01	3.14	449.66	482.49	400.78
248	2	3.14	449.66	481.37	400.78
248.2	1.99	3.14	430.11	480.25	400.78
248.4	2	3.14	420.33	481.37	410.56
248.6	1.98	3.14	439.88	479.12	391.01
248.8	2	3.14	420.33	481.37	420.33
249	2	3.14	439.88	481.37	400.78
249.2	2	3.14	420.33	481.37	400.78
249.4	2.01	3.14	391.01	482.49	410.56
249.6	1.99	3.14	391.01	480.25	430.11
249.8	2	3.14	371.46	481.37	420.33
250	1.99	3.14	381.23	480.25	430.11
250.2	1.99	3.24	361.68	472.17	420.33
250.4	2	3.24	381.23	473.28	400.78
250.6	2	3.24	371.46	473.28	420.33
250.8	2	3.24	361.68	473.28	430.11
251	2	3.24	351.91	473.28	439.88
