=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.08 16:54:19 =~=~=~=~=~=~=~=~=~=~=~=					
"time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)"			AM Clear PETG		Stock Clear PETG
1590.8					400.78
1591					381.23
1591.2					391.01
1591.4					391.01
1591.6					410.56
1591.8					410.56
1592					400.78
1592.2					400.78
1592.4					391.01
1592.6					400.78
1592.8					400.78
1593					381.23
1593.2					400.78
1593.4					400.78
1593.6					391.01
1593.8					410.56
1594					400.78
1594.2					410.56
1594.4					410.56
1594.6					410.56
1594.8					410.56
1595					371.46
1595.2					400.78
1595.4					400.78
1595.6					391.01
1595.8					391.01
1596					410.56
1596.2					400.78
1596.4					410.56
1596.6					420.33
1596.8					410.56
1597					400.78
1597.2					400.78
1597.4					400.78
1597.6					410.56
1597.8					410.56
1598					420.33
1598.2					410.56
1598.4					410.56
1598.6					400.78
1598.8					410.56
1599					400.78
1599.2					420.33
1599.4					410.56
1599.6					410.56
1599.8					430.11
1600					420.33
1600.2					420.33
1600.4					410.56
1600.6					400.78
1600.8					430.11
1601					410.56
1601.2					410.56
1601.4					400.78
1601.6					430.11
1601.8					400.78
1602					400.78
1602.2					400.78
1602.4					391.01
1602.6					391.01
1602.8					400.78
1603					410.56
1603.2					410.56
1603.4					400.78
1603.6					420.33
1603.8					410.56
1604					400.78
1604.2					400.78
1604.4					391.01
1604.6					400.78
1604.8					400.78
1605					410.56
1605.2					410.56
1605.4					391.01
1605.6					410.56
1605.8					400.78
1606					391.01
1606.2					400.78
1606.4					391.01
1606.6					391.01
1606.8					410.56
1607					410.56
1607.2					420.33
1607.4					410.56
1607.6					410.56
1607.8					400.78
1608					391.01
1608.2					391.01
1608.4					410.56
1608.6					400.78
1608.8					410.56
1609					420.33
1609.2					420.33
1609.4					420.33
1609.6					410.56
1609.8					420.33
1610					420.33
1610.2					420.33
1610.4					420.33
1610.6					420.33
1610.8					420.33
1611					420.33
1611.2					420.33
1611.4					420.33
1611.6					410.56
1611.8					420.33
1612					391.01
1612.2					400.78
1612.4					391.01
1612.6					410.56
1612.8					410.56
1613					410.56
1613.2					410.56
1613.4					410.56
1613.6					400.78
1613.8					400.78
1614					400.78
1614.2					410.56
1614.4					400.78
1614.6					430.11
1614.8					420.33
1615					420.33
1615.2					420.33
1615.4					400.78
1615.6					400.78
1615.8					410.56
1616					400.78
1616.2					410.56
1616.4					410.56
1616.6					420.33
1616.8					420.33
1617					420.33
1617.2					410.56
1617.4					420.33
1617.6					400.78
1617.8					420.33
1618					430.11
1618.2					430.11
1618.4					430.11
1618.6					420.33
1618.8					430.11
1619					430.11
1619.2					420.33
1619.4					420.33
1619.6					439.88
1619.8					430.11
1620					420.33
1620.2					420.33
1620.4					439.88
1620.6					430.11
1620.8					449.66
1621					430.11
1621.2					420.33
1621.4					410.56
1621.6					430.11
1621.8					420.33
1622					420.33
1622.2					420.33
1622.4					430.11
1622.6					430.11
1622.8					410.56
1623					410.56
1623.2					400.78
1623.4					410.56
1623.6					420.33
1623.8					410.56
1624					420.33
1624.2					400.78
1624.4					400.78
1624.6					400.78
1624.8					400.78
1625					391.01
1625.2					410.56
1625.4					400.78
1625.6					410.56
1625.8					420.33
1626					420.33
1626.2					410.56
1626.4					400.78
1626.6					400.78
1626.8					400.78
1627					410.56
1627.2					420.33
1627.4					400.78
1627.6					400.78
1627.8					400.78
1628					391.01
1628.2					391.01
1628.4					400.78
1628.6					391.01
1628.8					410.56
1629					400.78
1629.2					400.78
1629.4					391.01
1629.6					400.78
1629.8					420.33
1630					410.56
1630.2					400.78
1630.4					400.78
1630.6					430.11
1630.8					430.11
1631					410.56
1631.2					410.56
1631.4					420.33
1631.6					410.56
1631.8					410.56
1632					400.78
1632.2					391.01
1632.4					400.78
1632.6					430.11
1632.8					400.78
1633					410.56
1633.2					400.78
1633.4					400.78
1633.6					420.33
1633.8					400.78
1634					400.78
1634.2					410.56
1634.4					420.33
1634.6					420.33
1634.8					420.33
1635					410.56
1635.2					430.11
1635.4					420.33
1635.6					420.33
1635.8					400.78
1636					410.56
1636.2					400.78
1636.4					410.56
1636.6					420.33
1636.8					430.11
1637					430.11
1637.2					420.33
1637.4					410.56
1637.6					410.56
1637.8					400.78
1638					391.01
1638.2					400.78
1638.4					400.78
1638.6					410.56
1638.8					400.78
1639					391.01
1639.2					391.01
1639.4					391.01
1639.6					400.78
1639.8					391.01
1640					391.01
1640.2					400.78
1640.4					420.33
1640.6					410.56
1640.8					410.56
1641					400.78
1641.2					400.78
1641.4					400.78
1641.6					400.78
1641.8					410.56
1642					420.33
1642.2					410.56
1642.4					410.56
1642.6					400.78
1642.8					391.01
1643					391.01
1643.2					400.78
1643.4					420.33
1643.6					430.11
1643.8					420.33
1644					420.33
1644.2					410.56
1644.4					400.78
1644.6					410.56
1644.8					400.78
1645					420.33
1645.2					400.78
1645.4					410.56
1645.6					400.78
1645.8					410.56
1646					391.01
1646.2					381.23
1646.4					381.23
1646.6					391.01
1646.8					400.78
1647					400.78
1647.2					400.78
1647.4					410.56
1647.6					410.56
1647.8					410.56
1648					400.78
1648.2					400.78
1648.4					381.23
1648.6					391.01
1648.8					410.56
1649					391.01
1649.2					400.78
1649.4					400.78
1649.6					410.56
1649.8					410.56
1650					391.01
1650.2					410.56
1650.4					391.01
1650.6					400.78
1650.8					400.78
1651					391.01
1651.2					391.01
1651.4					391.01
1651.6					410.56
1651.8					410.56
1652					410.56
1652.2					410.56
1652.4					400.78
1652.6					420.33
1652.8					400.78
1653					400.78
1653.2					391.01
1653.4					410.56
1653.6					400.78
1653.8					410.56
1654					400.78
1654.2					420.33
1654.4					410.56
1654.6					400.78
1654.8					410.56
1655					410.56
1655.2					381.23
1655.4					391.01
1655.6					400.78
1655.8					400.78
1656					410.56
1656.2					400.78
1656.4					410.56
1656.6					410.56
1656.8					400.78
1657					381.23
1657.2					391.01
1657.4					400.78
1657.6					400.78
1657.8					400.78
1658					410.56
1658.2					400.78
1658.4					410.56
1658.6					400.78
1658.8					391.01
1659					381.23
1659.2					381.23
1659.4					391.01
1659.6					400.78
1659.8					410.56
1660					410.56
1660.2					420.33
1660.4					410.56
1660.6					391.01
1660.8					400.78
1661					391.01
1661.2					400.78
1661.4					400.78
1661.6					410.56
1661.8					410.56
1662					391.01
1662.2					400.78
1662.4					400.78
1662.6					391.01
1662.8					391.01
1663					391.01
1663.2					391.01
1663.4					400.78
1663.6					391.01
1663.8					400.78
1664					400.78
1664.2					410.56
1664.4					400.78
1664.6					391.01
1664.8					391.01
1665					410.56
1665.2					410.56
1665.4					400.78
1665.6					400.78
1665.8					400.78
1666					391.01
1666.2					400.78
1666.4					381.23
1666.6					391.01
1666.8					400.78
1667					400.78
1667.2					400.78
1667.4					400.78
1667.6					410.56
1667.8					400.78
1668					381.23
1668.2					400.78
1668.4					391.01
1668.6					410.56
1668.8					410.56
1669					400.78
1669.2					410.56
1669.4					391.01
1669.6					391.01
1669.8					400.78
1670					400.78
1670.2					391.01
1670.4					400.78
1670.6					400.78
1670.8					410.56
1671					381.23
1671.2					400.78
1671.4					400.78
1671.6					400.78
1671.8					391.01
1672					391.01
1672.2					420.33
1672.4					410.56
1672.6					410.56
1672.8					410.56
1673					410.56
1673.2					381.23
1673.4					400.78
1673.6					400.78
1673.8					391.01
1674					400.78
1674.2					391.01
1674.4					400.78
1674.6					410.56
1674.8					391.01
1675					400.78
1675.2					400.78
1675.4					381.23
1675.6					391.01
1675.8					381.23
1676					400.78
1676.2					400.78
1676.4					400.78
1676.6					400.78
1676.8					400.78
1677					381.23
1677.2					400.78
1677.4					400.78
1677.6					391.01
1677.8					391.01
1678					400.78
1678.2					410.56
1678.4					400.78
1678.6					391.01
1678.8					400.78
1679					400.78
1679.2					410.56
1679.4					391.01
1679.6					391.01
1679.8					410.56
1680					410.56
1680.2					400.78
1680.4					400.78
1680.6					391.01
1680.8					391.01
1681					391.01
1681.2					400.78
1681.4					410.56
1681.6					400.78
1681.8					420.33
1682					410.56
1682.2					400.78
1682.4					391.01
1682.6					381.23
1682.8					410.56
1683					391.01
1683.2					391.01
1683.4					410.56
1683.6					400.78
1683.8					400.78
1684					400.78
1684.2					391.01
1684.4					391.01
1684.6					400.78
1684.8					400.78
1685					420.33
1685.2					400.78
1685.4					391.01
1685.6					410.56
1685.8					391.01
1686					400.78
1686.2					410.56
1686.4					410.56
1686.6					410.56
1686.8					400.78
1687					410.56
1687.2					400.78
1687.4					410.56
1687.6					381.23
1687.8					400.78
1688					391.01
1688.2					381.23
1688.4					391.01
1688.6					391.01
1688.8					430.11
1689					410.56
1689.2					410.56
1689.4					420.33
1689.6					420.33
1689.8					420.33
1690					400.78
1690.2					410.56
1690.4					420.33
1690.6					410.56
1690.8					410.56
1691					410.56
1691.2					410.56
1691.4					400.78
1691.6					400.78
1691.8					391.01
1692					391.01
1692.2					400.78
1692.4					410.56
1692.6					410.56
1692.8					410.56
1693					400.78
1693.2					400.78
1693.4					391.01
1693.6					400.78
1693.8					400.78
1694					410.56
1694.2					410.56
1694.4					410.56
1694.6					391.01
1694.8					400.78
1695					400.78
1695.2					391.01
1695.4					400.78
1695.6					400.78
1695.8					400.78
1696					400.78
1696.2					391.01
1696.4					381.23
1696.6					391.01
1696.8					391.01
1697					400.78
1697.2					391.01
1697.4					410.56
1697.6					410.56
1697.8					410.56
1698					400.78
1698.2					391.01
1698.4					391.01
1698.6					391.01
1698.8					400.78
1699					420.33
1699.2					400.78
1699.4					410.56
1699.6					410.56
1699.8					410.56
1700					400.78
1700.2					391.01
1700.4					391.01
1700.6					420.33
1700.8					400.78
1701					420.33
1701.2					410.56
1701.4					400.78
1701.6					400.78
1701.8					391.01
1702					400.78
1702.2					391.01
1702.4					391.01
1702.6					410.56
1702.8					410.56
1703					400.78
1703.2					410.56
1703.4					410.56
1703.6					381.23
1703.8					391.01
1704					400.78
1704.2					410.56
1704.4					410.56
1704.6					400.78
1704.8					410.56
1705					381.23
1705.2					400.78
1705.4					391.01
1705.6					400.78
1705.8					381.23
1706					381.23
1706.2					400.78
1706.4					410.56
1706.6					420.33
1706.8					410.56
1707					400.78
1707.2					400.78
1707.4					391.01
1707.6					391.01
1707.8					400.78
1708					400.78
1708.2					400.78
1708.4					391.01
1708.6					381.23
1708.8					391.01
1709					400.78
1709.2					410.56
1709.4					400.78
1709.6					391.01
1709.8					391.01
1710					391.01
1710.2					410.56
1710.4					410.56
1710.6					410.56
1710.8					400.78
1711					410.56
1711.2					400.78
1711.4					391.01
1711.6					400.78
1711.8					400.78
1712					400.78
1712.2					391.01
1712.4					400.78
1712.6					400.78
1712.8					410.56
1713					410.56
1713.2					400.78
1713.4					400.78
1713.6					391.01
1713.8					381.23
1714					400.78
1714.2					381.23
1714.4					391.01
1714.6					391.01
1714.8					400.78
1715					410.56
1715.2					400.78
1715.4					400.78
1715.6					400.78
1715.8					400.78
1716					391.01
1716.2					391.01
1716.4					391.01
1716.6					400.78
1716.8					400.78
1717					400.78
1717.2					400.78
1717.4					400.78
1717.6					381.23
1717.8					391.01
1718					381.23
1718.2					391.01
1718.4					391.01
1718.6					400.78
1718.8					400.78
1719					420.33
1719.2					410.56
1719.4					400.78
1719.6					400.78
1719.8					391.01
1720					400.78
1720.2					391.01
1720.4					400.78
1720.6					410.56
1720.8					410.56
1721					400.78
1721.2					410.56
1721.4					400.78
1721.6					391.01
1721.8					391.01
1722					381.23
1722.2					371.46
1722.4					381.23
1722.6					391.01
1722.8					400.78
1723					400.78
1723.2					391.01
1723.4					400.78
1723.6					400.78
1723.8					391.01
1724					410.56
1724.2					391.01
1724.4					400.78
1724.6					381.23
1724.8					400.78
1725					400.78
1725.2					400.78
1725.4					391.01
1725.6					391.01
1725.8					391.01
1726					371.46
1726.2					381.23
1726.4					381.23
1726.6					400.78
1726.8					400.78
1727					381.23
1727.2					400.78
1727.4					400.78
1727.6					400.78
1727.8					391.01
1728					391.01
1728.2					400.78
1728.4					391.01
1728.6					410.56
1728.8					400.78
1729					410.56
1729.2					391.01
1729.4					391.01
1729.6					391.01
1729.8					391.01
1730					400.78
1730.2					410.56
1730.4					391.01
1730.6					410.56
1730.8					400.78
1731					381.23
1731.2					400.78
1731.4					391.01
1731.6					391.01
1731.8					400.78
1732					410.56
1732.2					410.56
1732.4					400.78
1732.6					391.01
1732.8					391.01
1733					400.78
1733.2					391.01
1733.4					400.78
1733.6					420.33
1733.8					400.78
1734					410.56
1734.2					410.56
1734.4					391.01
1734.6					391.01
1734.8					391.01
1735					381.23
1735.2					381.23
1735.4					400.78
1735.6					381.23
1735.8					400.78
1736					400.78
1736.2					391.01
1736.4					381.23
1736.6					381.23
1736.8					381.23
1737					391.01
1737.2					371.46
1737.4					371.46
1737.6					391.01
1737.8					371.46
1738					381.23
1738.2					381.23
1738.4					400.78
1738.6					381.23
1738.8					371.46
1739					391.01
1739.2					400.78
1739.4					400.78
1739.6					391.01
1739.8					391.01
1740					371.46
1740.2					371.46
1740.4					381.23
1740.6					381.23
1740.8					391.01
1741					371.46
1741.2					391.01
1741.4					391.01
1741.6					381.23
1741.8					391.01
1742					391.01
1742.2					400.78
1742.4					400.78
1742.6					400.78
1742.8					391.01
1743					410.56
1743.2					400.78
1743.4					381.23
1743.6					381.23
1743.8					381.23
1744					371.46
1744.2					371.46
1744.4					381.23
1744.6					391.01
1744.8					381.23
1745					400.78
1745.2					400.78
1745.4					381.23
1745.6					381.23
1745.8					361.68
1746					400.78
1746.2					391.01
1746.4					391.01
1746.6					381.23
1746.8					410.56
1747					391.01
1747.2					391.01
1747.4					371.46
1747.6					391.01
1747.8					391.01
1748					400.78
1748.2					400.78
1748.4					410.56
1748.6					391.01
1748.8					400.78
1749					381.23
1749.2					361.68
1749.4					361.68
1749.6					371.46
1749.8					391.01
1750					400.78
1750.2					410.56
1750.4					381.23
1750.6					381.23
1750.8					391.01
1751					361.68
1751.2					361.68
1751.4					371.46
1751.6					381.23
1751.8					381.23
1752					391.01
1752.2					381.23
1752.4					381.23
1752.6					381.23
1752.8					381.23
1753					400.78
1753.2					391.01
1753.4					400.78
1753.6					400.78
1753.8					391.01
1754					400.78
1754.2					400.78
1754.4					391.01
1754.6					381.23
1754.8					400.78
1755					381.23
1755.2					391.01
1755.4					400.78
1755.6					400.78
1755.8					400.78
1756					391.01
1756.2					391.01
1756.4					371.46
1756.6					371.46
1756.8					391.01
1757					371.46
1757.2					400.78
1757.4					400.78
1757.6					400.78
1757.8					391.01
1758					391.01
1758.2					381.23
1758.4					391.01
1758.6					391.01
1758.8					371.46
1759					381.23
1759.2					391.01
1759.4					391.01
1759.6					400.78
1759.8					400.78
1760					391.01
1760.2					391.01
1760.4					391.01
1760.6					371.46
1760.8					381.23
1761					400.78
1761.2					410.56
1761.4					391.01
1761.6					400.78
1761.8					391.01
1762					391.01
1762.2					391.01
1762.4					371.46
1762.6					371.46
1762.8					381.23
1763					371.46
1763.2					391.01
1763.4					400.78
1763.6					391.01
1763.8					391.01
1764					391.01
1764.2					381.23
1764.4					381.23
1764.6					391.01
1764.8					381.23
1765					400.78
1765.2					381.23
1765.4					391.01
1765.6					391.01
1765.8					391.01
1766					381.23
1766.2					381.23
1766.4					400.78
1766.6					381.23
1766.8					391.01
1767					391.01
1767.2					381.23
1767.4					381.23
1767.6					371.46
1767.8					371.46
1768					391.01
1768.2					391.01
1768.4					391.01
1768.6					420.33
1768.8					400.78
1769					391.01
1769.2					391.01
1769.4					391.01
1769.6					381.23
1769.8					400.78
1770					381.23
1770.2					391.01
1770.4					400.78
1770.6					400.78
1770.8					400.78
1771					391.01
1771.2					381.23
1771.4					381.23
1771.6					391.01
1771.8					391.01
1772					391.01
1772.2					410.56
1772.4					391.01
1772.6					391.01
1772.8					381.23
1773					400.78
1773.2					391.01
1773.4					391.01
1773.6					391.01
1773.8					381.23
1774					371.46
1774.2					400.78
1774.4					400.78
1774.6					400.78
1774.8					391.01
1775					391.01
1775.2					391.01
1775.4					371.46
1775.6					400.78
1775.8					381.23
1776					381.23
1776.2					391.01
1776.4					381.23
1776.6					400.78
1776.8					391.01
1777					410.56
1777.2					410.56
1777.4					410.56
1777.6					391.01
1777.8					381.23
1778					391.01
1778.2					381.23
1778.4					391.01
1778.6					410.56
1778.8					400.78
1779					410.56
1779.2					410.56
1779.4					400.78
