Time (sec),Feed (mm/min),Draw (m/min),Output Dia,Predicted Dia
1520.4,1.99,8.97,351.91,283.87
1520.6,2,8.97,332.36,284.54
1520.8,1.99,8.97,332.36,283.87
1521,2,8.97,342.13,284.54
1521.2,2,8.97,332.36,284.54
1521.4,2,8.97,332.36,284.54
1521.6,2,8.97,342.13,284.54
1521.8,1.99,8.97,342.13,283.87
1522,1.99,8.97,322.58,283.87
1522.2,2,8.97,332.36,284.54
1522.4,2,8.97,332.36,284.54
1522.6,1.99,8.97,351.91,283.87
1522.8,1.99,8.97,332.36,283.87
1523,1.99,8.97,342.13,283.87
1523.2,2,8.97,322.58,284.54
1523.4,2,8.97,342.13,284.54
1523.6,2,8.97,332.36,284.54
1523.8,2,8.97,332.36,284.54
1524,1.99,8.87,332.36,285.6
1524.2,2,8.87,332.36,286.27
1524.4,1.99,8.87,342.13,285.6
1524.6,2,8.87,342.13,286.27
1524.8,1.99,8.87,332.36,285.6
1525,1.99,8.87,322.58,285.6
1525.2,2,8.87,332.36,286.27
1525.4,2,8.87,332.36,286.27
1525.6,2,8.87,332.36,286.27
1525.8,2,8.87,332.36,286.27
1526,2,8.87,332.36,286.27
1526.2,2,8.87,342.13,286.27
1526.4,1.99,8.87,351.91,285.6
1526.6,1.98,8.87,342.13,284.93
1526.8,2,8.87,342.13,286.27
1527,2,8.87,342.13,286.27
1527.2,2,8.87,342.13,286.27
1527.4,2,8.87,332.36,286.27
1527.6,1.99,8.87,342.13,285.6
1527.8,1.99,8.87,351.91,285.6
1528,2,8.87,361.68,286.27
1528.2,2,8.87,342.13,286.27
1528.4,2,8.87,332.36,286.27
1528.6,1.99,8.87,332.36,285.6
1528.8,2,8.87,312.81,286.27
1529,2,8.87,312.81,286.27
1529.2,1.99,8.87,332.36,285.6
1529.4,2,8.87,322.58,286.27
1529.6,1.99,8.87,332.36,285.6
1529.8,2,8.87,332.36,286.27
1530,1.99,8.87,351.91,285.6
1530.2,2,8.87,342.13,286.27
1530.4,2,8.87,332.36,286.27
1530.6,2,8.87,342.13,286.27
1530.8,2,8.87,332.36,286.27
1531,2,8.87,361.68,286.27
1531.2,1.99,8.76,342.13,287.36
1531.4,1.99,8.76,342.13,287.36
1531.6,1.99,8.76,342.13,287.36
1531.8,1.99,8.76,351.91,287.36
1532,1.99,8.76,342.13,287.36
1532.2,2,8.76,332.36,288.03
1532.4,2,8.76,342.13,288.03
1532.6,1.99,8.76,322.58,287.36
1532.8,2,8.76,322.58,288.03
1533,1.99,8.76,332.36,287.36
1533.2,1.99,8.76,332.36,287.36
1533.4,2,8.76,342.13,288.03
1533.6,2,8.76,332.36,288.03
1533.8,1.98,8.76,332.36,286.68
1534,1.99,8.76,342.13,287.36
1534.2,2,8.76,342.13,288.03
1534.4,2,8.76,332.36,288.03
1534.6,2,8.76,332.36,288.03
1534.8,2,8.76,322.58,288.03
1535,2,8.76,332.36,288.03
1535.2,2,8.76,332.36,288.03
1535.4,2,8.76,351.91,288.03
1535.6,2,8.76,351.91,288.03
1535.8,1.99,8.76,342.13,287.36
1536,2,8.76,351.91,288.03
1536.2,1.99,8.76,332.36,287.36
1536.4,2,8.76,342.13,288.03
1536.6,2,8.76,332.36,288.03
1536.8,2,8.76,342.13,288.03
1537,2,8.76,332.36,288.03
1537.2,1.99,8.76,342.13,287.36
1537.4,2,8.76,342.13,288.03
1537.6,1.99,8.76,342.13,287.36
1537.8,1.99,8.76,351.91,287.36
1538,2,8.76,332.36,288.03
1538.2,2,8.76,332.36,288.03
1538.4,2,8.76,322.58,288.03
1538.6,2,8.76,342.13,288.03
1538.8,2,8.65,332.36,289.82
1539,1.99,8.65,332.36,289.15
1539.2,1.99,8.65,342.13,289.15
1539.4,1.99,8.65,351.91,289.15
1539.6,1.99,8.65,332.36,289.15
1539.8,2,8.65,342.13,289.82
1540,2,8.65,322.58,289.82
1540.2,2,8.65,312.81,289.82
1540.4,2,8.65,322.58,289.82
1540.6,1.99,8.65,342.13,289.15
1540.8,1.99,8.65,342.13,289.15
1541,2,8.65,342.13,289.82
1541.2,2,8.65,342.13,289.82
1541.4,2,8.65,332.36,289.82
1541.6,2,8.65,332.36,289.82
1541.8,2,8.65,322.58,289.82
1542,1.99,8.65,322.58,289.15
1542.2,1.99,8.65,351.91,289.15
1542.4,1.99,8.65,342.13,289.15
1542.6,1.99,8.65,351.91,289.15
1542.8,2,8.65,332.36,289.82
1543,2,8.65,332.36,289.82
1543.2,2,8.65,351.91,289.82
1543.4,2,8.65,332.36,289.82
1543.6,2,8.65,332.36,289.82
1543.8,2,8.65,342.13,289.82
1544,1.99,8.65,351.91,289.15
1544.2,1.99,8.65,361.68,289.15
1544.4,1.99,8.65,332.36,289.15
1544.6,2,8.65,342.13,289.82
1544.8,2,8.65,332.36,289.82
1545,2,8.65,342.13,289.82
1545.2,2,8.65,322.58,289.82
1545.4,2,8.65,332.36,289.82
1545.6,1.99,8.65,342.13,289.15
1545.8,1.99,8.65,342.13,289.15
1546,2,8.65,342.13,289.82
1546.2,2.01,8.54,332.36,292.33
1546.4,2,8.54,351.91,291.65
1546.6,2,8.54,332.36,291.65
1546.8,2,8.54,322.58,291.65
1547,2,8.54,342.13,291.65
1547.2,1.99,8.54,332.36,290.97
1547.4,2,8.54,332.36,291.65
1547.6,2,8.54,342.13,291.65
1547.8,1.99,8.54,342.13,290.97
1548,2,8.54,332.36,291.65
1548.2,2,8.54,332.36,291.65
1548.4,2,8.54,322.58,291.65
1548.6,1.99,8.54,342.13,290.97
1548.8,2,8.54,351.91,291.65
1549,1.99,8.54,342.13,290.97
1549.2,1.99,8.54,351.91,290.97
1549.4,1.99,8.54,351.91,290.97
1549.6,1.99,8.54,361.68,290.97
1549.8,2,8.54,361.68,291.65
1550,2,8.54,342.13,291.65
1550.2,2,8.54,351.91,291.65
1550.4,2.01,8.54,361.68,292.33
1550.6,2,8.54,351.91,291.65
1550.8,1.99,8.54,332.36,290.97
1551,2,8.54,332.36,291.65
1551.2,1.99,8.54,342.13,290.97
1551.4,2,8.54,351.91,291.65
1551.6,1.99,8.54,342.13,290.97
1551.8,2,8.54,342.13,291.65
1552,2,8.54,342.13,291.65
1552.2,2,8.54,342.13,291.65
1552.4,2,8.54,351.91,291.65
1552.6,2,8.54,361.68,291.65
1552.8,1.99,8.54,361.68,290.97
1553,1.99,8.54,351.91,290.97
1553.2,1.99,8.54,361.68,290.97
1553.4,2,8.54,371.46,291.65
1553.6,2,8.54,361.68,291.65
1553.8,2,8.54,361.68,291.65
1554,2.01,8.54,381.23,292.33
1554.2,2,8.54,342.13,291.65
1554.4,2,8.54,351.91,291.65
1554.6,1.99,8.54,342.13,290.97
1554.8,1.99,8.43,351.91,292.83
1555,2,8.43,342.13,293.51
1555.2,2,8.43,361.68,293.51
1555.4,1.99,8.43,342.13,292.83
1555.6,2,8.43,342.13,293.51
1555.8,2,8.43,342.13,293.51
1556,2,8.43,351.91,293.51
1556.2,1.99,8.43,351.91,292.83
1556.4,1.99,8.43,361.68,292.83
1556.6,1.99,8.43,351.91,292.83
1556.8,2,8.43,351.91,293.51
1557,2,8.43,342.13,293.51
1557.2,2,8.43,351.91,293.51
1557.4,2,8.43,351.91,293.51
1557.6,2,8.43,342.13,293.51
1557.8,2,8.43,342.13,293.51
1558,2,8.43,342.13,293.51
1558.2,2,8.43,351.91,293.51
1558.4,1.99,8.43,361.68,292.83
1558.6,2,8.43,361.68,293.51
1558.8,2,8.43,361.68,293.51
1559,2,8.43,351.91,293.51
1559.2,2,8.43,342.13,293.51
1559.4,2,8.43,351.91,293.51
1559.6,1.99,8.43,351.91,292.83
1559.8,2,8.43,351.91,293.51
1560,1.99,8.43,351.91,292.83
1560.2,1.99,8.43,361.68,292.83
1560.4,2,8.43,361.68,293.51
1560.6,2,8.43,351.91,293.51
1560.8,2,8.43,342.13,293.51
1561,2,8.43,361.68,293.51
1561.2,2,8.43,351.91,293.51
1561.4,2,8.43,351.91,293.51
1561.6,1.99,8.43,371.46,292.83
1561.8,2,8.43,371.46,293.51
1562,1.99,8.43,371.46,292.83
1562.2,1.99,8.43,361.68,292.83
1562.4,2,8.43,371.46,293.51
1562.6,2,8.43,361.68,293.51
1562.8,2,8.43,361.68,293.51
1563,2,8.43,342.13,293.51
1563.2,1.99,8.43,361.68,292.83
1563.4,2,8.43,361.68,293.51
1563.6,2,8.43,371.46,293.51
1563.8,2,8.43,351.91,293.51
1564,2,8.43,361.68,293.51
1564.2,2,8.43,342.13,293.51
1564.4,2,8.43,351.91,293.51
1564.6,2,8.43,342.13,293.51
1564.8,1.99,8.43,361.68,292.83
1565,2,8.43,361.68,293.51
1565.2,2,8.43,342.13,293.51
1565.4,2,8.43,351.91,293.51
1565.6,2,8.43,351.91,293.51
1565.8,2,8.43,332.36,293.51
1566,2,8.43,322.58,293.51
1566.2,2,8.43,332.36,293.51
1566.4,2,8.43,351.91,293.51
1566.6,1.99,8.32,342.13,294.73
1566.8,2,8.32,361.68,295.41
1567,1.99,8.32,361.68,294.73
1567.2,2,8.32,351.91,295.41
1567.4,2,8.32,342.13,295.41
1567.6,2,8.32,351.91,295.41
1567.8,2,8.32,342.13,295.41
1568,2,8.32,351.91,295.41
1568.2,2,8.32,361.68,295.41
1568.4,1.99,8.32,361.68,294.73
1568.6,1.99,8.32,342.13,294.73
1568.8,2,8.32,351.91,295.41
1569,2,8.32,342.13,295.41
1569.2,2,8.32,351.91,295.41
1569.4,2,8.32,322.58,295.41
1569.6,2,8.32,332.36,295.41
1569.8,1.99,8.32,332.36,294.73
1570,2,8.32,361.68,295.41
1570.2,1.99,8.32,361.68,294.73
1570.4,2,8.32,361.68,295.41
1570.6,1.99,8.32,351.91,294.73
1570.8,2,8.32,351.91,295.41
1571,2,8.32,351.91,295.41
1571.2,2,8.32,342.13,295.41
1571.4,2,8.32,332.36,295.41
1571.6,2,8.32,342.13,295.41
1571.8,2,8.32,351.91,295.41
1572,2,8.32,361.68,295.41
1572.2,2.01,8.32,361.68,296.1
1572.4,2,8.32,351.91,295.41
1572.6,2,8.32,342.13,295.41
1572.8,2,8.32,361.68,295.41
1573,1.99,8.32,361.68,294.73
1573.2,1.99,8.32,351.91,294.73
1573.4,1.99,8.32,351.91,294.73
1573.6,2,8.32,361.68,295.41
1573.8,2,8.32,351.91,295.41
1574,2,8.32,351.91,295.41
1574.2,2,8.32,342.13,295.41
1574.4,2,8.32,322.58,295.41
1574.6,2,8.32,332.36,295.41
1574.8,2,8.32,342.13,295.41
1575,1.99,8.32,351.91,294.73
1575.2,2,8.32,351.91,295.41
1575.4,2,8.32,361.68,295.41
1575.6,2,8.32,351.91,295.41
1575.8,1.99,8.32,351.91,294.73
1576,1.99,8.32,381.23,294.73
1576.2,2,8.32,351.91,295.41
1576.4,2,8.32,351.91,295.41
1576.6,1.99,8.32,342.13,294.73
1576.8,1.99,8.32,361.68,294.73
1577,1.99,8.32,351.91,294.73
1577.2,1.99,8.32,342.13,294.73
1577.4,1.99,8.22,371.46,296.66
1577.6,2,8.22,361.68,297.35
1577.8,1.99,8.22,361.68,296.66
1578,1.99,8.22,371.46,296.66
1578.2,2,8.22,361.68,297.35
1578.4,2,8.22,351.91,297.35
1578.6,2,8.22,351.91,297.35
1578.8,2,8.22,351.91,297.35
1579,1.99,8.22,361.68,296.66
1579.2,1.99,8.22,342.13,296.66
1579.4,2,8.22,351.91,297.35
1579.6,2,8.22,351.91,297.35
1579.8,2,8.22,361.68,297.35
1580,1.99,8.22,351.91,296.66
1580.2,2,8.22,361.68,297.35
1580.4,2.01,8.22,371.46,298.04
1580.6,2,8.22,342.13,297.35
1580.8,2,8.22,371.46,297.35
1581,2,8.22,342.13,297.35
1581.2,2,8.22,361.68,297.35
1581.4,1.99,8.22,361.68,296.66
1581.6,1.99,8.22,371.46,296.66
1581.8,1.99,8.22,351.91,296.66
1582,2,8.22,361.68,297.35
1582.2,2,8.22,361.68,297.35
1582.4,2,8.22,361.68,297.35
1582.6,2,8.22,351.91,297.35
1582.8,2,8.22,351.91,297.35
1583,2,8.22,342.13,297.35
1583.2,2,8.22,351.91,297.35
1583.4,2,8.22,351.91,297.35
1583.6,1.99,8.22,371.46,296.66
1583.8,2,8.22,361.68,297.35
1584,1.99,8.22,381.23,296.66
1584.2,2,8.22,361.68,297.35
1584.4,2,8.22,361.68,297.35
1584.6,2,8.22,361.68,297.35
1584.8,2,8.22,351.91,297.35
1585,2,8.22,361.68,297.35
1585.2,2.01,8.22,342.13,298.04
1585.4,2,8.22,361.68,297.35
1585.6,2,8.22,342.13,297.35
1585.8,1.99,8.22,351.91,296.66
1586,1.99,8.22,361.68,296.66
1586.2,1.99,8.22,361.68,296.66
1586.4,2,8.22,371.46,297.35
1586.6,2,8.22,351.91,297.35
1586.8,1.99,8.22,361.68,296.66
1587,1.99,8.22,361.68,296.66
1587.2,2,8.22,361.68,297.35
1587.4,2,8.22,361.68,297.35
1587.6,2,8.22,351.91,297.35
1587.8,2,8.22,371.46,297.35
1588,2,8.22,371.46,297.35
1588.2,2,8.22,361.68,297.35
1588.4,2,8.22,371.46,297.35
1588.6,1.99,8.22,381.23,296.66
1588.8,2,8.22,371.46,297.35
1589,2,8.22,371.46,297.35
1589.2,2,8.22,371.46,297.35
1589.4,1.99,8.22,371.46,296.66
1589.6,2,8.22,351.91,297.35
1589.8,2,8.22,342.13,297.35
1590,2,8.22,361.68,297.35
1590.2,1.99,8.22,371.46,296.66
1590.4,1.99,8.22,361.68,296.66
1590.6,1.99,8.22,361.68,296.66
1590.8,1.99,8.22,342.13,296.66
1591,2,8.22,361.68,297.35
1591.2,2,8.22,361.68,297.35
1591.4,1.99,8.11,371.46,298.63
1591.6,2,8.11,371.46,299.33
1591.8,2,8.11,342.13,299.33
1592,2.01,8.11,351.91,300.02
1592.2,2,8.11,351.91,299.33
1592.4,1.99,8.11,351.91,298.63
1592.6,1.99,8.11,361.68,298.63
1592.8,1.99,8.11,371.46,298.63
1593,2,8.11,361.68,299.33
1593.2,1.99,8.11,371.46,298.63
1593.4,1.99,8.11,371.46,298.63
1593.6,1.99,8.11,371.46,298.63
1593.8,1.99,8.11,361.68,298.63
1594,2,8.11,371.46,299.33
1594.2,2,8.11,391.01,299.33
1594.4,2,8.11,371.46,299.33
1594.6,2,8.11,361.68,299.33
1594.8,2,8.11,361.68,299.33
1595,2,8.11,351.91,299.33
1595.2,1.99,8.11,381.23,298.63
1595.4,2,8.11,371.46,299.33
1595.6,1.98,8.11,371.46,297.93
1595.8,1.99,8.11,371.46,298.63
1596,1.99,8.11,381.23,298.63
1596.2,1.99,8.11,381.23,298.63
1596.4,1.99,8.11,371.46,298.63
1596.6,1.99,8.11,371.46,298.63
1596.8,2,8.11,361.68,299.33
1597,1.99,8.11,361.68,298.63
1597.2,2,8.11,361.68,299.33
1597.4,2,8.11,351.91,299.33
1597.6,2,8.11,351.91,299.33
1597.8,2,8.11,351.91,299.33
1598,2,8.11,361.68,299.33
1598.2,2,8.11,371.46,299.33
1598.4,1.99,8.11,371.46,298.63
1598.6,2,8.11,361.68,299.33
1598.8,1.99,8.11,371.46,298.63
1599,2,8.11,371.46,299.33
1599.2,2,8.11,381.23,299.33
1599.4,2,8.11,361.68,299.33
1599.6,2,8.11,361.68,299.33
1599.8,2,8.11,371.46,299.33
1600,2,8.11,371.46,299.33
1600.2,2,8.11,361.68,299.33
1600.4,2,8.11,361.68,299.33
1600.6,1.99,8.11,371.46,298.63
1600.8,1.99,8.11,371.46,298.63
1601,2,8.11,391.01,299.33
1601.2,2,8.11,381.23,299.33
1601.4,1.99,8.11,371.46,298.63
1601.6,1.99,8.11,381.23,298.63
1601.8,2,8.11,361.68,299.33
1602,2,8.11,361.68,299.33
1602.2,2,8.11,361.68,299.33
1602.4,2,8.11,361.68,299.33
1602.6,2,8.11,371.46,299.33
1602.8,2,8.11,351.91,299.33
1603,2,8.11,332.36,299.33
1603.2,2,8.11,361.68,299.33
1603.4,2,8.11,371.46,299.33
1603.6,1.99,8.11,361.68,298.63
1603.8,1.99,8.11,361.68,298.63
1604,2,8.11,351.91,299.33
1604.2,1.99,8.11,371.46,298.63
1604.4,1.99,8.11,371.46,298.63
1604.6,2,8.11,371.46,299.33
1604.8,2,8.11,381.23,299.33
1605,2,8.11,361.68,299.33
1605.2,2,8.11,371.46,299.33
1605.4,2,8.11,381.23,299.33
1605.6,2,8.11,381.23,299.33
1605.8,1.99,8.11,381.23,298.63
1606,2,8.11,361.68,299.33
1606.2,1.99,8.11,381.23,298.63
1606.4,1.99,8.11,381.23,298.63
1606.6,1.99,8.11,361.68,298.63
1606.8,1.99,8.11,371.46,298.63
1607,1.99,8.11,371.46,298.63
1607.2,1.99,8.11,381.23,298.63
1607.4,1.99,8.11,371.46,298.63
1607.6,2,8.11,361.68,299.33
1607.8,2,8.11,381.23,299.33
1608,1.99,8.11,371.46,298.63
1608.2,2,8.11,351.91,299.33
1608.4,2,8.11,361.68,299.33
1608.6,2,8.11,361.68,299.33
1608.8,1.99,8.11,371.46,298.63
1609,2,8.11,361.68,299.33
1609.2,2,8.11,371.46,299.33
1609.4,1.99,8.11,381.23,298.63
1609.6,1.99,8.11,381.23,298.63
1609.8,2,8.11,381.23,299.33
1610,2,8.11,371.46,299.33
1610.2,2,8.11,381.23,299.33
1610.4,2.01,8.11,361.68,300.02
1610.6,2,8.11,371.46,299.33
1610.8,2,8.11,361.68,299.33
1611,2,8.11,381.23,299.33
1611.2,2,8.11,391.01,299.33
1611.4,1.99,8.11,381.23,298.63
1611.6,1.99,8.11,351.91,298.63
1611.8,1.99,8.11,381.23,298.63
1612,2.01,8.11,371.46,300.02
1612.2,2,8.11,371.46,299.33
1612.4,1.99,8.11,371.46,298.63
1612.6,2,8.11,381.23,299.33
1612.8,2,8.11,361.68,299.33
1613,1.99,8.11,371.46,298.63
1613.2,1.99,8.11,371.46,298.63
1613.4,1.99,8.11,361.68,298.63
1613.6,2,8.11,371.46,299.33
1613.8,2,8.11,361.68,299.33
1614,2,8.11,371.46,299.33
1614.2,2,8.11,381.23,299.33
1614.4,1.99,8.11,381.23,298.63
1614.6,1.99,8.11,381.23,298.63
1614.8,1.99,8.11,381.23,298.63
1615,2,8.11,381.23,299.33
1615.2,2,8.11,381.23,299.33
1615.4,2,8.11,381.23,299.33
1615.6,2,8.11,371.46,299.33
1615.8,2,8.11,371.46,299.33
1616,2,8.11,391.01,299.33
1616.2,2,8.11,391.01,299.33
1616.4,2,8.11,371.46,299.33
1616.6,1.99,8.11,371.46,298.63
1616.8,1.99,8.11,381.23,298.63
1617,2,8.11,371.46,299.33
1617.2,1.99,8.11,361.68,298.63
1617.4,1.99,8,371.46,300.64
1617.6,1.99,8,371.46,300.64
1617.8,1.99,8,351.91,300.64
1618,2,8,361.68,301.34
1618.2,2,8,371.46,301.34
1618.4,1.99,8,381.23,300.64
1618.6,1.99,8,391.01,300.64
1618.8,2,8,371.46,301.34
1619,1.99,8,391.01,300.64
1619.2,1.99,8,371.46,300.64
1619.4,1.99,8,371.46,300.64
1619.6,2,8,381.23,301.34
1619.8,2,8,371.46,301.34
1620,2,8,381.23,301.34
1620.2,2,8,371.46,301.34
1620.4,1.99,8,391.01,300.64
1620.6,1.99,8,361.68,300.64
1620.8,2,8,391.01,301.34
1621,1.99,8,381.23,300.64
1621.2,1.99,8,381.23,300.64
1621.4,1.99,8,391.01,300.64
1621.6,2,8,391.01,301.34
1621.8,2,8,371.46,301.34
1622,2,8,391.01,301.34
1622.2,2,8,371.46,301.34
1622.4,2,8,391.01,301.34
1622.6,2,8,391.01,301.34
1622.8,2,8,391.01,301.34
1623,1.99,8,391.01,300.64
1623.2,1.99,8,400.78,300.64
1623.4,1.99,8,391.01,300.64
1623.6,2.01,8,400.78,302.04
1623.8,2,8,391.01,301.34
1624,2,8,381.23,301.34
1624.2,2,8,371.46,301.34
1624.4,2,8,381.23,301.34
1624.6,2,8,391.01,301.34
1624.8,2,8,391.01,301.34
1625,2,8,381.23,301.34
1625.2,1.99,8,400.78,300.64
1625.4,1.99,8,391.01,300.64
1625.6,1.99,8,381.23,300.64
1625.8,2,8,391.01,301.34
1626,2,8,391.01,301.34
1626.2,2,8,381.23,301.34
1626.4,2,8,371.46,301.34
1626.6,2,8,391.01,301.34
1626.8,2,8,381.23,301.34
1627,1.99,8,400.78,300.64
1627.2,1.99,8,400.78,300.64
1627.4,2.01,8,391.01,302.04
1627.6,1.99,8,400.78,300.64
1627.8,1.99,8,400.78,300.64
1628,2,8,381.23,301.34
1628.2,2,8,391.01,301.34
1628.4,1.99,8,391.01,300.64
1628.6,1.99,8,391.01,300.64
1628.8,1.99,8,381.23,300.64
1629,1.99,8,391.01,300.64
1629.2,1.99,8,400.78,300.64
1629.4,2,8.11,391.01,299.33
1629.6,2,8.11,400.78,299.33
1629.8,2,8.11,400.78,299.33
1630,2,8.11,400.78,299.33
1630.2,1.99,8.11,381.23,298.63
1630.4,2,8.11,361.68,299.33
1630.6,2,8.11,391.01,299.33
1630.8,2,8.11,400.78,299.33
1631,1.99,8.11,410.56,298.63
1631.2,1.99,8.11,400.78,298.63
1631.4,1.99,8.11,400.78,298.63
1631.6,1.99,8.11,410.56,298.63
1631.8,1.99,8.11,410.56,298.63
1632,2,8.11,400.78,299.33
1632.2,2.01,8.11,400.78,300.02
1632.4,2,8.11,410.56,299.33
1632.6,2,8.11,400.78,299.33
1632.8,2,8.11,381.23,299.33
1633,2,8.11,391.01,299.33
1633.2,1.99,8.11,371.46,298.63
1633.4,1.99,8.11,400.78,298.63
1633.6,1.99,8.11,381.23,298.63
1633.8,1.99,8.11,381.23,298.63
1634,1.99,8.11,381.23,298.63
1634.2,1.99,8.11,381.23,298.63
1634.4,1.99,8.11,381.23,298.63
1634.6,2,8.11,371.46,299.33
1634.8,2,8.11,381.23,299.33
1635,2,8.11,381.23,299.33
1635.2,2,8.11,371.46,299.33
1635.4,2,8.11,371.46,299.33
1635.6,2,8.11,381.23,299.33
1635.8,2,8.11,381.23,299.33
1636,2,8.11,381.23,299.33
1636.2,2,8.11,381.23,299.33
1636.4,2,8.11,391.01,299.33
1636.6,2,8.11,381.23,299.33
1636.8,2,8.11,381.23,299.33
1637,2,8.11,381.23,299.33
1637.2,2,8.11,381.23,299.33
1637.4,2,8.11,381.23,299.33
1637.6,1.99,8.11,391.01,298.63
1637.8,2,8.11,391.01,299.33
1638,1.99,8.11,381.23,298.63
1638.2,2,8.11,381.23,299.33
1638.4,2,8.11,400.78,299.33
1638.6,1.99,8.11,410.56,298.63
1638.8,1.99,8.11,391.01,298.63
1639,2,8.11,400.78,299.33
1639.2,2,8.11,391.01,299.33
1639.4,2,8.11,391.01,299.33
1639.6,2,8.11,381.23,299.33
1639.8,2,8.11,381.23,299.33
1640,1.99,8.11,381.23,298.63
1640.2,2,8.11,391.01,299.33
1640.4,1.99,8.11,381.23,298.63
1640.6,1.99,8.11,381.23,298.63
1640.8,2,8.11,400.78,299.33
1641,2,8.11,400.78,299.33
1641.2,2,8.11,400.78,299.33
1641.4,1.99,8.11,381.23,298.63
1641.6,2,8.11,400.78,299.33
1641.8,2,8.11,391.01,299.33
1642,1.99,8.11,381.23,298.63
1642.2,1.99,8.11,381.23,298.63
1642.4,1.99,8.11,391.01,298.63
1642.6,2,8.11,400.78,299.33
1642.8,2,8.11,400.78,299.33
1643,1.99,8.11,381.23,298.63
1643.2,1.99,8.11,420.33,298.63
1643.4,2,8.11,400.78,299.33
1643.6,2,8.11,400.78,299.33
1643.8,2,8.11,391.01,299.33
1644,2,8.11,381.23,299.33
1644.2,2,8.11,391.01,299.33
1644.4,2,8.11,361.68,299.33
1644.6,2,8.11,391.01,299.33
1644.8,2,8.11,391.01,299.33
1645,2,8.11,391.01,299.33
1645.2,2,8.11,391.01,299.33
1645.4,1.99,8.11,400.78,298.63
1645.6,1.99,8.11,400.78,298.63
1645.8,2,8.11,410.56,299.33
1646,1.99,8.11,391.01,298.63
1646.2,1.99,8.11,391.01,298.63
1646.4,2,8.11,400.78,299.33
1646.6,2,8.11,381.23,299.33
1646.8,1.99,8.11,381.23,298.63
1647,2,8.11,371.46,299.33
1647.2,2,8.11,391.01,299.33
1647.4,1.99,8.11,391.01,298.63
1647.6,1.99,8.11,381.23,298.63
1647.8,1.99,8.11,391.01,298.63
1648,1.99,8.11,391.01,298.63
1648.2,2,8.11,400.78,299.33
1648.4,2,8.11,391.01,299.33
1648.6,2,8.11,391.01,299.33
1648.8,2,8.11,381.23,299.33
1649,2,8.11,371.46,299.33
1649.2,2.01,8.11,381.23,300.02
1649.4,2,8.11,400.78,299.33
1649.6,2,8.11,391.01,299.33
1649.8,2,8.11,400.78,299.33
1650,2,8.11,400.78,299.33
1650.2,2,8.11,400.78,299.33
1650.4,1.99,8.11,400.78,298.63
1650.6,1.99,8.11,400.78,298.63
1650.8,1.99,8.11,381.23,298.63
1651,2,8.11,391.01,299.33
1651.2,2.01,8.11,410.56,300.02
1651.4,2,8.11,381.23,299.33
1651.6,2.01,8.11,381.23,300.02
1651.8,2,8.11,381.23,299.33
1652,2,8.11,381.23,299.33
1652.2,2,8.11,381.23,299.33
1652.4,2,8.11,391.01,299.33
1652.6,2,8.11,381.23,299.33
1652.8,2,8.11,381.23,299.33
1653,1.99,8.11,391.01,298.63
1653.2,2,8.11,391.01,299.33
1653.4,1.99,8.11,391.01,298.63
1653.6,2,8.11,391.01,299.33
1653.8,2,8.11,381.23,299.33
1654,2,8.11,381.23,299.33
1654.2,2,8.11,391.01,299.33
1654.4,2.01,8.11,381.23,300.02
1654.6,2,8.11,391.01,299.33
1654.8,2,8.11,381.23,299.33
1655,2,8.11,391.01,299.33
1655.2,2,8.11,400.78,299.33
1655.4,2,8.11,400.78,299.33
1655.6,1.99,8.11,410.56,298.63
1655.8,1.99,8.11,391.01,298.63
1656,2,8.11,410.56,299.33
1656.2,2,8.11,391.01,299.33
1656.4,2,8.11,400.78,299.33
1656.6,2,8.11,391.01,299.33
1656.8,2,8.11,391.01,299.33
1657,2,8.11,381.23,299.33
1657.2,2,8.11,400.78,299.33
1657.4,2,8.11,391.01,299.33
1657.6,2,8.11,410.56,299.33
1657.8,1.99,8.11,410.56,298.63
1658,2,8.11,400.78,299.33
1658.2,1.99,8.11,400.78,298.63
1658.4,2.01,8.11,391.01,300.02
1658.6,1.99,8.11,400.78,298.63
1658.8,2,8.11,400.78,299.33
1659,2,8.11,400.78,299.33
1659.2,2,8.11,400.78,299.33
1659.4,2,8.11,391.01,299.33
1659.6,2,8.11,381.23,299.33
1659.8,2,8.11,391.01,299.33
1660,2,8.11,391.01,299.33
1660.2,2,8.11,410.56,299.33
1660.4,1.99,8.11,400.78,298.63
1660.6,1.99,8.11,410.56,298.63
1660.8,1.99,8.11,400.78,298.63
1661,2,8.11,410.56,299.33
1661.2,1.99,8.11,410.56,298.63
1661.4,2,8.11,391.01,299.33
1661.6,2,8.11,400.78,299.33
1661.8,2,8.11,391.01,299.33
1662,2,8.11,381.23,299.33
1662.2,1.99,8.11,400.78,298.63
1662.4,2,8.11,371.46,299.33
1662.6,2,8.11,381.23,299.33
1662.8,1.99,8.22,391.01,296.66
1663,1.99,8.22,391.01,296.66
1663.2,2,8.22,410.56,297.35
1663.4,1.99,8.22,391.01,296.66
1663.6,1.99,8.22,400.78,296.66
1663.8,1.99,8.22,400.78,296.66
1664,2,8.22,400.78,297.35
1664.2,2,8.22,391.01,297.35
1664.4,2,8.22,391.01,297.35
1664.6,2,8.22,391.01,297.35
1664.8,2,8.22,391.01,297.35
1665,2,8.22,381.23,297.35
1665.2,2,8.22,400.78,297.35
1665.4,1.99,8.22,400.78,296.66
1665.6,2,8.22,400.78,297.35
1665.8,2,8.22,410.56,297.35
