Time (sec),Feed (mm/min),Draw (m/min),Output Dia,Predicted Dia
1666,2,8.22,400.78,297.35
1666.2,2,8.22,400.78,297.35
1666.4,2,8.22,391.01,297.35
1666.6,1.99,8.22,391.01,296.66
1666.8,2,8.22,400.78,297.35
1667,2,8.22,410.56,297.35
1667.2,1.99,8.22,420.33,296.66
1667.4,1.99,8.22,420.33,296.66
1667.6,1.99,8.22,420.33,296.66
1667.8,1.99,8.22,410.56,296.66
1668,1.99,8.22,400.78,296.66
1668.2,2,8.22,400.78,297.35
1668.4,2,8.22,410.56,297.35
1668.6,2,8.22,420.33,297.35
1668.8,2,8.22,391.01,297.35
1669,2,8.22,400.78,297.35
1669.2,1.99,8.22,420.33,296.66
1669.4,1.99,8.22,410.56,296.66
1669.6,1.99,8.22,420.33,296.66
1669.8,2,8.22,420.33,297.35
1670,1.99,8.22,420.33,296.66
1670.2,1.99,8.22,410.56,296.66
1670.4,2,8.22,410.56,297.35
1670.6,2,8.22,400.78,297.35
1670.8,2,8.22,400.78,297.35
1671,2,8.22,400.78,297.35
1671.2,2,8.22,391.01,297.35
1671.4,1.99,8.22,381.23,296.66
1671.6,1.99,8.22,400.78,296.66
1671.8,1.99,8.22,400.78,296.66
1672,1.99,8.22,400.78,296.66
1672.2,1.98,8.22,391.01,295.96
1672.4,1.99,8.22,410.56,296.66
1672.6,2,8.22,400.78,297.35
1672.8,2,8.22,391.01,297.35
1673,2,8.22,391.01,297.35
1673.2,2,8.22,391.01,297.35
1673.4,2,8.22,391.01,297.35
1673.6,2,8.22,391.01,297.35
1673.8,2,8.22,381.23,297.35
1674,1.99,8.22,391.01,296.66
1674.2,1.99,8.22,400.78,296.66
1674.4,2,8.22,391.01,297.35
1674.6,2,8.22,400.78,297.35
1674.8,2,8.22,381.23,297.35
1675,2,8.22,371.46,297.35
1675.2,2,8.22,381.23,297.35
1675.4,2,8.22,391.01,297.35
1675.6,1.99,8.22,381.23,296.66
1675.8,1.99,8.22,400.78,296.66
1676,1.99,8.22,400.78,296.66
1676.2,1.99,8.22,400.78,296.66
1676.4,1.99,8.22,410.56,296.66
1676.6,2,8.22,410.56,297.35
1676.8,2,8.22,400.78,297.35
1677,2,8.22,391.01,297.35
1677.2,2,8.22,400.78,297.35
1677.4,2,8.22,381.23,297.35
1677.6,2,8.22,391.01,297.35
1677.8,1.99,8.22,391.01,296.66
1678,2,8.22,410.56,297.35
1678.2,1.99,8.22,410.56,296.66
1678.4,2,8.22,400.78,297.35
1678.6,2,8.22,400.78,297.35
1678.8,1.99,8.22,391.01,296.66
1679,2,8.22,400.78,297.35
1679.2,2,8.22,400.78,297.35
1679.4,2,8.22,381.23,297.35
1679.6,2,8.22,400.78,297.35
1679.8,2,8.22,400.78,297.35
1680,2,8.22,391.01,297.35
1680.2,1.99,8.22,410.56,296.66
1680.4,2,8.22,400.78,297.35
1680.6,1.99,8.22,410.56,296.66
1680.8,1.99,8.32,410.56,294.73
1681,1.99,8.32,410.56,294.73
1681.2,1.99,8.32,410.56,294.73
1681.4,2,8.32,371.46,295.41
1681.6,2,8.32,400.78,295.41
1681.8,2,8.32,400.78,295.41
1682,1.99,8.32,391.01,294.73
1682.2,2,8.32,391.01,295.41
1682.4,2,8.32,410.56,295.41
1682.6,1.99,8.32,400.78,294.73
1682.8,1.99,8.32,410.56,294.73
1683,2,8.32,420.33,295.41
1683.2,2,8.32,410.56,295.41
1683.4,2,8.32,400.78,295.41
1683.6,2,8.32,400.78,295.41
1683.8,2,8.32,400.78,295.41
1684,1.99,8.32,410.56,294.73
1684.2,1.99,8.32,410.56,294.73
1684.4,2,8.32,420.33,295.41
1684.6,1.99,8.32,410.56,294.73
1684.8,2,8.32,410.56,295.41
1685,2,8.32,400.78,295.41
1685.2,2,8.32,410.56,295.41
1685.4,2,8.32,400.78,295.41
1685.6,2,8.32,420.33,295.41
1685.8,2,8.32,410.56,295.41
1686,2,8.32,410.56,295.41
1686.2,1.99,8.32,430.11,294.73
1686.4,1.99,8.32,420.33,294.73
1686.6,2,8.32,420.33,295.41
1686.8,1.99,8.32,410.56,294.73
1687,2,8.32,400.78,295.41
1687.2,2,8.32,430.11,295.41
1687.4,2,8.32,410.56,295.41
1687.6,1.99,8.32,410.56,294.73
1687.8,1.99,8.32,400.78,294.73
1688,1.99,8.32,430.11,294.73
1688.2,2,8.32,400.78,295.41
1688.4,1.99,8.32,400.78,294.73
1688.6,2,8.32,400.78,295.41
1688.8,2,8.32,391.01,295.41
1689,2.01,8.32,391.01,296.1
1689.2,2,8.32,400.78,295.41
1689.4,1.99,8.32,410.56,294.73
1689.6,1.99,8.32,410.56,294.73
1689.8,2,8.32,400.78,295.41
1690,1.99,8.32,420.33,294.73
1690.2,1.99,8.32,410.56,294.73
1690.4,2,8.32,400.78,295.41
1690.6,2,8.32,400.78,295.41
1690.8,2,8.32,391.01,295.41
1691,1.99,8.32,400.78,294.73
1691.2,1.99,8.32,400.78,294.73
1691.4,1.99,8.32,410.56,294.73
1691.6,1.99,8.32,410.56,294.73
1691.8,1.99,8.32,391.01,294.73
1692,2,8.32,410.56,295.41
1692.2,2,8.32,400.78,295.41
1692.4,1.99,8.32,391.01,294.73
1692.6,2,8.32,400.78,295.41
1692.8,2,8.32,391.01,295.41
1693,1.99,8.32,391.01,294.73
1693.2,2,8.32,410.56,295.41
1693.4,2,8.32,410.56,295.41
1693.6,2,8.32,420.33,295.41
1693.8,1.99,8.32,410.56,294.73
1694,2,8.32,410.56,295.41
1694.2,2,8.32,400.78,295.41
1694.4,2,8.32,391.01,295.41
1694.6,2,8.43,391.01,293.51
1694.8,2,8.43,410.56,293.51
1695,2,8.43,400.78,293.51
1695.2,1.98,8.43,410.56,292.15
1695.4,1.99,8.43,420.33,292.83
1695.6,2,8.43,420.33,293.51
1695.8,2,8.43,420.33,293.51
1696,2,8.43,410.56,293.51
1696.2,2.01,8.43,420.33,294.2
1696.4,2,8.43,420.33,293.51
1696.6,2,8.43,420.33,293.51
1696.8,2,8.43,420.33,293.51
1697,1.99,8.43,420.33,292.83
1697.2,1.99,8.43,420.33,292.83
1697.4,2,8.43,420.33,293.51
1697.6,2,8.43,420.33,293.51
1697.8,2,8.43,420.33,293.51
1698,2,8.43,410.56,293.51
1698.2,2,8.43,420.33,293.51
1698.4,2,8.43,391.01,293.51
1698.6,2,8.43,400.78,293.51
1698.8,1.99,8.43,391.01,292.83
1699,1.99,8.43,410.56,292.83
1699.2,2,8.43,410.56,293.51
1699.4,1.99,8.43,410.56,292.83
1699.6,1.99,8.43,410.56,292.83
1699.8,2,8.43,410.56,293.51
1700,2,8.43,400.78,293.51
1700.2,2,8.43,400.78,293.51
1700.4,2,8.43,400.78,293.51
1700.6,2,8.43,410.56,293.51
1700.8,2,8.43,400.78,293.51
1701,2,8.43,430.11,293.51
1701.2,2,8.43,420.33,293.51
1701.4,1.99,8.43,420.33,292.83
1701.6,2,8.43,420.33,293.51
1701.8,2,8.43,400.78,293.51
1702,2.01,8.43,400.78,294.2
1702.2,2,8.43,410.56,293.51
1702.4,2,8.43,400.78,293.51
1702.6,2,8.43,410.56,293.51
1702.8,1.99,8.43,410.56,292.83
1703,1.99,8.43,420.33,292.83
1703.2,2,8.43,420.33,293.51
1703.4,2,8.43,420.33,293.51
1703.6,2,8.43,410.56,293.51
1703.8,2,8.43,420.33,293.51
1704,2,8.43,400.78,293.51
1704.2,2,8.43,420.33,293.51
1704.4,1.99,8.43,430.11,292.83
1704.6,1.99,8.43,430.11,292.83
1704.8,1.99,8.43,430.11,292.83
1705,2,8.43,420.33,293.51
1705.2,1.99,8.43,430.11,292.83
1705.4,1.99,8.43,430.11,292.83
1705.6,2,8.43,420.33,293.51
1705.8,2,8.54,420.33,291.65
1706,2,8.54,439.88,291.65
1706.2,1.99,8.54,430.11,290.97
1706.4,2,8.54,420.33,291.65
1706.6,1.98,8.54,420.33,290.29
1706.8,2,8.54,439.88,291.65
1707,2,8.54,430.11,291.65
1707.2,1.99,8.54,449.66,290.97
1707.4,2,8.54,430.11,291.65
1707.6,2,8.54,420.33,291.65
1707.8,2,8.54,410.56,291.65
1708,2,8.54,430.11,291.65
1708.2,1.99,8.54,420.33,290.97
1708.4,1.99,8.54,420.33,290.97
1708.6,2,8.54,420.33,291.65
1708.8,2,8.54,430.11,291.65
1709,2,8.54,430.11,291.65
1709.2,2,8.54,410.56,291.65
1709.4,2,8.54,410.56,291.65
1709.6,1.99,8.54,400.78,290.97
1709.8,1.99,8.54,410.56,290.97
1710,1.99,8.54,420.33,290.97
1710.2,1.99,8.54,410.56,290.97
1710.4,2,8.54,420.33,291.65
1710.6,1.99,8.54,400.78,290.97
1710.8,2,8.54,400.78,291.65
1711,2,8.54,400.78,291.65
1711.2,2,8.54,400.78,291.65
1711.4,2,8.54,391.01,291.65
1711.6,2,8.54,410.56,291.65
1711.8,2,8.54,400.78,291.65
1712,1.99,8.54,410.56,290.97
1712.2,2,8.54,420.33,291.65
1712.4,2,8.54,420.33,291.65
1712.6,2,8.54,410.56,291.65
1712.8,2,8.54,400.78,291.65
1713,2,8.54,400.78,291.65
1713.2,1.99,8.54,400.78,290.97
1713.4,1.99,8.54,410.56,290.97
1713.6,1.99,8.54,420.33,290.97
1713.8,2,8.54,400.78,291.65
1714,2.01,8.54,400.78,292.33
1714.2,2,8.54,400.78,291.65
1714.4,2,8.54,391.01,291.65
1714.6,2,8.54,391.01,291.65
1714.8,2,8.65,400.78,289.82
1715,1.99,8.65,391.01,289.15
1715.2,2.01,8.65,410.56,290.49
1715.4,1.99,8.65,400.78,289.15
1715.6,1.98,8.65,400.78,288.47
1715.8,2,8.65,391.01,289.82
1716,2,8.65,400.78,289.82
1716.2,2,8.65,420.33,289.82
1716.4,2,8.65,410.56,289.82
1716.6,1.99,8.65,400.78,289.15
1716.8,1.99,8.65,400.78,289.15
1717,2,8.65,430.11,289.82
1717.2,1.99,8.65,430.11,289.15
1717.4,2,8.65,410.56,289.82
1717.6,2.01,8.65,410.56,290.49
1717.8,2,8.65,420.33,289.82
1718,1.99,8.65,410.56,289.15
1718.2,2,8.65,410.56,289.82
1718.4,2,8.65,400.78,289.82
1718.6,2,8.65,391.01,289.82
1718.8,2,8.65,400.78,289.82
1719,1.99,8.65,430.11,289.15
1719.2,1.99,8.65,400.78,289.15
1719.4,1.99,8.65,410.56,289.15
1719.6,1.98,8.65,400.78,288.47
1719.8,2.01,8.65,400.78,290.49
1720,2,8.65,420.33,289.82
1720.2,2,8.65,400.78,289.82
1720.4,2,8.65,400.78,289.82
1720.6,1.99,8.65,410.56,289.15
1720.8,1.99,8.65,420.33,289.15
1721,1.99,8.65,420.33,289.15
1721.2,1.99,8.65,420.33,289.15
1721.4,1.99,8.65,410.56,289.15
1721.6,1.99,8.65,430.11,289.15
1721.8,2,8.65,420.33,289.82
1722,2,8.65,420.33,289.82
1722.2,2,8.65,400.78,289.82
1722.4,2,8.65,410.56,289.82
1722.6,2,8.65,400.78,289.82
1722.8,2,8.65,410.56,289.82
1723,2,8.65,420.33,289.82
1723.2,1.99,8.65,430.11,289.15
1723.4,2.01,8.65,430.11,290.49
1723.6,2.01,8.65,420.33,290.49
1723.8,2,8.65,410.56,289.82
1724,2,8.65,410.56,289.82
1724.2,2.01,8.65,400.78,290.49
1724.4,1.99,8.65,391.01,289.15
1724.6,2,8.65,400.78,289.82
1724.8,2,8.65,400.78,289.82
1725,2,8.65,410.56,289.82
1725.2,1.99,8.65,400.78,289.15
1725.4,1.99,8.65,391.01,289.15
1725.6,2,8.65,391.01,289.82
1725.8,2,8.65,391.01,289.82
1726,2,8.65,400.78,289.82
1726.2,2,8.65,391.01,289.82
1726.4,2,8.65,391.01,289.82
1726.6,2,8.65,400.78,289.82
1726.8,1.99,8.65,420.33,289.15
1727,2,8.76,410.56,288.03
1727.2,1.99,8.76,410.56,287.36
1727.4,2,8.76,400.78,288.03
1727.6,2,8.76,400.78,288.03
1727.8,2,8.76,400.78,288.03
1728,2.01,8.76,400.78,288.7
1728.2,1.99,8.76,410.56,287.36
1728.4,2,8.76,420.33,288.03
1728.6,1.99,8.76,410.56,287.36
1728.8,1.99,8.76,410.56,287.36
1729,2,8.76,400.78,288.03
1729.2,2,8.76,391.01,288.03
1729.4,2,8.76,391.01,288.03
1729.6,2,8.76,400.78,288.03
1729.8,2,8.76,420.33,288.03
1730,1.99,8.76,430.11,287.36
1730.2,1.99,8.76,420.33,287.36
1730.4,2,8.76,420.33,288.03
1730.6,1.99,8.76,410.56,287.36
1730.8,2,8.76,400.78,288.03
1731,2,8.76,410.56,288.03
1731.2,2,8.76,400.78,288.03
1731.4,2,8.76,420.33,288.03
1731.6,2,8.76,400.78,288.03
1731.8,1.99,8.76,410.56,287.36
1732,1.99,8.76,400.78,287.36
1732.2,2,8.76,410.56,288.03
1732.4,2,8.76,391.01,288.03
1732.6,2,8.76,381.23,288.03
1732.8,2,8.76,381.23,288.03
1733,2,8.76,391.01,288.03
1733.2,1.99,8.76,400.78,287.36
1733.4,1.99,8.76,400.78,287.36
1733.6,1.99,8.76,400.78,287.36
1733.8,2,8.76,410.56,288.03
1734,2,8.76,410.56,288.03
1734.2,1.99,8.76,410.56,287.36
1734.4,2,8.76,400.78,288.03
1734.6,2,8.76,400.78,288.03
1734.8,2,8.76,381.23,288.03
1735,2,8.76,391.01,288.03
1735.2,1.99,8.76,410.56,287.36
1735.4,1.99,8.76,391.01,287.36
1735.6,1.99,8.76,400.78,287.36
1735.8,1.99,8.76,400.78,287.36
1736,1.99,8.76,410.56,287.36
1736.2,2,8.76,410.56,288.03
1736.4,1.99,8.76,391.01,287.36
1736.6,1.99,8.76,410.56,287.36
1736.8,2,8.76,391.01,288.03
1737,2.01,8.76,400.78,288.7
1737.2,1.99,8.76,400.78,287.36
1737.4,2,8.76,391.01,288.03
1737.6,2,8.76,391.01,288.03
1737.8,2,8.76,391.01,288.03
1738,2,8.76,410.56,288.03
1738.2,2,8.76,410.56,288.03
1738.4,1.99,8.76,410.56,287.36
1738.6,2,8.76,410.56,288.03
1738.8,2,8.76,400.78,288.03
1739,2,8.76,420.33,288.03
1739.2,2,8.76,400.78,288.03
1739.4,2,8.76,400.78,288.03
1739.6,1.99,8.76,391.01,287.36
1739.8,1.99,8.76,410.56,287.36
1740,2,8.76,400.78,288.03
1740.2,2,8.76,410.56,288.03
1740.4,1.99,8.76,400.78,287.36
1740.6,1.99,8.76,420.33,287.36
1740.8,1.99,8.76,410.56,287.36
1741,2,8.76,400.78,288.03
1741.2,2,8.76,410.56,288.03
1741.4,1.99,8.87,410.56,285.6
1741.6,2,8.87,381.23,286.27
1741.8,2,8.87,391.01,286.27
1742,2,8.87,400.78,286.27
1742.2,1.99,8.87,400.78,285.6
1742.4,1.99,8.87,410.56,285.6
1742.6,2,8.87,400.78,286.27
1742.8,2,8.87,410.56,286.27
1743,2,8.87,410.56,286.27
1743.2,2,8.87,400.78,286.27
1743.4,2,8.87,381.23,286.27
1743.6,1.99,8.87,391.01,285.6
1743.8,2,8.87,400.78,286.27
1744,1.99,8.87,400.78,285.6
1744.2,1.99,8.87,400.78,285.6
1744.4,2,8.87,410.56,286.27
1744.6,2,8.87,400.78,286.27
1744.8,2,8.87,410.56,286.27
1745,2,8.87,400.78,286.27
1745.2,2,8.87,391.01,286.27
1745.4,2,8.87,381.23,286.27
1745.6,2,8.87,381.23,286.27
1745.8,2,8.87,391.01,286.27
1746,1.99,8.87,400.78,285.6
1746.2,1.99,8.87,410.56,285.6
1746.4,2,8.87,410.56,286.27
1746.6,2.01,8.87,420.33,286.93
1746.8,1.99,8.87,410.56,285.6
1747,2,8.87,391.01,286.27
1747.2,2,8.87,400.78,286.27
1747.4,2,8.87,391.01,286.27
1747.6,2,8.87,400.78,286.27
1747.8,2,8.87,400.78,286.27
1748,1.99,8.87,410.56,285.6
1748.2,2,8.87,410.56,286.27
1748.4,2,8.87,391.01,286.27
1748.6,2.01,8.87,400.78,286.93
1748.8,2,8.87,400.78,286.27
1749,2,8.87,391.01,286.27
1749.2,2.01,8.87,391.01,286.93
1749.4,2,8.87,391.01,286.27
1749.6,2,8.87,391.01,286.27
1749.8,1.99,8.87,400.78,285.6
1750,1.99,8.87,391.01,285.6
1750.2,2,8.87,400.78,286.27
1750.4,2,8.87,400.78,286.27
1750.6,2,8.87,410.56,286.27
1750.8,2,8.87,400.78,286.27
1751,1.99,8.87,391.01,285.6
1751.2,2,8.87,391.01,286.27
1751.4,2,8.87,410.56,286.27
1751.6,1.99,8.87,410.56,285.6
1751.8,1.99,8.87,400.78,285.6
1752,1.99,8.87,400.78,285.6
1752.2,1.99,8.87,400.78,285.6
1752.4,2,8.87,391.01,286.27
1752.6,2,8.87,400.78,286.27
1752.8,2,8.87,381.23,286.27
1753,2.01,8.87,391.01,286.93
1753.2,2.01,8.87,400.78,286.93
1753.4,2,8.87,400.78,286.27
1753.6,1.99,8.87,400.78,285.6
1753.8,2,8.87,400.78,286.27
1754,2,8.87,410.56,286.27
1754.2,2,8.87,400.78,286.27
1754.4,2,8.87,381.23,286.27
1754.6,2,8.87,400.78,286.27
1754.8,1.99,8.87,391.01,285.6
1755,2,8.87,410.56,286.27
1755.2,2,8.87,410.56,286.27
1755.4,2,8.87,400.78,286.27
1755.6,2,8.87,410.56,286.27
1755.8,2,8.87,391.01,286.27
1756,2,8.87,391.01,286.27
1756.2,2,8.87,400.78,286.27
1756.4,2,8.87,400.78,286.27
1756.6,2,8.87,391.01,286.27
1756.8,2,8.87,400.78,286.27
1757,1.99,8.87,400.78,285.6
1757.2,1.99,8.87,410.56,285.6
1757.4,2,8.87,381.23,286.27
1757.6,2,8.87,400.78,286.27
1757.8,1.99,8.87,400.78,285.6
1758,2,8.87,400.78,286.27
1758.2,2,8.87,391.01,286.27
1758.4,2,8.87,391.01,286.27
1758.6,1.99,8.97,420.33,283.87
1758.8,1.99,8.97,410.56,283.87
1759,1.99,8.97,410.56,283.87
1759.2,1.99,8.97,410.56,283.87
1759.4,2,8.97,410.56,284.54
1759.6,2,8.97,381.23,284.54
1759.8,1.99,8.97,400.78,283.87
1760,1.99,8.97,400.78,283.87
1760.2,1.99,8.97,391.01,283.87
1760.4,1.99,8.97,400.78,283.87
1760.6,2,8.97,391.01,284.54
1760.8,2,8.97,400.78,284.54
1761,1.99,8.97,410.56,283.87
1761.2,2,8.97,391.01,284.54
1761.4,2,8.97,400.78,284.54
1761.6,2,8.97,400.78,284.54
1761.8,1.99,8.97,381.23,283.87
1762,1.99,8.97,391.01,283.87
1762.2,2,8.97,381.23,284.54
1762.4,1.99,8.97,400.78,283.87
1762.6,1.99,8.97,400.78,283.87
1762.8,1.99,8.97,400.78,283.87
1763,1.99,8.97,400.78,283.87
1763.2,1.99,8.97,400.78,283.87
1763.4,2,8.97,381.23,284.54
1763.6,2,8.97,400.78,284.54
1763.8,2,8.97,400.78,284.54
1764,2,8.97,391.01,284.54
1764.2,2,8.97,391.01,284.54
1764.4,1.99,8.97,400.78,283.87
1764.6,2,8.97,410.56,284.54
1764.8,1.99,8.97,400.78,283.87
1765,1.99,8.97,391.01,283.87
1765.2,2,8.97,400.78,284.54
1765.4,2,8.97,400.78,284.54
1765.6,2,8.97,410.56,284.54
1765.8,2,8.97,391.01,284.54
1766,1.99,8.97,391.01,283.87
1766.2,1.99,8.97,410.56,283.87
1766.4,1.99,8.97,410.56,283.87
1766.6,2,8.97,400.78,284.54
1766.8,2,8.97,400.78,284.54
1767,2,8.97,391.01,284.54
1767.2,1.99,8.97,391.01,283.87
1767.4,1.99,8.97,391.01,283.87
1767.6,1.99,8.97,400.78,283.87
1767.8,1.99,8.97,410.56,283.87
1768,2,8.97,400.78,284.54
1768.2,2,8.97,420.33,284.54
1768.4,1.99,8.97,410.56,283.87
1768.6,2,8.97,400.78,284.54
1768.8,2,8.97,391.01,284.54
1769,2,8.97,381.23,284.54
1769.2,2,8.97,410.56,284.54
1769.4,2,8.97,391.01,284.54
1769.6,1.99,8.97,391.01,283.87
1769.8,1.99,8.97,410.56,283.87
1770,1.99,8.97,400.78,283.87
1770.2,2,8.97,400.78,284.54
1770.4,2,8.97,400.78,284.54
1770.6,2,8.97,391.01,284.54
1770.8,2,8.97,391.01,284.54
1771,2,8.97,400.78,284.54
1771.2,2,8.97,400.78,284.54
1771.4,1.99,8.97,420.33,283.87
1771.6,2,8.97,400.78,284.54
1771.8,2,8.97,391.01,284.54
1772,2,8.97,410.56,284.54
1772.2,2,8.97,391.01,284.54
1772.4,1.99,8.97,400.78,283.87
1772.6,2,8.97,410.56,284.54
1772.8,1.99,8.97,410.56,283.87
1773,2,8.97,410.56,284.54
1773.2,1.99,8.97,400.78,283.87
1773.4,1.99,8.97,410.56,283.87
1773.6,2,8.97,400.78,284.54
1773.8,2,8.97,410.56,284.54
1774,2,8.97,381.23,284.54
1774.2,2,8.97,400.78,284.54
1774.4,2,8.97,391.01,284.54
1774.6,2.01,8.97,381.23,285.2
1774.8,2,8.97,391.01,284.54
1775,1.99,8.97,391.01,283.87
1775.2,1.99,8.97,430.11,283.87
1775.4,1.99,8.97,410.56,283.87
1775.6,2,8.97,410.56,284.54
1775.8,1.99,8.97,420.33,283.87
1776,2,8.97,420.33,284.54
1776.2,2,9.08,420.33,282.84
1776.4,2,9.08,400.78,282.84
1776.6,1.99,9.08,410.56,282.18
1776.8,1.99,9.08,420.33,282.18
1777,2,9.08,410.56,282.84
1777.2,2,9.08,410.56,282.84
1777.4,2,9.08,410.56,282.84
1777.6,1.99,9.08,410.56,282.18
1777.8,2,9.08,400.78,282.84
1778,2,9.08,400.78,282.84
1778.2,2,9.08,391.01,282.84
1778.4,2,9.08,391.01,282.84
1778.6,2,9.08,400.78,282.84
1778.8,1.99,9.08,410.56,282.18
1779,1.99,9.08,410.56,282.18
1779.2,2.01,9.08,410.56,283.49
1779.4,2,9.08,400.78,282.84
1779.6,1.99,9.08,400.78,282.18
1779.8,2,9.08,391.01,282.84
1780,2,9.08,400.78,282.84
1780.2,2,9.08,400.78,282.84
1780.4,2,9.08,410.56,282.84
1780.6,2,9.08,410.56,282.84
1780.8,1.99,9.08,410.56,282.18
1781,2.01,9.08,391.01,283.49
1781.2,2,9.08,400.78,282.84
1781.4,2,9.08,400.78,282.84
1781.6,2,9.08,391.01,282.84
1781.8,2,9.08,400.78,282.84
1782,2,9.08,400.78,282.84
1782.2,1.99,9.08,400.78,282.18
1782.4,2,9.08,400.78,282.84
1782.6,2.01,9.08,391.01,283.49
1782.8,2,9.08,381.23,282.84
1783,2,9.08,391.01,282.84
1783.2,1.99,9.08,391.01,282.18
1783.4,2,9.08,400.78,282.84
1783.6,2,9.08,391.01,282.84
1783.8,1.99,9.08,410.56,282.18
1784,1.99,9.08,410.56,282.18
1784.2,1.99,9.08,410.56,282.18
1784.4,2,9.08,400.78,282.84
1784.6,2,9.08,391.01,282.84
1784.8,1.99,9.08,391.01,282.18
1785,2,9.08,391.01,282.84
1785.2,1.99,9.08,400.78,282.18
1785.4,1.99,9.08,420.33,282.18
1785.6,1.99,9.08,400.78,282.18
1785.8,2,9.08,410.56,282.84
1786,2,9.08,410.56,282.84
1786.2,2,9.08,410.56,282.84
1786.4,2,9.08,400.78,282.84
1786.6,2,9.08,391.01,282.84
1786.8,2,9.08,391.01,282.84
1787,2,9.08,420.33,282.84
1787.2,1.99,9.08,400.78,282.18
1787.4,1.99,9.08,420.33,282.18
1787.6,2,9.08,410.56,282.84
1787.8,2,9.08,400.78,282.84
1788,2,9.08,400.78,282.84
1788.2,2,9.08,391.01,282.84
1788.4,2,9.08,400.78,282.84
1788.6,2,9.08,391.01,282.84
1788.8,2,9.08,391.01,282.84
1789,1.99,9.08,410.56,282.18
1789.2,1.99,9.08,410.56,282.18
1789.4,1.99,9.08,400.78,282.18
1789.6,2,9.08,410.56,282.84
1789.8,2,9.08,410.56,282.84
1790,2,9.08,381.23,282.84
1790.2,1.99,9.08,391.01,282.18
1790.4,2,9.08,400.78,282.84
1790.6,1.99,9.08,410.56,282.18
1790.8,1.99,9.08,410.56,282.18
1791,1.99,9.08,400.78,282.18
1791.2,2,9.08,410.56,282.84
1791.4,1.99,9.08,381.23,282.18
1791.6,2,9.19,400.78,281.17
1791.8,2.01,9.19,391.01,281.82
1792,2,9.19,400.78,281.17
1792.2,2,9.19,381.23,281.17
1792.4,2,9.19,381.23,281.17
1792.6,2,9.19,400.78,281.17
1792.8,1.99,9.19,410.56,280.51
1793,1.99,9.19,420.33,280.51
1793.2,1.99,9.19,410.56,280.51
1793.4,2,9.19,400.78,281.17
1793.6,2,9.19,400.78,281.17
1793.8,2,9.19,391.01,281.17
1794,2,9.19,391.01,281.17
1794.2,1.99,9.19,400.78,280.51
1794.4,1.99,9.19,400.78,280.51
1794.6,2,9.19,400.78,281.17
1794.8,2,9.19,391.01,281.17
1795,1.98,9.19,381.23,279.86
1795.2,1.99,9.19,391.01,280.51
1795.4,2,9.19,400.78,281.17
1795.6,1.99,9.19,410.56,280.51
1795.8,2,9.19,400.78,281.17
1796,1.99,9.19,391.01,280.51
1796.2,2,9.19,391.01,281.17
1796.4,2,9.19,391.01,281.17
1796.6,2,9.19,410.56,281.17
1796.8,2,9.19,410.56,281.17
1797,1.99,9.19,410.56,280.51
1797.2,1.99,9.19,400.78,280.51
1797.4,2,9.19,410.56,281.17
1797.6,1.99,9.19,400.78,280.51
1797.8,2,9.19,391.01,281.17
1798,2,9.19,400.78,281.17
1798.2,2,9.19,400.78,281.17
1798.4,1.99,9.19,400.78,280.51
1798.6,2,9.19,391.01,281.17
1798.8,1.99,9.19,400.78,280.51
1799,1.99,9.19,400.78,280.51
1799.2,1.99,9.19,410.56,280.51
1799.4,1.99,9.19,410.56,280.51
1799.6,2,9.19,400.78,281.17
1799.8,2,9.19,400.78,281.17
1800,2,9.19,391.01,281.17
1800.2,2,9.19,381.23,281.17
1800.4,2,9.19,400.78,281.17
1800.6,2,9.19,381.23,281.17
1800.8,2,9.19,391.01,281.17
1801,2,9.19,391.01,281.17
1801.2,2,9.19,400.78,281.17
1801.4,1.99,9.19,410.56,280.51
1801.6,1.99,9.19,400.78,280.51
1801.8,2,9.19,400.78,281.17
1802,2,9.19,400.78,281.17
1802.2,2,9.19,400.78,281.17
1802.4,2,9.19,391.01,281.17
1802.6,2,9.19,391.01,281.17
1802.8,1.99,9.19,391.01,280.51
1803,1.99,9.19,400.78,280.51
1803.2,1.99,9.19,400.78,280.51
1803.4,1.99,9.19,400.78,280.51
1803.6,1.99,9.19,400.78,280.51
1803.8,2.01,9.19,400.78,281.82
1804,2,9.19,381.23,281.17
1804.2,2,9.19,391.01,281.17
1804.4,1.99,9.19,381.23,280.51
1804.6,2,9.19,391.01,281.17
1804.8,2,9.19,391.01,281.17
1805,2,9.19,400.78,281.17
1805.2,1.99,9.19,400.78,280.51
1805.4,1.99,9.19,420.33,280.51
1805.6,1.99,9.19,410.56,280.51
1805.8,2,9.19,400.78,281.17
1806,2,9.19,400.78,281.17
1806.2,2,9.19,391.01,281.17
1806.4,2,9.19,400.78,281.17
1806.6,2,9.19,391.01,281.17
1806.8,1.99,9.19,400.78,280.51
1807,1.99,9.19,410.56,280.51
1807.2,1.99,9.19,410.56,280.51
1807.4,1.99,9.19,400.78,280.51
1807.6,2,9.19,410.56,281.17
1807.8,2,9.19,400.78,281.17
1808,2,9.19,391.01,281.17
1808.2,2,9.19,391.01,281.17
1808.4,2,9.19,381.23,281.17
1808.6,2,9.19,371.46,281.17
1808.8,2,9.19,381.23,281.17
1809,1.99,9.19,391.01,280.51
1809.2,1.99,9.19,400.78,280.51
1809.4,1.99,9.19,400.78,280.51
1809.6,2,9.19,391.01,281.17
1809.8,2,9.19,400.78,281.17
