=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.13 10:56:26 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,
Adafruit DS3502 Test,,,,,,,,,,,,,
Couldn't find DS3502 chip,,,,,,,,,,,,,
Found DS3502 chip,,,,,,,,,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),,,,,,,,,
16590,2.02,5.01,1055.72,401.78,,,,,,,,,
16592,2.01,4.95,713.59,403.02,,,,,,,,,
16594,2.02,4.99,694.04,402.32,,,,,,,,,
16596,2.01,4.89,596.29,405.78,,,,,,,,,
16598,2.02,4.91,478.98,405.61,,,,,,,,,
16600,2.01,5.01,469.21,400.86,,,,,,,,,
16602,2.01,5.01,439.88,400.86,,,,,,,,,
16604,2.02,5.01,449.66,401.78,,,,,,,,,
16606,2.01,5.07,439.88,398.2,,,,,,,,,
16608,2.01,4.99,478.98,401.39,,,,,,,,,
16610,2.02,4.99,498.53,402.32,,,,,,,,,
16612,2,4.99,518.08,400.46,,,,,,,,,
16614,2.01,4.93,439.88,404.12,,,,,,,,,
16616,2.01,5.01,459.43,400.86,,,,,,,,,
16618,2,5.02,439.88,399.39,,,,,,,,,
16620,2,4.99,400.78,400.46,,,,,,,,,
16622,2.01,4.98,410.56,401.94,,,,,,,,,
16624,2.02,4.97,498.53,403.41,,,,,,,,,
16626,2.01,4.91,439.88,404.67,,,,,,,,,
16628,2.01,5.01,488.76,400.86,,,,,,,,,
16630,2.01,5.03,547.41,399.79,,,,,,,,,
16632,2.01,4.99,342.13,401.39,,,,,,,,,
16634,2.01,5.01,351.91,400.86,,,,,,,,,
16636,2.02,4.99,371.46,402.32,,,,,,,,,
16638,2.01,5.01,410.56,400.86,,,,,,,,,
16640,2.01,5.09,469.21,397.67,,,,,,,,,
16642,2,4.99,606.06,400.46,,,,,,,,,
16644,2,4.99,879.77,400.46,,,,,,,,,
16646,2.01,5.01,694.04,400.86,,,,,,,,,
16648,2,4.98,733.14,401,,,,,,,,,
16650,2.02,5.01,762.46,401.78,,,,,,,,,
16652,2,4.99,635.39,400.46,,,,,,,,,
16654,2.01,5.01,527.86,400.86,,,,,,,,,
16656,2.01,5.03,615.84,399.79,,,,,,,,,
16658,2.02,4.99,654.94,402.32,,,,,,,,,
16660,2,4.98,518.08,401,,,,,,,,,
16662,2.02,4.99,439.88,402.32,,,,,,,,,
16664,2.01,4.89,410.56,405.78,,,,,,,,,
16666,2.01,5.03,488.76,399.79,,,,,,,,,
16668,2,5.02,645.16,399.39,,,,,,,,,
16670,2,5.09,703.81,396.75,,,,,,,,,
16672,2.01,4.99,791.79,401.39,,,,,,,,,
16674,2.01,4.95,713.59,403.02,,,,,,,,,
16676,2.03,5.02,703.81,402.17,,,,,,,,,
16678,2.04,4.98,782.01,404.72,,,,,,,,,
16680,2.02,5.01,909.09,401.78,,,,,,,,,
16682,2.03,5.01,821.11,402.71,,,,,,,,,
16684,1.99,5.02,723.36,398.46,,,,,,,,,
16686,2,4.99,625.61,400.46,,,,,,,,,
16688,2.02,4.99,469.21,402.32,,,,,,,,,
16690,2,4.99,420.33,400.46,,,,,,,,,
16692,2.01,4.93,420.33,404.12,,,,,,,,,
16694,2,4.99,410.56,400.46,,,,,,,,,
16696,2.01,4.98,488.76,401.94,,,,,,,,,
16698,2.01,5.03,527.86,399.79,,,,,,,,,
16700,2.01,4.97,664.71,402.48,,,,,,,,,
16702,2.01,5.01,860.21,400.86,,,,,,,,,
16704,2,4.89,879.77,404.84,,,,,,,,,
16706,2.01,4.99,987.29,401.39,,,,,,,,,
16708,2.02,4.95,957.97,403.95,,,,,,,,,
16710,2.01,5.01,821.11,400.86,,,,,,,,,
16712,2.02,5.01,869.99,401.78,,,,,,,,,
16714,1.99,5.01,801.56,399,,,,,,,,,
16716,2.01,5.01,615.84,400.86,,,,,,,,,
16718,2.02,4.99,430.11,402.32,,,,,,,,,
16720,2,4.99,312.81,400.46,,,,,,,,,
16722,2,4.99,312.81,400.46,,,,,,,,,
16724,2.01,4.97,312.81,402.48,,,,,,,,,
16726,2,5.01,381.23,399.93,,,,,,,,,
16728,2.02,4.99,381.23,402.32,,,,,,,,,
16730,2.01,5.02,391.01,400.32,,,,,,,,,
16732,2.01,4.94,439.88,403.57,,,,,,,,,
16734,2.02,4.99,459.43,402.32,,,,,,,,,
16736,2.02,5.02,410.56,401.25,,,,,,,,,
16738,1.99,4.99,420.33,399.53,,,,,,,,,
16740,2.01,5.01,410.56,400.86,,,,,,,,,
16742,2.01,5.07,391.01,398.2,,,,,,,,,
16744,2.02,5.02,410.56,401.25,,,,,,,,,
16746,2.01,5.09,439.88,397.67,,,,,,,,,
16748,2,5.09,518.08,396.75,,,,,,,,,
16750,2,4.95,645.16,402.09,,,,,,,,,
16752,2.02,4.98,782.01,402.86,,,,,,,,,
16754,2.02,4.98,928.64,402.86,,,,,,,,,
16756,2,5.02,860.21,399.39,,,,,,,,,
16758,2.02,5.02,733.14,401.25,,,,,,,,,
16760,2.02,5.06,478.98,399.65,,,,,,,,,
16762,1.99,4.89,293.26,403.9,,,,,,,,,
16764,2.01,4.98,293.26,401.94,,,,,,,,,
16766,2.02,5.01,303.03,401.78,,,,,,,,,
16768,2,4.87,293.26,405.4,,,,,,,,,
16770,2.01,4.86,303.03,406.9,,,,,,,,,
16772,2.02,5.02,342.13,401.25,,,,,,,,,
16774,2.02,4.99,371.46,402.32,,,,,,,,,
16776,2.01,4.99,391.01,401.39,,,,,,,,,
16778,1.99,5.01,420.33,399,,,,,,,,,
16780,2.01,5.01,430.11,400.86,,,,,,,,,
16782,2.01,4.98,469.21,401.94,,,,,,,,,
16784,2,5.02,400.78,399.39,,,,,,,,,
16786,2.01,5.01,420.33,400.86,,,,,,,,,
16788,2.02,5.01,420.33,401.78,,,,,,,,,
16790,2.01,4.99,371.46,401.39,,,,,,,,,
16792,2.01,5.01,430.11,400.86,,,,,,,,,
16794,2,5.06,518.08,397.8,,,,,,,,,
16796,2.01,4.98,615.84,401.94,,,,,,,,,
16798,2.01,5.01,694.04,400.86,,,,,,,,,
16800,2.02,4.99,879.77,402.32,,,,,,,,,
16802,2.01,4.99,869.99,401.39,,,,,,,,,
16804,1.99,4.99,752.69,399.53,,,,,,,,,
16806,2.01,4.99,508.31,401.39,,,,,,,,,
16808,2.01,4.97,469.21,402.48,,,,,,,,,
16810,2.02,4.94,430.11,404.5,,,,,,,,,
16812,2.01,4.93,342.13,404.12,,,,,,,,,
16814,2.02,4.99,361.68,402.32,,,,,,,,,
16816,2.01,5.01,430.11,400.86,,,,,,,,,
16818,2.01,5.01,527.86,400.86,,,,,,,,,
16820,2.02,4.93,557.18,405.05,,,,,,,,,
16822,2,4.87,576.74,405.4,,,,,,,,,
16824,2.02,5.02,566.96,401.25,,,,,,,,,
16826,2.01,5.06,821.11,398.72,,,,,,,,,
16828,2.01,4.98,860.21,401.94,,,,,,,,,
16830,2,4.99,811.34,400.46,,,,,,,,,
16832,2,4.98,752.69,401,,,,,,,,,
16834,1.98,4.99,674.49,398.6,,,,,,,,,
16836,2,5.05,527.86,398.33,,,,,,,,,
16838,2.01,4.99,557.18,401.39,,,,,,,,,
16840,2.01,5.01,420.33,400.86,,,,,,,,,
16842,1.99,4.9,400.78,403.34,,,,,,,,,
16844,2.01,4.98,371.46,401.94,,,,,,,,,
16846,2.01,4.99,420.33,401.39,,,,,,,,,
16848,2,4.98,478.98,401,,,,,,,,,
16850,2.01,4.99,606.06,401.39,,,,,,,,,
16852,2.02,4.97,576.74,403.41,,,,,,,,,
16854,2.01,5.03,469.21,399.79,,,,,,,,,
16856,2,5.01,478.98,399.93,,,,,,,,,
16858,2.01,4.99,449.66,401.39,,,,,,,,,
16860,2.01,4.99,439.88,401.39,,,,,,,,,
16862,2.01,4.99,410.56,401.39,,,,,,,,,
16864,2.01,4.89,420.33,405.78,,,,,,,,,
16866,2.02,4.99,400.78,402.32,,,,,,,,,
16868,2,4.91,371.46,403.73,,,,,,,,,
16870,2,5.06,391.01,397.8,,,,,,,,,
16872,2.02,5.02,420.33,401.25,,,,,,,,,
16874,2.01,5.01,391.01,400.86,,,,,,,,,
16876,2.01,4.97,410.56,402.48,,,,,,,,,
16878,2.01,5.13,420.33,396.11,,,,,,,,,
16880,2.01,5.03,449.66,399.79,,,,,,,,,
16882,2.01,4.98,537.63,401.94,,,,,,,,,
16884,2.01,5.01,596.29,400.86,,,,,,,,,
16886,2.01,4.99,576.74,401.39,,,,,,,,,
16888,2.03,5.02,566.96,402.17,,,,,,,,,
16890,2.02,5.01,449.66,401.78,,,,,,,,,
16892,2.01,4.98,332.36,401.94,,,,,,,,,
16894,2,5.01,263.93,399.93,,,,,,,,,
16896,2.01,4.99,254.15,401.39,,,,,,,,,
16898,2,4.99,293.26,400.46,,,,,,,,,
16900,2.01,4.99,391.01,401.39,,,,,,,,,
16902,2.01,4.99,547.41,401.39,,,,,,,,,
16904,2.01,4.99,527.86,401.39,,,,,,,,,
16906,2.01,5.03,547.41,399.79,,,,,,,,,
16908,2,5.05,469.21,398.33,,,,,,,,,
16910,2.01,4.98,449.66,401.94,,,,,,,,,
16912,2.01,4.9,381.23,405.23,,,,,,,,,
16914,2.02,4.99,361.68,402.32,,,,,,,,,
16916,2.01,4.89,391.01,405.78,,,,,,,,,
16918,2.02,4.99,371.46,402.32,,,,,,,,,
16920,2.01,4.99,361.68,401.39,,,,,,,,,
16922,2.02,5.01,400.78,401.78,,,,,,,,,
16924,2.03,5.06,391.01,400.57,,,,,,,,,
16926,2.01,4.99,371.46,401.39,,,,,,,,,
16928,2.01,5.01,430.11,400.86,,,,,,,,,
16930,2.02,5.01,420.33,401.78,,,,,,,,,
16932,2.01,4.99,371.46,401.39,,,,,,,,,
16934,2.01,5.03,391.01,399.79,,,,,,,,,
16936,2.01,5.02,430.11,400.32,,,,,,,,,
16938,2,4.95,459.43,402.09,,,,,,,,,
16940,2.02,5.05,606.06,400.18,,,,,,,,,
16942,2.01,5.02,713.59,400.32,,,,,,,,,
16944,2,4.94,742.91,402.63,,,,,,,,,
16946,2.01,4.95,791.79,403.02,,,,,,,,,
16948,2.01,5.05,654.94,399.25,,,,,,,,,
16950,2,4.99,508.31,400.46,,,,,,,,,
16952,2,4.99,312.81,400.46,,,,,,,,,
16954,1.98,4.99,254.15,398.6,,,,,,,,,
16956,2,4.98,293.26,401,,,,,,,,,
16958,2.01,4.98,293.26,401.94,,,,,,,,,
16960,2.02,4.99,332.36,402.32,,,,,,,,,
16962,2.01,5.01,381.23,400.86,,,,,,,,,
16964,2,5.02,439.88,399.39,,,,,,,,,
16966,2.01,4.95,508.31,403.02,,,,,,,,,
16968,2.01,4.95,498.53,403.02,,,,,,,,,
16970,2,5.03,478.98,398.86,,,,,,,,,
16972,1.99,4.98,439.88,400.07,,,,,,,,,
16974,2.01,4.99,410.56,401.39,,,,,,,,,
16976,2.01,4.99,459.43,401.39,,,,,,,,,
16978,2,4.94,410.56,402.63,,,,,,,,,
16980,2.01,4.98,430.11,401.94,,,,,,,,,
16982,2.01,4.99,459.43,401.39,,,,,,,,,
16984,2.01,5.05,508.31,399.25,,,,,,,,,
16986,2.01,4.94,694.04,403.57,,,,,,,,,
16988,2.01,4.99,654.94,401.39,,,,,,,,,
16990,2.01,4.99,664.71,401.39,,,,,,,,,
16992,2.02,4.99,645.16,402.32,,,,,,,,,
16994,2.03,4.99,615.84,403.25,,,,,,,,,
16996,2.01,5.02,606.06,400.32,,,,,,,,,
16998,2.02,4.99,537.63,402.32,,,,,,,,,
17000,2.01,5.02,488.76,400.32,,,,,,,,,
17002,2.01,4.95,508.31,403.02,,,,,,,,,
17004,2,4.98,488.76,401,,,,,,,,,
17006,2,5.01,478.98,399.93,,,,,,,,,
17008,2.01,4.98,508.31,401.94,,,,,,,,,
17010,2.01,4.98,449.66,401.94,,,,,,,,,
17012,2.02,4.98,400.78,402.86,,,,,,,,,
17014,2.01,4.98,371.46,401.94,,,,,,,,,
17016,2,5.01,381.23,399.93,,,,,,,,,
17018,2,4.99,391.01,400.46,,,,,,,,,
17020,2.02,5.01,449.66,401.78,,,,,,,,,
17022,2.02,5.01,410.56,401.78,,,,,,,,,
17024,1.99,5.06,566.96,396.87,,,,,,,,,
17026,2.01,4.93,576.74,404.12,,,,,,,,,
17028,2.01,4.97,537.63,402.48,,,,,,,,,
17030,2,4.99,596.29,400.46,,,,,,,,,
17032,2.01,4.98,547.41,401.94,,,,,,,,,
17034,2.01,4.94,518.08,403.57,,,,,,,,,
17036,2.01,4.99,703.81,401.39,,,,,,,,,
17038,2.01,4.99,664.71,401.39,,,,,,,,,
17040,2.01,4.97,723.36,402.48,,,,,,,,,
17042,2,4.98,723.36,401,,,,,,,,,
17044,2.02,5.02,723.36,401.25,,,,,,,,,
17046,2,4.99,469.21,400.46,,,,,,,,,
17048,2.01,4.98,322.58,401.94,,,,,,,,,
17050,2.01,5.02,342.13,400.32,,,,,,,,,
17052,2.01,4.91,342.13,404.67,,,,,,,,,
17054,2.02,4.99,391.01,402.32,,,,,,,,,
17056,2.01,5.01,449.66,400.86,,,,,,,,,
17058,2,4.97,430.11,401.55,,,,,,,,,
17060,2.01,4.99,459.43,401.39,,,,,,,,,
17062,2,5.01,469.21,399.93,,,,,,,,,
17064,2.01,4.99,420.33,401.39,,,,,,,,,
17066,2,4.99,400.78,400.46,,,,,,,,,
17068,2.01,4.94,537.63,403.57,,,,,,,,,
17070,2.02,5.03,664.71,400.71,,,,,,,,,
17072,2.01,5.05,772.24,399.25,,,,,,,,,
17074,2.01,4.99,918.87,401.39,,,,,,,,,
17076,2.01,4.89,977.52,405.78,,,,,,,,,
17078,2.02,5.01,1163.25,401.78,,,,,,,,,
17080,2.01,4.98,791.79,401.94,,,,,,,,,
17082,2.02,5.01,635.39,401.78,,,,,,,,,
17084,2.01,4.98,498.53,401.94,,,,,,,,,
17086,2.01,4.9,498.53,405.23,,,,,,,,,
17088,2,5.02,400.78,399.39,,,,,,,,,
17090,2,4.98,371.46,401,,,,,,,,,
17092,2,5.03,351.91,398.86,,,,,,,,,
17094,2.01,4.85,342.13,407.46,,,,,,,,,
17096,2.01,5.01,342.13,400.86,,,,,,,,,
17098,2.01,4.99,391.01,401.39,,,,,,,,,
17100,2,5.06,400.78,397.8,,,,,,,,,
17102,2.02,5.01,469.21,401.78,,,,,,,,,
17104,2,4.99,478.98,400.46,,,,,,,,,
17106,2.02,4.99,606.06,402.32,,,,,,,,,
17108,2,4.89,703.81,404.84,,,,,,,,,
17110,2,4.97,782.01,401.55,,,,,,,,,
17112,2.02,5.06,909.09,399.65,,,,,,,,,
17114,2,4.98,889.54,401,,,,,,,,,
17116,2,4.95,772.24,402.09,,,,,,,,,
17118,2.01,4.99,557.18,401.39,,,,,,,,,
17120,2.01,4.99,391.01,401.39,,,,,,,,,
17122,2.02,5.06,391.01,399.65,,,,,,,,,
17124,2.02,4.98,391.01,402.86,,,,,,,,,
17126,2.02,4.98,430.11,402.86,,,,,,,,,
17128,2.02,4.97,596.29,403.41,,,,,,,,,
17130,2.01,4.97,537.63,402.48,,,,,,,,,
17132,2.01,5.01,459.43,400.86,,,,,,,,,
17134,2,5.02,439.88,399.39,,,,,,,,,
17136,2.01,5.01,537.63,400.86,,,,,,,,,
17138,2.01,4.98,723.36,401.94,,,,,,,,,
17140,2.03,5.01,957.97,402.71,,,,,,,,,
17142,2.01,4.99,1045.94,401.39,,,,,,,,,
17144,2,4.97,801.56,401.55,,,,,,,,,
17146,2.02,5.01,400.78,401.78,,,,,,,,,
17148,2.01,5.01,420.33,400.86,,,,,,,,,
17150,2.02,4.94,430.11,404.5,,,,,,,,,
17152,2,5.01,381.23,399.93,,,,,,,,,
17154,2.01,5.02,381.23,400.32,,,,,,,,,
17156,2,5.01,391.01,399.93,,,,,,,,,
17158,2.01,4.99,371.46,401.39,,,,,,,,,
17160,2.01,4.99,381.23,401.39,,,,,,,,,
17162,2,4.98,410.56,401,,,,,,,,,
17164,2,4.99,381.23,400.46,,,,,,,,,
17166,1.99,4.99,351.91,399.53,,,,,,,,,
17168,2,4.99,322.58,400.46,,,,,,,,,
17170,2.02,5.01,322.58,401.78,,,,,,,,,
17172,2.01,5.01,322.58,400.86,,,,,,,,,
17174,2.01,4.91,351.91,404.67,,,,,,,,,
17176,2.03,4.95,342.13,404.88,,,,,,,,,
17178,2.01,4.95,293.26,403.02,,,,,,,,,
17180,2.02,5.07,303.03,399.12,,,,,,,,,
17182,2.01,5.02,322.58,400.32,,,,,,,,,
17184,2.03,5.05,361.68,401.1,,,,,,,,,
17186,2.03,5.01,361.68,402.71,,,,,,,,,
17188,2.01,4.97,381.23,402.48,,,,,,,,,
17190,2.01,5.14,371.46,395.59,,,,,,,,,
17192,2.01,4.99,322.58,401.39,,,,,,,,,
17194,2.02,4.99,351.91,402.32,,,,,,,,,
17196,2.01,4.9,361.68,405.23,,,,,,,,,
17198,2.01,4.91,322.58,404.67,,,,,,,,,
17200,2.01,4.99,351.91,401.39,,,,,,,,,
17202,2.03,5.02,420.33,402.17,,,,,,,,,
17204,2.02,4.99,439.88,402.32,,,,,,,,,
17206,2.02,5.01,420.33,401.78,,,,,,,,,
17208,2.01,5.01,518.08,400.86,,,,,,,,,
17210,2.01,4.94,498.53,403.57,,,,,,,,,
17212,2.01,4.99,586.51,401.39,,,,,,,,,
17214,2,5.02,733.14,399.39,,,,,,,,,
17216,1.98,4.99,586.51,398.6,,,,,,,,,
17218,2,4.98,596.29,401,,,,,,,,,
17220,2.01,5.01,527.86,400.86,,,,,,,,,
17222,2.02,5.02,557.18,401.25,,,,,,,,,
17224,1.99,4.98,557.18,400.07,,,,,,,,,
17226,2,4.95,469.21,402.09,,,,,,,,,
17228,2,4.99,498.53,400.46,,,,,,,,,
17230,2,4.95,527.86,402.09,,,,,,,,,
17232,2.01,4.98,488.76,401.94,,,,,,,,,
17234,2,4.99,439.88,400.46,,,,,,,,,
17236,2.01,4.98,439.88,401.94,,,,,,,,,
17238,2,5.01,420.33,399.93,,,,,,,,,
17240,2.01,5.01,449.66,400.86,,,,,,,,,
17242,2.01,5.01,478.98,400.86,,,,,,,,,
17244,2.01,4.99,478.98,401.39,,,,,,,,,
17246,1.99,5.01,498.53,399,,,,,,,,,
17248,2.01,4.99,459.43,401.39,,,,,,,,,
17250,2.02,5.01,459.43,401.78,,,,,,,,,
17252,2.02,5.01,459.43,401.78,,,,,,,,,
17254,2.04,5.01,459.43,403.63,,,,,,,,,
17256,2.02,5.07,498.53,399.12,,,,,,,,,
17258,2.01,5.02,498.53,400.32,,,,,,,,,
17260,2.02,4.99,537.63,402.32,,,,,,,,,
17262,2.02,5.01,576.74,401.78,,,,,,,,,
17264,2.01,5.01,615.84,400.86,,,,,,,,,
17266,2.02,4.99,527.86,402.32,,,,,,,,,
17268,2.02,5.14,518.08,396.5,,,,,,,,,
17270,2.01,5.01,547.41,400.86,,,,,,,,,
17272,2.02,4.99,586.51,402.32,,,,,,,,,
17274,2,4.99,576.74,400.46,,,,,,,,,
17276,2.02,5.02,537.63,401.25,,,,,,,,,
17278,2.01,5.1,459.43,397.15,,,,,,,,,
17280,2.01,4.99,488.76,401.39,,,,,,,,,
17282,2.02,4.87,518.08,407.28,,,,,,,,,
17284,2.01,4.98,527.86,401.94,,,,,,,,,
17286,2.01,5.02,547.41,400.32,,,,,,,,,
17288,2.01,4.99,537.63,401.39,,,,,,,,,
17290,2.01,5.14,518.08,395.59,,,,,,,,,
17292,2.02,4.99,498.53,402.32,,,,,,,,,
17294,2.02,4.99,381.23,402.32,,,,,,,,,
17296,2.01,4.93,420.33,404.12,,,,,,,,,
17298,2.01,4.97,459.43,402.48,,,,,,,,,
17300,2.02,5.07,400.78,399.12,,,,,,,,,
17302,2.01,4.99,410.56,401.39,,,,,,,,,
17304,2.01,5.01,459.43,400.86,,,,,,,,,
17306,2.02,5.02,566.96,401.25,,,,,,,,,
17308,2.02,5.09,694.04,398.59,,,,,,,,,
17310,2.01,4.98,742.91,401.94,,,,,,,,,
17312,2.02,5.01,782.01,401.78,,,,,,,,,
17314,2,5.01,742.91,399.93,,,,,,,,,
17316,2.01,4.99,713.59,401.39,,,,,,,,,
17318,2,5.1,811.34,396.23,,,,,,,,,
17320,2,5.01,772.24,399.93,,,,,,,,,
17322,2.01,5.05,586.51,399.25,,,,,,,,,
17324,2.01,5.1,498.53,397.15,,,,,,,,,
17326,2.01,4.99,547.41,401.39,,,,,,,,,
17328,2.01,5.06,586.51,398.72,,,,,,,,,
17330,2.01,5.01,625.61,400.86,,,,,,,,,
17332,2,5.02,703.81,399.39,,,,,,,,,
17334,2.01,5.01,762.46,400.86,,,,,,,,,
17336,2.01,4.97,811.34,402.48,,,,,,,,,
17338,2.01,4.98,987.29,401.94,,,,,,,,,
17340,2.01,4.99,938.42,401.39,,,,,,,,,
17342,1.99,5.03,821.11,397.93,,,,,,,,,
17344,2.01,4.99,801.56,401.39,,,,,,,,,
17346,2.01,4.93,772.24,404.12,,,,,,,,,
17348,2,4.93,586.51,403.18,,,,,,,,,
17350,2.01,4.95,459.43,403.02,,,,,,,,,
17352,2.02,5.01,449.66,401.78,,,,,,,,,
17354,2,4.98,371.46,401,,,,,,,,,
17356,2.01,4.99,420.33,401.39,,,,,,,,,
17358,2,5.1,351.91,396.23,,,,,,,,,
17360,2.01,5.01,361.68,400.86,,,,,,,,,
17362,2.01,4.98,381.23,401.94,,,,,,,,,
17364,2.01,5.01,410.56,400.86,,,,,,,,,
17366,2.02,5.01,420.33,401.78,,,,,,,,,
17368,2,4.98,439.88,401,,,,,,,,,
17370,2.01,4.99,449.66,401.39,,,,,,,,,
17372,2.02,5.02,508.31,401.25,,,,,,,,,
17374,2,4.94,557.18,402.63,,,,,,,,,
17376,2.01,4.91,723.36,404.67,,,,,,,,,
17378,2.01,4.99,899.32,401.39,,,,,,,,,
17380,2.01,5.11,997.07,396.63,,,,,,,,,
17382,1.98,5.07,830.89,395.42,,,,,,,,,
17384,2.01,5.01,635.39,400.86,,,,,,,,,
17386,2.01,5.06,391.01,398.72,,,,,,,,,
17388,2.02,5.06,244.38,399.65,,,,,,,,,
17390,2.01,5.03,224.83,399.79,,,,,,,,,
17392,2.02,4.98,195.5,402.86,,,,,,,,,
17394,2.01,4.98,205.28,401.94,,,,,,,,,
17396,2.01,5.02,263.93,400.32,,,,,,,,,
17398,2.02,4.98,312.81,402.86,,,,,,,,,
17400,2.01,5.1,420.33,397.15,,,,,,,,,
17402,2.01,4.99,782.01,401.39,,,,,,,,,
17404,2.01,5.01,439.88,400.86,,,,,,,,,
17406,1.99,4.99,322.58,399.53,,,,,,,,,
17408,2,4.99,332.36,400.46,,,,,,,,,
17410,2.01,5.01,537.63,400.86,,,,,,,,,
17412,1.99,4.99,606.06,399.53,,,,,,,,,
17414,2,4.99,371.46,400.46,,,,,,,,,
17416,2,4.99,332.36,400.46,,,,,,,,,
17418,2.01,4.99,342.13,401.39,,,,,,,,,
17420,2.01,5.02,391.01,400.32,,,,,,,,,
17422,2.03,5.02,645.16,402.17,,,,,,,,,
17424,2.01,4.97,703.81,402.48,,,,,,,,,
17426,2.02,5.03,772.24,400.71,,,,,,,,,
17428,2.01,4.98,957.97,401.94,,,,,,,,,
17430,2,5.1,1124.14,396.23,,,,,,,,,
17432,2.01,4.98,821.11,401.94,,,,,,,,,
17434,2.02,4.99,840.66,402.32,,,,,,,,,
17436,2.02,5.01,449.66,401.78,,,,,,,,,
17438,2.02,4.91,430.11,405.61,,,,,,,,,
17440,2.02,5.01,371.46,401.78,,,,,,,,,
17442,2.02,4.98,410.56,402.86,,,,,,,,,
17444,2.02,5.02,400.78,401.25,,,,,,,,,
17446,2.03,5.02,498.53,402.17,,,,,,,,,
17448,2.01,5.01,596.29,400.86,,,,,,,,,
17450,2.01,5.01,762.46,400.86,,,,,,,,,
17452,2.01,4.98,889.54,401.94,,,,,,,,,
17454,1.99,5.05,596.29,397.4,,,,,,,,,
17456,2.01,5.01,371.46,400.86,,,,,,,,,
17458,2,4.97,312.81,401.55,,,,,,,,,
17460,2.01,5.02,303.03,400.32,,,,,,,,,
17462,2,4.99,322.58,400.46,,,,,,,,,
17464,2,4.99,391.01,400.46,,,,,,,,,
17466,2.01,4.9,420.33,405.23,,,,,,,,,
17468,2,4.99,449.66,400.46,,,,,,,,,
17470,2.02,5.01,449.66,401.78,,,,,,,,,
17472,2.01,5.01,459.43,400.86,,,,,,,,,
17474,2.01,4.95,478.98,403.02,,,,,,,,,
17476,2.02,4.97,459.43,403.41,,,,,,,,,
17478,2.02,5.01,381.23,401.78,,,,,,,,,
17480,2.03,4.99,430.11,403.25,,,,,,,,,
17482,2.03,4.89,488.76,407.66,,,,,,,,,
17484,2,5.05,361.68,398.33,,,,,,,,,
17486,2.01,4.95,381.23,403.02,,,,,,,,,
17488,2.01,5.02,322.58,400.32,,,,,,,,,
17490,1.99,4.98,439.88,400.07,,,,,,,,,
17492,2,4.97,439.88,401.55,,,,,,,,,
17494,2,4.99,420.33,400.46,,,,,,,,,
17496,2.01,4.99,410.56,401.39,,,,,,,,,
17498,2.01,4.98,420.33,401.94,,,,,,,,,
17500,2.02,4.94,361.68,404.5,,,,,,,,,
17502,2.03,5.03,361.68,401.63,,,,,,,,,
17504,2.01,5.05,342.13,399.25,,,,,,,,,
17506,2.02,5.01,371.46,401.78,,,,,,,,,
17508,2.01,5.02,342.13,400.32,,,,,,,,,
17510,2,4.99,381.23,400.46,,,,,,,,,
17512,2,4.93,420.33,403.18,,,,,,,,,
17514,2.01,4.99,518.08,401.39,,,,,,,,,
17516,2.01,5.01,478.98,400.86,,,,,,,,,
17518,2,5.01,459.43,399.93,,,,,,,,,
17520,2.01,4.95,459.43,403.02,,,,,,,,,
17522,2,5.01,518.08,399.93,,,,,,,,,
17524,2,4.97,576.74,401.55,,,,,,,,,
17526,2,5.01,547.41,399.93,,,,,,,,,
17528,2,4.99,576.74,400.46,,,,,,,,,
17530,1.99,4.99,498.53,399.53,,,,,,,,,
17532,2.01,4.97,469.21,402.48,,,,,,,,,
17534,1.99,4.97,469.21,400.61,,,,,,,,,
17536,2.01,5.01,430.11,400.86,,,,,,,,,
17538,2.01,5.03,420.33,399.79,,,,,,,,,
17540,2.01,5.01,371.46,400.86,,,,,,,,,
17542,2.01,4.99,361.68,401.39,,,,,,,,,
17544,2.01,4.94,351.91,403.57,,,,,,,,,
17546,2.01,4.98,381.23,401.94,,,,,,,,,
17548,2.02,5.01,381.23,401.78,,,,,,,,,
17550,2.02,5.01,420.33,401.78,,,,,,,,,
17552,2.03,5.03,439.88,401.63,,,,,,,,,
17554,2.01,4.93,400.78,404.12,,,,,,,,,
17556,2.01,4.99,381.23,401.39,,,,,,,,,
17558,2.01,4.94,420.33,403.57,,,,,,,,,
17560,2.01,4.97,459.43,402.48,,,,,,,,,
17562,2.01,5.01,459.43,400.86,,,,,,,,,
17564,2.02,4.97,469.21,403.41,,,,,,,,,
17566,2.01,5.03,566.96,399.79,,,,,,,,,
17568,2.01,5.06,459.43,398.72,,,,,,,,,
17570,2,4.97,420.33,401.55,,,,,,,,,
17572,2.01,5.09,449.66,397.67,,,,,,,,,
17574,2.02,4.99,508.31,402.32,,,,,,,,,
17576,2.03,5.03,674.49,401.63,,,,,,,,,
17578,2.02,5.01,635.39,401.78,,,,,,,,,
17580,2.01,5.06,615.84,398.72,,,,,,,,,
17582,2,4.93,537.63,403.18,,,,,,,,,
17584,2,4.98,586.51,401,,,,,,,,,
17586,2.01,4.99,596.29,401.39,,,,,,,,,
17588,2.01,4.99,527.86,401.39,,,,,,,,,
17590,2.02,4.97,566.96,403.41,,,,,,,,,
