=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.13 10:56:26 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,
Adafruit DS3502 Test,,,,,,,,,,,,,
Couldn't find DS3502 chip,,,,,,,,,,,,,
Found DS3502 chip,,,,,,,,,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),,,,,,,,,
17592,2.02,4.99,527.86,402.32,,,,,,,,,
17594,2.02,5.01,654.94,401.78,,,,,,,,,
17596,2,5.01,420.33,399.93,,,,,,,,,
17598,2.01,4.99,361.68,401.39,,,,,,,,,
17600,2,4.99,342.13,400.46,,,,,,,,,
17602,2.01,4.99,322.58,401.39,,,,,,,,,
17604,2.01,4.97,312.81,402.48,,,,,,,,,
17606,2.01,4.97,342.13,402.48,,,,,,,,,
17608,2.01,5.01,381.23,400.86,,,,,,,,,
17610,2,5.06,410.56,397.8,,,,,,,,,
17612,2.01,4.99,527.86,401.39,,,,,,,,,
17614,2.01,4.94,459.43,403.57,,,,,,,,,
17616,2.01,4.98,400.78,401.94,,,,,,,,,
17618,2.01,5.1,459.43,397.15,,,,,,,,,
17620,2.02,4.99,547.41,402.32,,,,,,,,,
17622,2.01,5.01,703.81,400.86,,,,,,,,,
17624,2.01,4.97,909.09,402.48,,,,,,,,,
17626,2.02,4.98,997.07,402.86,,,,,,,,,
17628,2.01,5.01,840.66,400.86,,,,,,,,,
17630,2.01,5.05,801.56,399.25,,,,,,,,,
17632,2,4.98,742.91,401,,,,,,,,,
17634,2.01,4.99,625.61,401.39,,,,,,,,,
17636,2.02,4.98,459.43,402.86,,,,,,,,,
17638,2.01,4.95,430.11,403.02,,,,,,,,,
17640,2,4.9,449.66,404.29,,,,,,,,,
17642,2,5.01,420.33,399.93,,,,,,,,,
17644,2.01,4.99,351.91,401.39,,,,,,,,,
17646,2.01,4.91,342.13,404.67,,,,,,,,,
17648,2,4.97,361.68,401.55,,,,,,,,,
17650,1.99,4.94,430.11,401.7,,,,,,,,,
17652,2,4.99,439.88,400.46,,,,,,,,,
17654,1.99,4.99,449.66,399.53,,,,,,,,,
17656,2,5.01,469.21,399.93,,,,,,,,,
17658,2,5.01,449.66,399.93,,,,,,,,,
17660,2.01,4.98,518.08,401.94,,,,,,,,,
17662,2.01,5.03,566.96,399.79,,,,,,,,,
17664,2.02,4.94,694.04,404.5,,,,,,,,,
17666,1.99,5.02,791.79,398.46,,,,,,,,,
17668,1.99,4.99,811.34,399.53,,,,,,,,,
17670,2.01,4.98,782.01,401.94,,,,,,,,,
17672,2,4.99,762.46,400.46,,,,,,,,,
17674,2.01,5.05,684.26,399.25,,,,,,,,,
17676,2.01,4.9,635.39,405.23,,,,,,,,,
17678,2.01,4.99,566.96,401.39,,,,,,,,,
17680,2,5.01,488.76,399.93,,,,,,,,,
17682,2.02,5.01,557.18,401.78,,,,,,,,,
17684,2.02,4.98,527.86,402.86,,,,,,,,,
17686,2.02,5.02,498.53,401.25,,,,,,,,,
17688,2.01,4.98,498.53,401.94,,,,,,,,,
17690,2.03,4.99,518.08,403.25,,,,,,,,,
17692,2.01,5.06,645.16,398.72,,,,,,,,,
17694,2.01,5.02,654.94,400.32,,,,,,,,,
17696,2.01,5.01,694.04,400.86,,,,,,,,,
17698,2,4.97,733.14,401.55,,,,,,,,,
17700,2.02,5.03,830.89,400.71,,,,,,,,,
17702,2.02,4.99,782.01,402.32,,,,,,,,,
17704,2.01,5.01,645.16,400.86,,,,,,,,,
17706,2.01,4.98,606.06,401.94,,,,,,,,,
17708,2.01,4.99,606.06,401.39,,,,,,,,,
17710,2,5.02,547.41,399.39,,,,,,,,,
17712,2.01,4.98,527.86,401.94,,,,,,,,,
17714,2,4.9,576.74,404.29,,,,,,,,,
17716,2.01,4.99,645.16,401.39,,,,,,,,,
17718,2,4.98,752.69,401,,,,,,,,,
17720,2.02,5.03,742.91,400.71,,,,,,,,,
17722,2.02,4.99,635.39,402.32,,,,,,,,,
17724,2.03,4.99,547.41,403.25,,,,,,,,,
17726,2.01,4.94,391.01,403.57,,,,,,,,,
17728,2.01,5.05,332.36,399.25,,,,,,,,,
17730,2.01,4.99,312.81,401.39,,,,,,,,,
17732,2.01,4.99,410.56,401.39,,,,,,,,,
17734,2.01,5.02,430.11,400.32,,,,,,,,,
17736,2.02,4.93,469.21,405.05,,,,,,,,,
17738,2.01,4.97,469.21,402.48,,,,,,,,,
17740,2.01,4.99,518.08,401.39,,,,,,,,,
17742,2.01,4.94,498.53,403.57,,,,,,,,,
17744,2.02,4.99,459.43,402.32,,,,,,,,,
17746,2.01,4.99,391.01,401.39,,,,,,,,,
17748,2,5.06,371.46,397.8,,,,,,,,,
17750,2.01,4.99,371.46,401.39,,,,,,,,,
17752,2.02,4.97,381.23,403.41,,,,,,,,,
17754,2,4.98,391.01,401,,,,,,,,,
17756,2.01,4.99,420.33,401.39,,,,,,,,,
17758,2.01,4.98,381.23,401.94,,,,,,,,,
17760,2.01,4.99,381.23,401.39,,,,,,,,,
17762,2.02,4.93,420.33,405.05,,,,,,,,,
17764,2.01,5.01,420.33,400.86,,,,,,,,,
17766,1.99,5.01,430.11,399,,,,,,,,,
17768,2.02,4.98,576.74,402.86,,,,,,,,,
17770,2.01,5.01,713.59,400.86,,,,,,,,,
17772,2.02,4.99,948.19,402.32,,,,,,,,,
17774,2.01,4.97,821.11,402.48,,,,,,,,,
17776,2.01,4.97,596.29,402.48,,,,,,,,,
17778,2.01,4.99,478.98,401.39,,,,,,,,,
17780,2.02,4.94,381.23,404.5,,,,,,,,,
17782,2.01,4.99,391.01,401.39,,,,,,,,,
17784,2.01,5.07,430.11,398.2,,,,,,,,,
17786,1.99,4.99,361.68,399.53,,,,,,,,,
17788,2.01,5.01,332.36,400.86,,,,,,,,,
17790,2.01,4.99,361.68,401.39,,,,,,,,,
17792,2.01,5.01,381.23,400.86,,,,,,,,,
17794,2.01,5.02,381.23,400.32,,,,,,,,,
17796,2.01,5.01,449.66,400.86,,,,,,,,,
17798,2.01,4.99,459.43,401.39,,,,,,,,,
17800,2.01,4.99,420.33,401.39,,,,,,,,,
17802,2.01,4.99,371.46,401.39,,,,,,,,,
17804,2,5.01,391.01,399.93,,,,,,,,,
17806,2.02,5.01,400.78,401.78,,,,,,,,,
17808,2.01,5.07,430.11,398.2,,,,,,,,,
17810,2.01,4.9,439.88,405.23,,,,,,,,,
17812,2,5.05,430.11,398.33,,,,,,,,,
17814,2.02,5.01,439.88,401.78,,,,,,,,,
17816,2,5.01,381.23,399.93,,,,,,,,,
17818,2.01,4.99,420.33,401.39,,,,,,,,,
17820,2.01,4.95,459.43,403.02,,,,,,,,,
17822,2,4.98,478.98,401,,,,,,,,,
17824,2.01,4.99,527.86,401.39,,,,,,,,,
17826,2.01,5.01,508.31,400.86,,,,,,,,,
17828,2.02,5.01,654.94,401.78,,,,,,,,,
17830,2,4.99,742.91,400.46,,,,,,,,,
17832,2.02,4.98,772.24,402.86,,,,,,,,,
17834,2.02,4.93,801.56,405.05,,,,,,,,,
17836,2.02,5.09,762.46,398.59,,,,,,,,,
17838,2.02,4.98,566.96,402.86,,,,,,,,,
17840,2,4.99,430.11,400.46,,,,,,,,,
17842,2,4.98,342.13,401,,,,,,,,,
17844,2.01,4.95,312.81,403.02,,,,,,,,,
17846,2.01,5.05,351.91,399.25,,,,,,,,,
17848,2.01,5.06,361.68,398.72,,,,,,,,,
17850,2.02,5.07,351.91,399.12,,,,,,,,,
17852,2.01,5.02,351.91,400.32,,,,,,,,,
17854,2.01,4.95,371.46,403.02,,,,,,,,,
17856,2,5.02,381.23,399.39,,,,,,,,,
17858,2.02,4.99,410.56,402.32,,,,,,,,,
17860,2.02,5.02,430.11,401.25,,,,,,,,,
17862,2.01,5.02,439.88,400.32,,,,,,,,,
17864,2.01,4.99,449.66,401.39,,,,,,,,,
17866,2.01,5.06,518.08,398.72,,,,,,,,,
17868,2.01,5.01,615.84,400.86,,,,,,,,,
17870,2.01,5.09,762.46,397.67,,,,,,,,,
17872,2.01,5.01,967.74,400.86,,,,,,,,,
17874,2,5.02,948.19,399.39,,,,,,,,,
17876,1.99,4.99,811.34,399.53,,,,,,,,,
17878,2,5.01,537.63,399.93,,,,,,,,,
17880,2.01,5.03,312.81,399.79,,,,,,,,,
17882,2.01,4.99,283.48,401.39,,,,,,,,,
17884,2,4.99,303.03,400.46,,,,,,,,,
17886,2,4.97,371.46,401.55,,,,,,,,,
17888,2.01,4.98,400.78,401.94,,,,,,,,,
17890,2.01,5.02,439.88,400.32,,,,,,,,,
17892,2.01,5.01,410.56,400.86,,,,,,,,,
17894,2.01,4.99,400.78,401.39,,,,,,,,,
17896,2.01,4.9,381.23,405.23,,,,,,,,,
17898,2.01,4.99,381.23,401.39,,,,,,,,,
17900,2.02,4.9,332.36,406.16,,,,,,,,,
17902,2.02,4.99,361.68,402.32,,,,,,,,,
17904,2.01,5.01,361.68,400.86,,,,,,,,,
17906,2.01,4.99,430.11,401.39,,,,,,,,,
17908,2.01,5.01,420.33,400.86,,,,,,,,,
17910,2.01,5.01,332.36,400.86,,,,,,,,,
17912,2.02,5.05,381.23,400.18,,,,,,,,,
17914,2.02,4.99,361.68,402.32,,,,,,,,,
17916,2.02,4.98,391.01,402.86,,,,,,,,,
17918,2.02,4.95,391.01,403.95,,,,,,,,,
17920,2.02,4.99,400.78,402.32,,,,,,,,,
17922,2,5.05,420.33,398.33,,,,,,,,,
17924,2.01,5.07,518.08,398.2,,,,,,,,,
17926,2,4.99,596.29,400.46,,,,,,,,,
17928,2.01,5.01,762.46,400.86,,,,,,,,,
17930,2.01,5.02,918.87,400.32,,,,,,,,,
17932,2.02,5.01,586.51,401.78,,,,,,,,,
17934,2.02,4.99,508.31,402.32,,,,,,,,,
17936,2.03,5.01,478.98,402.71,,,,,,,,,
17938,2.01,4.94,439.88,403.57,,,,,,,,,
17940,2.01,4.89,430.11,405.78,,,,,,,,,
17942,2.02,4.98,410.56,402.86,,,,,,,,,
17944,2.01,5.01,391.01,400.86,,,,,,,,,
17946,2.02,5.01,400.78,401.78,,,,,,,,,
17948,2,4.99,439.88,400.46,,,,,,,,,
17950,2.01,4.97,527.86,402.48,,,,,,,,,
17952,2.01,5.05,488.76,399.25,,,,,,,,,
17954,2.01,5.02,478.98,400.32,,,,,,,,,
17956,2.01,5.01,478.98,400.86,,,,,,,,,
17958,2,4.95,478.98,402.09,,,,,,,,,
17960,1.99,4.99,606.06,399.53,,,,,,,,,
17962,2,4.99,508.31,400.46,,,,,,,,,
17964,2,4.99,547.41,400.46,,,,,,,,,
17966,2.02,4.99,586.51,402.32,,,,,,,,,
17968,2,4.93,635.39,403.18,,,,,,,,,
17970,2.01,4.95,694.04,403.02,,,,,,,,,
17972,2.03,5.01,664.71,402.71,,,,,,,,,
17974,2.01,4.99,772.24,401.39,,,,,,,,,
17976,2.02,5.01,782.01,401.78,,,,,,,,,
17978,2.02,5.03,557.18,400.71,,,,,,,,,
17980,2,5.01,420.33,399.93,,,,,,,,,
17982,2.02,5.03,420.33,400.71,,,,,,,,,
17984,2.01,4.99,420.33,401.39,,,,,,,,,
17986,2,4.99,420.33,400.46,,,,,,,,,
17988,2.02,5.02,469.21,401.25,,,,,,,,,
17990,2.01,4.99,537.63,401.39,,,,,,,,,
17992,1.99,4.99,547.41,399.53,,,,,,,,,
17994,2.01,4.99,518.08,401.39,,,,,,,,,
17996,2,5.01,518.08,399.93,,,,,,,,,
17998,2.01,4.97,537.63,402.48,,,,,,,,,
18000,2.02,4.98,596.29,402.86,,,,,,,,,
18002,2.01,4.99,742.91,401.39,,,,,,,,,
18004,2.01,4.99,987.29,401.39,,,,,,,,,
18006,2.01,4.97,918.87,402.48,,,,,,,,,
18008,2.02,4.98,791.79,402.86,,,,,,,,,
18010,2.02,5.03,449.66,400.71,,,,,,,,,
18012,2.01,5.03,322.58,399.79,,,,,,,,,
18014,2.01,4.99,381.23,401.39,,,,,,,,,
18016,2.03,4.98,459.43,403.79,,,,,,,,,
18018,2.02,5.01,449.66,401.78,,,,,,,,,
18020,2,5.01,400.78,399.93,,,,,,,,,
18022,2.02,4.98,371.46,402.86,,,,,,,,,
18024,2.01,5.01,351.91,400.86,,,,,,,,,
18026,2,5.01,410.56,399.93,,,,,,,,,
18028,2.01,5.01,449.66,400.86,,,,,,,,,
18030,2,4.98,410.56,401,,,,,,,,,
18032,2.01,5.03,478.98,399.79,,,,,,,,,
18034,1.99,4.97,498.53,400.61,,,,,,,,,
18036,2.01,5.03,566.96,399.79,,,,,,,,,
18038,2,4.94,625.61,402.63,,,,,,,,,
18040,2,4.99,840.66,400.46,,,,,,,,,
18042,2,4.94,1075.27,402.63,,,,,,,,,
18044,2.01,4.99,860.21,401.39,,,,,,,,,
18046,2.02,5.05,869.99,400.18,,,,,,,,,
18048,2,4.98,801.56,401,,,,,,,,,
18050,2,4.99,606.06,400.46,,,,,,,,,
18052,2.02,5.01,430.11,401.78,,,,,,,,,
18054,2.02,4.98,332.36,402.86,,,,,,,,,
18056,1.99,4.99,293.26,399.53,,,,,,,,,
18058,2,4.98,293.26,401,,,,,,,,,
18060,2.01,5.01,283.48,400.86,,,,,,,,,
18062,2.03,4.98,342.13,403.79,,,,,,,,,
18064,2.01,4.97,332.36,402.48,,,,,,,,,
18066,2.01,4.97,371.46,402.48,,,,,,,,,
18068,2.01,4.98,430.11,401.94,,,,,,,,,
18070,2,4.98,508.31,401,,,,,,,,,
18072,2.01,4.98,537.63,401.94,,,,,,,,,
18074,2.03,4.98,703.81,403.79,,,,,,,,,
18076,2.01,4.95,879.77,403.02,,,,,,,,,
18078,2.02,4.97,1016.62,403.41,,,,,,,,,
18080,2.01,5.06,967.74,398.72,,,,,,,,,
18082,2.01,5.01,625.61,400.86,,,,,,,,,
18084,2.01,5.01,391.01,400.86,,,,,,,,,
18086,2.01,4.99,332.36,401.39,,,,,,,,,
18088,2.03,5.01,361.68,402.71,,,,,,,,,
18090,2.01,5.06,351.91,398.72,,,,,,,,,
18092,2.02,5.03,342.13,400.71,,,,,,,,,
18094,2.01,4.99,381.23,401.39,,,,,,,,,
18096,2.01,4.99,371.46,401.39,,,,,,,,,
18098,2.02,5.01,361.68,401.78,,,,,,,,,
18100,2,5.02,371.46,399.39,,,,,,,,,
18102,2,4.99,351.91,400.46,,,,,,,,,
18104,2.02,4.98,371.46,402.86,,,,,,,,,
18106,2.01,5.01,351.91,400.86,,,,,,,,,
18108,2.02,5.02,351.91,401.25,,,,,,,,,
18110,2,5.11,351.91,395.71,,,,,,,,,
18112,2.02,5.06,312.81,399.65,,,,,,,,,
18114,2.01,4.99,410.56,401.39,,,,,,,,,
18116,2.01,4.98,410.56,401.94,,,,,,,,,
18118,2.01,5.01,381.23,400.86,,,,,,,,,
18120,1.99,4.99,430.11,399.53,,,,,,,,,
18122,2.01,4.98,488.76,401.94,,,,,,,,,
18124,2.01,5.09,527.86,397.67,,,,,,,,,
18126,2.01,4.98,576.74,401.94,,,,,,,,,
18128,2.01,4.99,674.49,401.39,,,,,,,,,
18130,2.01,4.98,752.69,401.94,,,,,,,,,
18132,2.01,5.01,742.91,400.86,,,,,,,,,
18134,2.01,4.99,625.61,401.39,,,,,,,,,
18136,1.99,4.98,430.11,400.07,,,,,,,,,
18138,2,4.99,400.78,400.46,,,,,,,,,
18140,2.01,5.03,400.78,399.79,,,,,,,,,
18142,2.02,4.97,439.88,403.41,,,,,,,,,
18144,2.02,4.99,420.33,402.32,,,,,,,,,
18146,1.99,5.02,488.76,398.46,,,,,,,,,
18148,2.01,4.99,410.56,401.39,,,,,,,,,
18150,2.02,5.13,410.56,397.02,,,,,,,,,
18152,2.01,5.01,400.78,400.86,,,,,,,,,
18154,2.01,5.01,400.78,400.86,,,,,,,,,
18156,2.01,5.01,420.33,400.86,,,,,,,,,
18158,2.02,4.98,381.23,402.86,,,,,,,,,
18160,2.02,5.01,420.33,401.78,,,,,,,,,
18162,2.01,4.91,557.18,404.67,,,,,,,,,
18164,2.01,5.01,742.91,400.86,,,,,,,,,
18166,2.01,5.01,909.09,400.86,,,,,,,,,
18168,2.02,5.01,987.29,401.78,,,,,,,,,
18170,2.01,4.99,1085.04,401.39,,,,,,,,,
18172,2.01,4.98,723.36,401.94,,,,,,,,,
18174,2,4.98,449.66,401,,,,,,,,,
18176,2.01,4.99,332.36,401.39,,,,,,,,,
18178,2.01,4.98,312.81,401.94,,,,,,,,,
18180,2.01,4.99,254.15,401.39,,,,,,,,,
18182,2.01,5.07,273.7,398.2,,,,,,,,,
18184,2.01,4.93,303.03,404.12,,,,,,,,,
18186,2.02,4.99,322.58,402.32,,,,,,,,,
18188,2.01,4.99,351.91,401.39,,,,,,,,,
18190,2.02,5.01,351.91,401.78,,,,,,,,,
18192,2.01,4.99,371.46,401.39,,,,,,,,,
18194,2,4.97,410.56,401.55,,,,,,,,,
18196,2.01,4.98,381.23,401.94,,,,,,,,,
18198,2.01,4.94,361.68,403.57,,,,,,,,,
18200,2.02,5.01,351.91,401.78,,,,,,,,,
18202,2.02,5.02,351.91,401.25,,,,,,,,,
18204,2.01,5.01,332.36,400.86,,,,,,,,,
18206,2.01,5.01,303.03,400.86,,,,,,,,,
18208,2,5.06,342.13,397.8,,,,,,,,,
18210,2.02,4.97,381.23,403.41,,,,,,,,,
18212,2.02,5.01,371.46,401.78,,,,,,,,,
18214,2.02,5.01,537.63,401.78,,,,,,,,,
18216,2.01,5.01,674.49,400.86,,,,,,,,,
18218,2.01,5.03,801.56,399.79,,,,,,,,,
18220,2.01,5.03,948.19,399.79,,,,,,,,,
18222,2.01,4.98,967.74,401.94,,,,,,,,,
18224,2.01,4.95,596.29,403.02,,,,,,,,,
18226,2.01,4.98,547.41,401.94,,,,,,,,,
18228,2.02,5.01,459.43,401.78,,,,,,,,,
18230,2.02,5.02,381.23,401.25,,,,,,,,,
18232,2.02,4.94,391.01,404.5,,,,,,,,,
18234,2.02,4.94,391.01,404.5,,,,,,,,,
18236,2,5.01,391.01,399.93,,,,,,,,,
18238,2.01,5.01,410.56,400.86,,,,,,,,,
18240,2.01,4.98,459.43,401.94,,,,,,,,,
18242,1.99,4.99,381.23,399.53,,,,,,,,,
18244,2.01,4.99,439.88,401.39,,,,,,,,,
18246,2.02,4.93,410.56,405.05,,,,,,,,,
18248,2.02,5.03,439.88,400.71,,,,,,,,,
18250,2,4.98,537.63,401,,,,,,,,,
18252,1.98,5.01,498.53,398.06,,,,,,,,,
18254,2.01,4.99,527.86,401.39,,,,,,,,,
18256,2.01,5.05,625.61,399.25,,,,,,,,,
18258,2.01,4.97,723.36,402.48,,,,,,,,,
18260,2.01,5.03,909.09,399.79,,,,,,,,,
18262,2.01,5.1,742.91,397.15,,,,,,,,,
18264,2.01,4.99,430.11,401.39,,,,,,,,,
18266,2.01,4.97,371.46,402.48,,,,,,,,,
18268,2.01,4.99,351.91,401.39,,,,,,,,,
18270,2.01,5.02,303.03,400.32,,,,,,,,,
18272,2.01,4.98,332.36,401.94,,,,,,,,,
18274,2.01,4.89,332.36,405.78,,,,,,,,,
18276,2.02,4.99,342.13,402.32,,,,,,,,,
18278,2.01,5.05,410.56,399.25,,,,,,,,,
18280,2.02,4.99,410.56,402.32,,,,,,,,,
18282,2.01,5.01,371.46,400.86,,,,,,,,,
18284,2.02,4.98,381.23,402.86,,,,,,,,,
18286,2.01,5.01,371.46,400.86,,,,,,,,,
18288,2.01,4.98,381.23,401.94,,,,,,,,,
18290,2.02,4.94,410.56,404.5,,,,,,,,,
18292,2,4.99,410.56,400.46,,,,,,,,,
18294,2.01,5.01,420.33,400.86,,,,,,,,,
18296,2.02,5.02,518.08,401.25,,,,,,,,,
18298,2.01,5.11,625.61,396.63,,,,,,,,,
18300,2.01,4.98,723.36,401.94,,,,,,,,,
18302,2.01,5.02,703.81,400.32,,,,,,,,,
18304,2.01,5.02,615.84,400.32,,,,,,,,,
18306,2.02,5.01,674.49,401.78,,,,,,,,,
18308,2.01,5.07,723.36,398.2,,,,,,,,,
18310,1.99,4.97,801.56,400.61,,,,,,,,,
18312,2.01,4.98,899.32,401.94,,,,,,,,,
18314,2.01,4.99,821.11,401.39,,,,,,,,,
18316,2,5.01,782.01,399.93,,,,,,,,,
18318,2.01,4.99,576.74,401.39,,,,,,,,,
18320,2,5.06,420.33,397.8,,,,,,,,,
18322,2.02,4.91,371.46,405.61,,,,,,,,,
18324,2.01,5.02,391.01,400.32,,,,,,,,,
18326,2.01,4.99,439.88,401.39,,,,,,,,,
18328,2.01,5.01,449.66,400.86,,,,,,,,,
18330,2.01,5.09,420.33,397.67,,,,,,,,,
18332,2.02,4.99,420.33,402.32,,,,,,,,,
18334,2.01,5.09,410.56,397.67,,,,,,,,,
18336,2,5.09,410.56,396.75,,,,,,,,,
18338,2,4.95,430.11,402.09,,,,,,,,,
18340,2.01,5.01,449.66,400.86,,,,,,,,,
18342,2.01,4.89,439.88,405.78,,,,,,,,,
18344,2.01,4.98,439.88,401.94,,,,,,,,,
18346,2.02,4.97,391.01,403.41,,,,,,,,,
18348,2.01,5.09,410.56,397.67,,,,,,,,,
18350,2.01,4.98,371.46,401.94,,,,,,,,,
18352,2.03,4.97,391.01,404.34,,,,,,,,,
18354,2.01,4.98,430.11,401.94,,,,,,,,,
18356,2.01,4.99,527.86,401.39,,,,,,,,,
18358,2,5.01,596.29,399.93,,,,,,,,,
18360,2.01,4.99,713.59,401.39,,,,,,,,,
18362,2,4.99,694.04,400.46,,,,,,,,,
18364,2.01,5.01,723.36,400.86,,,,,,,,,
18366,2.01,4.89,684.26,405.78,,,,,,,,,
18368,1.98,5.05,664.71,396.47,,,,,,,,,
18370,2.01,4.98,752.69,401.94,,,,,,,,,
18372,2,5.02,869.99,399.39,,,,,,,,,
18374,1.99,5.01,1104.59,399,,,,,,,,,
18376,2,5.07,1231.67,397.27,,,,,,,,,
18378,2,4.99,625.61,400.46,,,,,,,,,
18380,2.02,5.02,410.56,401.25,,,,,,,,,
18382,1.99,5.02,351.91,398.46,,,,,,,,,
18384,2,4.98,410.56,401,,,,,,,,,
18386,1.99,5.01,410.56,399,,,,,,,,,
18388,2.01,4.99,410.56,401.39,,,,,,,,,
18390,2.01,4.99,449.66,401.39,,,,,,,,,
18392,2.02,5.01,410.56,401.78,,,,,,,,,
18394,2.01,5.01,371.46,400.86,,,,,,,,,
18396,2.02,5.02,410.56,401.25,,,,,,,,,
18398,2,4.98,381.23,401,,,,,,,,,
18400,2.01,4.99,342.13,401.39,,,,,,,,,
18402,2.02,5.02,391.01,401.25,,,,,,,,,
18404,2.01,4.99,361.68,401.39,,,,,,,,,
18406,2.01,4.99,420.33,401.39,,,,,,,,,
18408,2.01,5.01,381.23,400.86,,,,,,,,,
18410,2.01,4.95,351.91,403.02,,,,,,,,,
18412,2.03,4.99,351.91,403.25,,,,,,,,,
18414,2.02,4.95,342.13,403.95,,,,,,,,,
18416,2.01,4.97,332.36,402.48,,,,,,,,,
18418,2.02,5.01,361.68,401.78,,,,,,,,,
18420,2.02,5.02,400.78,401.25,,,,,,,,,
18422,2.01,4.99,537.63,401.39,,,,,,,,,
18424,2.02,5.01,654.94,401.78,,,,,,,,,
18426,2.01,4.98,742.91,401.94,,,,,,,,,
18428,2.02,4.99,879.77,402.32,,,,,,,,,
18430,2.01,4.97,889.54,402.48,,,,,,,,,
18432,2,5.02,654.94,399.39,,,,,,,,,
18434,2,5.01,449.66,399.93,,,,,,,,,
18436,2.01,4.99,361.68,401.39,,,,,,,,,
18438,2.03,4.97,254.15,404.34,,,,,,,,,
18440,2.01,4.98,224.83,401.94,,,,,,,,,
18442,2,4.98,303.03,401,,,,,,,,,
18444,2.01,5.01,322.58,400.86,,,,,,,,,
18446,2,4.99,361.68,400.46,,,,,,,,,
18448,2.01,4.99,410.56,401.39,,,,,,,,,
18450,2.01,4.97,488.76,402.48,,,,,,,,,
18452,2,4.97,430.11,401.55,,,,,,,,,
18454,2.02,4.98,381.23,402.86,,,,,,,,,
18456,2,4.94,361.68,402.63,,,,,,,,,
18458,2.01,4.98,322.58,401.94,,,,,,,,,
18460,2,4.99,293.26,400.46,,,,,,,,,
18462,2.02,4.99,293.26,402.32,,,,,,,,,
18464,2.01,5.01,361.68,400.86,,,,,,,,,
18466,2.01,4.99,293.26,401.39,,,,,,,,,
18468,2.01,4.99,283.48,401.39,,,,,,,,,
18470,2,4.9,244.38,404.29,,,,,,,,,
18472,2.01,5.02,273.7,400.32,,,,,,,,,
18474,2.02,5.01,293.26,401.78,,,,,,,,,
18476,2.01,4.97,303.03,402.48,,,,,,,,,
18478,2.01,5.02,361.68,400.32,,,,,,,,,
18480,2.01,4.94,342.13,403.57,,,,,,,,,
18482,2.01,5.05,361.68,399.25,,,,,,,,,
18484,2.03,5.01,361.68,402.71,,,,,,,,,
18486,2,4.99,332.36,400.46,,,,,,,,,
18488,2.01,5.01,381.23,400.86,,,,,,,,,
18490,2.01,4.97,420.33,402.48,,,,,,,,,
18492,2.02,5.1,322.58,398.07,,,,,,,,,
18494,2.02,5.02,303.03,401.25,,,,,,,,,
18496,2.01,4.99,303.03,401.39,,,,,,,,,
18498,2.01,5.01,293.26,400.86,,,,,,,,,
18500,1.99,4.98,303.03,400.07,,,,,,,,,
18502,2.01,4.98,371.46,401.94,,,,,,,,,
18504,2,4.99,400.78,400.46,,,,,,,,,
18506,2,5.02,459.43,399.39,,,,,,,,,
18508,2,4.97,469.21,401.55,,,,,,,,,
18510,2,4.99,586.51,400.46,,,,,,,,,
18512,2.01,5.01,547.41,400.86,,,,,,,,,
18514,2,5.01,566.96,399.93,,,,,,,,,
18516,2,4.97,586.51,401.55,,,,,,,,,
18518,2.01,4.98,498.53,401.94,,,,,,,,,
18520,2.01,5.05,430.11,399.25,,,,,,,,,
18522,2.01,4.99,459.43,401.39,,,,,,,,,
18524,2.01,5.07,420.33,398.2,,,,,,,,,
18526,2.01,4.98,410.56,401.94,,,,,,,,,
18528,2.01,5.01,381.23,400.86,,,,,,,,,
18530,2.01,5.03,420.33,399.79,,,,,,,,,
18532,2.02,4.97,391.01,403.41,,,,,,,,,
18534,2,5.03,342.13,398.86,,,,,,,,,
18536,2.02,4.99,371.46,402.32,,,,,,,,,
18538,2.02,5.01,410.56,401.78,,,,,,,,,
18540,2.01,4.99,508.31,401.39,,,,,,,,,
18542,2,4.98,645.16,401,,,,,,,,,
18544,2.02,5.09,909.09,398.59,,,,,,,,,
18546,2.03,4.99,1192.57,403.25,,,,,,,,,
18548,2.01,4.98,1133.92,401.94,,,,,,,,,
18550,2.01,5.11,889.54,396.63,,,,,,,,,
18552,2.01,4.98,625.61,401.94,,,,,,,,,
18554,2.02,4.93,391.01,405.05,,,,,,,,,
18556,2,4.97,342.13,401.55,,,,,,,,,
18558,2.01,5.03,283.48,399.79,,,,,,,,,
18560,2.01,4.99,283.48,401.39,,,,,,,,,
18562,2.02,4.93,332.36,405.05,,,,,,,,,
18564,2.01,4.93,400.78,404.12,,,,,,,,,
18566,1.99,4.98,400.78,400.07,,,,,,,,,
18568,2.01,5.02,361.68,400.32,,,,,,,,,
18570,2.03,5.01,410.56,402.71,,,,,,,,,
18572,2.02,4.97,410.56,403.41,,,,,,,,,
18574,2.01,5.03,391.01,399.79,,,,,,,,,
18576,2,5.01,430.11,399.93,,,,,,,,,
18578,2.01,5.01,478.98,400.86,,,,,,,,,
18580,2.02,4.93,400.78,405.05,,,,,,,,,
18582,2.01,4.99,420.33,401.39,,,,,,,,,
18584,2.02,5.06,391.01,399.65,,,,,,,,,
18586,2.01,5.11,391.01,396.63,,,,,,,,,
18588,2,4.98,430.11,401,,,,,,,,,
18590,2.01,5.01,498.53,400.86,,,,,,,,,
