# material: PETG,,,,,,,,,,,,,,,,
# geometry: oct,,,,,,,,,,,,,,,,
# preform_diameter: 20.0,,,,,,,,,,,,,,,,
# material_color: black,,,,,,,,,,,,,,,,
# temperature_C: 160.0,,,,,,,,,,,,,,,,
# drawdown_ratio: 50.0,,,,,,,,,,,,,,,,
# trial_number: 011,,,,,,,,,,,,,,,,
# operator: Kevin Liu,,,,,,,,,,,,,,,,
# start_time: 2025-07-31 13:48:20,,,,,,,,,,,,,,,,
# notes: PI control system active. Horizontally printed preform 0 deg raster. 010 glitched,,,,,,,,,,,,,,,,
Time(s),Feed(mm/min),Wind(m/min),Diameter(um),Predicted_diameter(um),,,,,,,,,,,,
253.7,1.99,5.3,342.13,369.46,,,,,,,,,,,,
253.9,1.98,5.3,351.91,368.59,,,,,,,,,,,,
254.1,1.99,5.3,342.13,369.46,,,,,,,,,,,,
254.3,1.98,5.3,351.91,368.59,,,,,,,,,,,,
254.5,1.98,5.3,342.13,368.59,,,,,,,,,,,,
254.7,1.98,5.3,351.91,368.59,,,,,,,,,,,,
254.9,1.99,5.3,371.46,369.46,,,,,,,,,,,,
255.1,1.98,5.3,371.46,368.59,,,,,,,,,,,,
255.3,1.99,5.3,361.68,369.46,,,,,,,,,,,,
255.5,1.99,5.3,342.13,369.46,,,,,,,,,,,,
255.7,1.98,5.3,361.68,368.59,,,,,,,,,,,,
255.9,1.99,5.3,342.13,369.46,,,,,,,,,,,,
256.1,1.98,5.3,371.46,368.59,,,,,,,,,,,,
256.3,1.98,5.3,371.46,368.59,,,,,,,,,,,,
256.5,1.98,5.3,391.01,368.59,,,,,,,,,,,,
256.7,1.98,5.3,371.46,368.59,,,,,,,,,,,,
256.9,1.98,5.3,361.68,368.59,,,,,,,,,,,,
257.1,1.98,5.3,361.68,368.59,,,,,,,,,,,,
257.3,1.98,5.3,381.23,368.59,,,,,,,,,,,,
257.5,1.99,5.3,371.46,369.46,,,,,,,,,,,,
257.7,1.97,5.3,371.46,367.73,,,,,,,,,,,,
257.9,1.99,5.3,351.91,369.46,,,,,,,,,,,,
258.1,1.99,5.3,332.36,369.46,,,,,,,,,,,,
258.3,1.99,5.3,361.68,369.46,,,,,,,,,,,,
258.5,1.99,5.3,361.68,369.46,,,,,,,,,,,,
258.7,1.98,5.3,371.46,368.59,,,,,,,,,,,,
258.9,2,5.3,351.91,370.32,,,,,,,,,,,,
259.1,1.99,5.3,351.91,369.46,,,,,,,,,,,,
259.3,1.99,5.3,351.91,369.46,,,,,,,,,,,,
259.5,1.99,5.3,381.23,369.46,,,,,,,,,,,,
259.7,1.98,5.3,361.68,368.59,,,,,,,,,,,,
259.9,1.98,5.3,391.01,368.59,,,,,,,,,,,,
260.1,1.99,5.3,381.23,369.46,,,,,,,,,,,,
260.3,1.98,5.3,391.01,368.59,,,,,,,,,,,,
260.5,1.99,5.3,361.68,369.46,,,,,,,,,,,,
260.7,1.99,5.3,361.68,369.46,,,,,,,,,,,,
260.9,1.98,5.3,391.01,368.59,,,,,,,,,,,,
261.1,1.98,5.3,371.46,368.59,,,,,,,,,,,,
261.3,1.99,5.3,400.78,369.46,,,,,,,,,,,,
261.5,1.99,5.3,391.01,369.46,,,,,,,,,,,,
261.7,1.98,5.3,400.78,368.59,,,,,,,,,,,,
261.9,1.99,5.3,371.46,369.46,,,,,,,,,,,,
262.1,1.98,5.3,381.23,368.59,,,,,,,,,,,,
262.3,1.98,5.3,351.91,368.59,,,,,,,,,,,,
262.5,1.99,5.3,371.46,369.46,,,,,,,,,,,,
262.7,1.99,5.3,351.91,369.46,,,,,,,,,,,,
262.9,1.98,5.3,391.01,368.59,,,,,,,,,,,,
263.1,1.99,5.3,351.91,369.46,,,,,,,,,,,,
263.3,1.98,5.19,361.68,372.41,,,,,,,,,,,,
263.5,1.98,5.19,371.46,372.41,,,,,,,,,,,,
263.7,1.99,5.19,371.46,373.29,,,,,,,,,,,,
263.9,1.98,5.19,381.23,372.41,,,,,,,,,,,,
264.1,1.98,5.19,351.91,372.41,,,,,,,,,,,,
264.3,1.98,5.19,361.68,372.41,,,,,,,,,,,,
264.5,1.99,5.19,351.91,373.29,,,,,,,,,,,,
264.7,1.97,5.19,371.46,371.54,,,,,,,,,,,,
264.9,1.99,5.19,371.46,373.29,,,,,,,,,,,,
265.1,1.98,5.19,361.68,372.41,,,,,,,,,,,,
265.3,1.99,5.19,371.46,373.29,,,,,,,,,,,,
265.5,1.98,5.19,381.23,372.41,,,,,,,,,,,,
265.7,1.97,5.19,371.46,371.54,,,,,,,,,,,,
265.9,1.98,5.19,361.68,372.41,,,,,,,,,,,,
266.1,1.98,5.19,391.01,372.41,,,,,,,,,,,,
266.3,1.99,5.19,381.23,373.29,,,,,,,,,,,,
266.5,1.99,5.19,371.46,373.29,,,,,,,,,,,,
266.7,1.99,5.19,371.46,373.29,,,,,,,,,,,,
266.9,1.99,5.19,361.68,373.29,,,,,,,,,,,,
267.1,1.99,5.19,371.46,373.29,,,,,,,,,,,,
267.3,1.99,5.19,381.23,373.29,,,,,,,,,,,,
267.5,1.98,5.19,371.46,372.41,,,,,,,,,,,,
267.7,1.99,5.19,371.46,373.29,,,,,,,,,,,,
267.9,1.98,5.19,361.68,372.41,,,,,,,,,,,,
268.1,1.98,5.19,371.46,372.41,,,,,,,,,,,,
268.3,1.99,5.19,351.91,373.29,,,,,,,,,,,,
268.5,1.98,5.19,381.23,372.41,,,,,,,,,,,,
268.7,1.99,5.19,381.23,373.29,,,,,,,,,,,,
268.9,1.98,5.19,391.01,372.41,,,,,,,,,,,,
269.1,1.99,5.19,410.56,373.29,,,,,,,,,,,,
269.3,1.98,5.19,371.46,372.41,,,,,,,,,,,,
269.5,1.98,5.19,351.91,372.41,,,,,,,,,,,,
269.7,1.98,5.19,361.68,372.41,,,,,,,,,,,,
269.9,1.99,5.19,351.91,373.29,,,,,,,,,,,,
270.1,1.99,5.19,342.13,373.29,,,,,,,,,,,,
270.3,1.98,5.19,342.13,372.41,,,,,,,,,,,,
270.5,1.99,5.19,361.68,373.29,,,,,,,,,,,,
270.7,1.98,5.19,361.68,372.41,,,,,,,,,,,,
270.9,1.98,5.19,361.68,372.41,,,,,,,,,,,,
271.1,1.98,5.19,371.46,372.41,,,,,,,,,,,,
271.3,1.98,5.19,351.91,372.41,,,,,,,,,,,,
271.5,1.98,5.19,351.91,372.41,,,,,,,,,,,,
271.7,1.98,5.19,361.68,372.41,,,,,,,,,,,,
271.9,1.98,5.19,361.68,372.41,,,,,,,,,,,,
272.1,1.98,5.19,381.23,372.41,,,,,,,,,,,,
272.3,1.99,5.19,371.46,373.29,,,,,,,,,,,,
272.5,1.99,5.19,381.23,373.29,,,,,,,,,,,,
272.7,1.99,5.19,381.23,373.29,,,,,,,,,,,,
272.9,1.97,5.19,391.01,371.54,,,,,,,,,,,,
273.1,1.98,5.19,381.23,372.41,,,,,,,,,,,,
273.3,1.97,5.19,381.23,371.54,,,,,,,,,,,,
273.5,1.99,5.19,381.23,373.29,,,,,,,,,,,,
273.7,1.98,5.19,410.56,372.41,,,,,,,,,,,,
273.9,1.99,5.19,391.01,373.29,,,,,,,,,,,,
274.1,1.99,5.19,371.46,373.29,,,,,,,,,,,,
274.3,1.99,5.19,371.46,373.29,,,,,,,,,,,,
274.5,1.99,5.19,371.46,373.29,,,,,,,,,,,,
274.7,1.97,5.19,391.01,371.54,,,,,,,,,,,,
274.9,1.99,5.19,351.91,373.29,,,,,,,,,,,,
275.1,1.98,5.08,381.23,376.35,,,,,,,,,,,,
275.3,1.99,5.08,371.46,377.24,,,,,,,,,,,,
275.5,1.98,5.08,381.23,376.35,,,,,,,,,,,,
275.7,1.98,5.08,371.46,376.35,,,,,,,,,,,,
275.9,1.99,5.08,371.46,377.24,,,,,,,,,,,,
276.1,1.98,5.08,391.01,376.35,,,,,,,,,,,,
276.3,1.98,5.08,361.68,376.35,,,,,,,,,,,,
276.5,1.97,5.08,381.23,375.47,,,,,,,,,,,,
276.7,1.99,5.08,391.01,377.24,,,,,,,,,,,,
276.9,1.99,5.08,391.01,377.24,,,,,,,,,,,,
277.1,1.98,5.08,371.46,376.35,,,,,,,,,,,,
277.3,1.97,5.08,381.23,375.47,,,,,,,,,,,,
277.5,1.99,5.08,361.68,377.24,,,,,,,,,,,,
277.7,1.99,5.08,371.46,377.24,,,,,,,,,,,,
277.9,1.98,5.08,381.23,376.35,,,,,,,,,,,,
278.1,1.98,5.08,371.46,376.35,,,,,,,,,,,,
278.3,1.99,5.08,371.46,377.24,,,,,,,,,,,,
278.5,1.98,5.08,351.91,376.35,,,,,,,,,,,,
278.7,1.98,5.08,371.46,376.35,,,,,,,,,,,,
278.9,1.98,5.08,371.46,376.35,,,,,,,,,,,,
279.1,1.98,5.08,371.46,376.35,,,,,,,,,,,,
279.3,1.98,5.08,351.91,376.35,,,,,,,,,,,,
279.5,1.99,5.08,371.46,377.24,,,,,,,,,,,,
279.7,1.99,5.08,351.91,377.24,,,,,,,,,,,,
279.9,1.97,5.08,371.46,375.47,,,,,,,,,,,,
280.1,1.98,5.08,351.91,376.35,,,,,,,,,,,,
280.3,1.98,5.08,371.46,376.35,,,,,,,,,,,,
280.5,1.99,5.08,371.46,377.24,,,,,,,,,,,,
280.7,1.98,5.08,361.68,376.35,,,,,,,,,,,,
280.9,1.99,5.08,371.46,377.24,,,,,,,,,,,,
281.1,1.98,5.08,351.91,376.35,,,,,,,,,,,,
281.3,1.99,5.08,371.46,377.24,,,,,,,,,,,,
281.5,1.99,5.08,342.13,377.24,,,,,,,,,,,,
281.7,1.99,5.08,371.46,377.24,,,,,,,,,,,,
281.9,1.99,5.08,342.13,377.24,,,,,,,,,,,,
282.1,1.98,5.08,371.46,376.35,,,,,,,,,,,,
282.3,1.99,5.08,351.91,377.24,,,,,,,,,,,,
282.5,1.98,5.08,371.46,376.35,,,,,,,,,,,,
282.7,1.99,5.08,361.68,377.24,,,,,,,,,,,,
282.9,1.99,5.08,371.46,377.24,,,,,,,,,,,,
283.1,1.99,5.08,381.23,377.24,,,,,,,,,,,,
283.3,1.98,5.08,391.01,376.35,,,,,,,,,,,,
283.5,1.98,5.08,371.46,376.35,,,,,,,,,,,,
283.7,1.99,5.08,391.01,377.24,,,,,,,,,,,,
283.9,1.99,5.08,361.68,377.24,,,,,,,,,,,,
284.1,1.98,5.08,381.23,376.35,,,,,,,,,,,,
284.3,1.98,5.08,371.46,376.35,,,,,,,,,,,,
284.5,1.98,5.08,381.23,376.35,,,,,,,,,,,,
284.7,1.99,5.08,381.23,377.24,,,,,,,,,,,,
284.9,1.97,5.08,361.68,375.47,,,,,,,,,,,,
285.1,1.99,5.08,351.91,377.24,,,,,,,,,,,,
285.3,1.99,5.08,361.68,377.24,,,,,,,,,,,,
285.5,1.99,5.08,361.68,377.24,,,,,,,,,,,,
285.7,1.98,5.08,351.91,376.35,,,,,,,,,,,,
285.9,1.99,5.08,371.46,377.24,,,,,,,,,,,,
286.1,1.98,5.08,361.68,376.35,,,,,,,,,,,,
286.3,1.99,5.08,381.23,377.24,,,,,,,,,,,,
286.5,1.99,5.08,381.23,377.24,,,,,,,,,,,,
286.7,1.97,5.08,361.68,375.47,,,,,,,,,,,,
286.9,1.99,5.08,342.13,377.24,,,,,,,,,,,,
287.1,1.98,4.97,361.68,380.42,,,,,,,,,,,,
287.3,1.98,4.97,342.13,380.42,,,,,,,,,,,,
287.5,1.99,4.97,342.13,381.32,,,,,,,,,,,,
287.7,1.98,4.97,332.36,380.42,,,,,,,,,,,,
287.9,1.99,4.97,361.68,381.32,,,,,,,,,,,,
288.1,1.99,4.97,351.91,381.32,,,,,,,,,,,,
288.3,1.97,4.97,371.46,379.53,,,,,,,,,,,,
288.5,1.98,4.97,361.68,380.42,,,,,,,,,,,,
288.7,1.98,4.97,342.13,380.42,,,,,,,,,,,,
288.9,1.98,4.97,361.68,380.42,,,,,,,,,,,,
289.1,1.98,4.97,361.68,380.42,,,,,,,,,,,,
289.3,1.98,4.97,371.46,380.42,,,,,,,,,,,,
289.5,1.98,4.97,351.91,380.42,,,,,,,,,,,,
289.7,1.98,4.97,381.23,380.42,,,,,,,,,,,,
289.9,1.99,4.97,381.23,381.32,,,,,,,,,,,,
290.1,1.97,4.97,381.23,379.53,,,,,,,,,,,,
290.3,1.99,4.97,371.46,381.32,,,,,,,,,,,,
290.5,1.99,4.97,391.01,381.32,,,,,,,,,,,,
290.7,1.99,4.97,381.23,381.32,,,,,,,,,,,,
290.9,1.98,4.97,391.01,380.42,,,,,,,,,,,,
291.1,1.99,4.97,371.46,381.32,,,,,,,,,,,,
291.3,1.99,4.97,361.68,381.32,,,,,,,,,,,,
291.5,1.99,4.97,371.46,381.32,,,,,,,,,,,,
291.7,1.99,4.97,361.68,381.32,,,,,,,,,,,,
291.9,1.98,4.97,371.46,380.42,,,,,,,,,,,,
292.1,1.99,4.97,361.68,381.32,,,,,,,,,,,,
292.3,1.98,4.97,371.46,380.42,,,,,,,,,,,,
292.5,1.98,4.97,371.46,380.42,,,,,,,,,,,,
292.7,1.98,4.97,361.68,380.42,,,,,,,,,,,,
292.9,1.99,4.97,381.23,381.32,,,,,,,,,,,,
293.1,1.98,4.97,361.68,380.42,,,,,,,,,,,,
293.3,1.99,4.97,371.46,381.32,,,,,,,,,,,,
293.5,1.98,4.97,361.68,380.42,,,,,,,,,,,,
293.7,1.99,4.97,371.46,381.32,,,,,,,,,,,,
293.9,1.98,4.97,371.46,380.42,,,,,,,,,,,,
294.1,1.99,4.97,381.23,381.32,,,,,,,,,,,,
294.3,1.99,4.97,391.01,381.32,,,,,,,,,,,,
294.5,1.99,4.97,391.01,381.32,,,,,,,,,,,,
294.7,1.99,4.97,400.78,381.32,,,,,,,,,,,,
294.9,1.98,4.97,361.68,380.42,,,,,,,,,,,,
295.1,1.99,4.97,391.01,381.32,,,,,,,,,,,,
295.3,1.99,4.97,371.46,381.32,,,,,,,,,,,,
295.5,1.98,4.97,400.78,380.42,,,,,,,,,,,,
295.7,1.98,4.97,371.46,380.42,,,,,,,,,,,,
295.9,1.97,4.97,381.23,379.53,,,,,,,,,,,,
296.1,1.99,4.97,371.46,381.32,,,,,,,,,,,,
296.3,1.97,4.97,391.01,379.53,,,,,,,,,,,,
296.5,1.97,4.97,381.23,379.53,,,,,,,,,,,,
296.7,1.98,4.97,371.46,380.42,,,,,,,,,,,,
296.9,1.99,4.97,371.46,381.32,,,,,,,,,,,,
297.1,1.99,4.97,371.46,381.32,,,,,,,,,,,,
297.3,1.97,4.97,361.68,379.53,,,,,,,,,,,,
297.5,1.98,4.86,361.68,384.63,,,,,,,,,,,,
297.7,1.98,4.86,371.46,384.63,,,,,,,,,,,,
297.9,1.99,4.86,371.46,385.53,,,,,,,,,,,,
298.1,1.99,4.86,381.23,385.53,,,,,,,,,,,,
298.3,1.98,4.86,371.46,384.63,,,,,,,,,,,,
298.5,1.98,4.86,361.68,384.63,,,,,,,,,,,,
298.7,1.98,4.86,371.46,384.63,,,,,,,,,,,,
298.9,1.98,4.86,381.23,384.63,,,,,,,,,,,,
299.1,1.97,4.86,400.78,383.72,,,,,,,,,,,,
299.3,1.98,4.86,351.91,384.63,,,,,,,,,,,,
299.5,1.97,4.86,381.23,383.72,,,,,,,,,,,,
299.7,1.99,4.86,371.46,385.53,,,,,,,,,,,,
299.9,1.97,4.86,371.46,383.72,,,,,,,,,,,,
300.1,1.98,4.86,361.68,384.63,,,,,,,,,,,,
300.3,1.98,4.86,361.68,384.63,,,,,,,,,,,,
300.5,1.99,4.86,381.23,385.53,,,,,,,,,,,,
300.7,1.99,4.86,391.01,385.53,,,,,,,,,,,,
300.9,1.97,4.86,400.78,383.72,,,,,,,,,,,,
301.1,1.99,4.86,371.46,385.53,,,,,,,,,,,,
301.3,1.98,4.86,391.01,384.63,,,,,,,,,,,,
301.5,1.99,4.86,381.23,385.53,,,,,,,,,,,,
301.7,1.98,4.86,391.01,384.63,,,,,,,,,,,,
301.9,1.99,4.86,381.23,385.53,,,,,,,,,,,,
302.1,1.98,4.86,371.46,384.63,,,,,,,,,,,,
302.3,1.99,4.86,400.78,385.53,,,,,,,,,,,,
302.5,1.99,4.86,371.46,385.53,,,,,,,,,,,,
302.7,1.98,4.86,381.23,384.63,,,,,,,,,,,,
302.9,1.99,4.86,391.01,385.53,,,,,,,,,,,,
303.1,1.98,4.86,400.78,384.63,,,,,,,,,,,,
303.3,1.99,4.86,371.46,385.53,,,,,,,,,,,,
303.5,1.98,4.86,391.01,384.63,,,,,,,,,,,,
303.7,1.99,4.86,361.68,385.53,,,,,,,,,,,,
303.9,1.99,4.86,361.68,385.53,,,,,,,,,,,,
304.1,1.99,4.86,371.46,385.53,,,,,,,,,,,,
304.3,1.98,4.86,371.46,384.63,,,,,,,,,,,,
304.5,1.99,4.86,361.68,385.53,,,,,,,,,,,,
304.7,1.99,4.86,371.46,385.53,,,,,,,,,,,,
304.9,1.99,4.86,381.23,385.53,,,,,,,,,,,,
305.1,1.98,4.86,381.23,384.63,,,,,,,,,,,,
305.3,1.99,4.86,381.23,385.53,,,,,,,,,,,,
305.5,1.99,4.86,371.46,385.53,,,,,,,,,,,,
305.7,1.99,4.86,391.01,385.53,,,,,,,,,,,,
305.9,1.99,4.86,381.23,385.53,,,,,,,,,,,,
306.1,1.98,4.86,381.23,384.63,,,,,,,,,,,,
306.3,1.99,4.86,361.68,385.53,,,,,,,,,,,,
306.5,1.97,4.86,400.78,383.72,,,,,,,,,,,,
306.7,1.99,4.86,361.68,385.53,,,,,,,,,,,,
306.9,1.99,4.86,381.23,385.53,,,,,,,,,,,,
307.1,1.99,4.86,361.68,385.53,,,,,,,,,,,,
307.3,1.99,4.86,371.46,385.53,,,,,,,,,,,,
307.5,1.99,4.86,381.23,385.53,,,,,,,,,,,,
307.7,1.97,4.86,381.23,383.72,,,,,,,,,,,,
307.9,1.98,4.86,351.91,384.63,,,,,,,,,,,,
308.1,1.98,4.86,371.46,384.63,,,,,,,,,,,,
308.3,1.97,4.86,371.46,383.72,,,,,,,,,,,,
308.5,1.98,4.86,391.01,384.63,,,,,,,,,,,,
308.7,1.98,4.86,381.23,384.63,,,,,,,,,,,,
308.9,1.98,4.86,361.68,384.63,,,,,,,,,,,,
309.1,1.99,4.86,371.46,385.53,,,,,,,,,,,,
309.3,1.99,4.86,361.68,385.53,,,,,,,,,,,,
309.5,1.97,4.86,381.23,383.72,,,,,,,,,,,,
309.7,1.99,4.86,351.91,385.53,,,,,,,,,,,,
309.9,1.98,4.86,361.68,384.63,,,,,,,,,,,,
310.1,1.99,4.86,391.01,385.53,,,,,,,,,,,,
310.3,1.98,4.86,371.46,384.63,,,,,,,,,,,,
310.5,1.99,4.86,381.23,385.53,,,,,,,,,,,,
310.7,1.98,4.86,381.23,384.63,,,,,,,,,,,,
310.9,1.99,4.86,391.01,385.53,,,,,,,,,,,,
311.1,1.99,4.86,371.46,385.53,,,,,,,,,,,,
311.3,1.97,4.86,391.01,383.72,,,,,,,,,,,,
311.5,1.98,4.86,371.46,384.63,,,,,,,,,,,,
311.7,1.98,4.86,381.23,384.63,,,,,,,,,,,,
311.9,1.99,4.86,391.01,385.53,,,,,,,,,,,,
312.1,1.98,4.86,400.78,384.63,,,,,,,,,,,,
312.3,1.99,4.76,371.46,389.89,,,,,,,,,,,,
312.5,1.99,4.76,381.23,389.89,,,,,,,,,,,,
312.7,1.98,4.76,400.78,388.97,,,,,,,,,,,,
312.9,1.98,4.76,400.78,388.97,,,,,,,,,,,,
313.1,1.98,4.76,410.56,388.97,,,,,,,,,,,,
313.3,1.99,4.76,391.01,389.89,,,,,,,,,,,,
313.5,1.98,4.76,391.01,388.97,,,,,,,,,,,,
313.7,1.98,4.76,381.23,388.97,,,,,,,,,,,,
313.9,1.98,4.76,400.78,388.97,,,,,,,,,,,,
314.1,1.99,4.76,371.46,389.89,,,,,,,,,,,,
314.3,1.99,4.76,381.23,389.89,,,,,,,,,,,,
314.5,1.98,4.76,381.23,388.97,,,,,,,,,,,,
314.7,1.98,4.76,391.01,388.97,,,,,,,,,,,,
314.9,1.98,4.76,381.23,388.97,,,,,,,,,,,,
315.1,1.98,4.76,391.01,388.97,,,,,,,,,,,,
315.3,1.99,4.76,400.78,389.89,,,,,,,,,,,,
315.5,1.98,4.76,391.01,388.97,,,,,,,,,,,,
315.7,1.98,4.76,381.23,388.97,,,,,,,,,,,,
315.9,1.99,4.76,391.01,389.89,,,,,,,,,,,,
316.1,1.99,4.76,381.23,389.89,,,,,,,,,,,,
316.3,1.99,4.76,381.23,389.89,,,,,,,,,,,,
316.5,1.99,4.76,410.56,389.89,,,,,,,,,,,,
316.7,1.98,4.76,371.46,388.97,,,,,,,,,,,,
316.9,1.98,4.76,391.01,388.97,,,,,,,,,,,,
317.1,1.99,4.76,371.46,389.89,,,,,,,,,,,,
317.3,1.98,4.76,400.78,388.97,,,,,,,,,,,,
317.5,1.99,4.76,371.46,389.89,,,,,,,,,,,,
317.7,1.99,4.76,371.46,389.89,,,,,,,,,,,,
317.9,1.99,4.76,381.23,389.89,,,,,,,,,,,,
318.1,1.99,4.76,381.23,389.89,,,,,,,,,,,,
318.3,1.98,4.76,400.78,388.97,,,,,,,,,,,,
318.5,1.99,4.76,381.23,389.89,,,,,,,,,,,,
318.7,1.99,4.76,400.78,389.89,,,,,,,,,,,,
318.9,1.99,4.76,371.46,389.89,,,,,,,,,,,,
319.1,1.99,4.76,381.23,389.89,,,,,,,,,,,,
319.3,1.99,4.76,371.46,389.89,,,,,,,,,,,,
319.5,1.99,4.76,381.23,389.89,,,,,,,,,,,,
319.7,1.98,4.76,410.56,388.97,,,,,,,,,,,,
319.9,1.97,4.76,410.56,388.06,,,,,,,,,,,,
320.1,1.99,4.76,381.23,389.89,,,,,,,,,,,,
320.3,1.98,4.76,400.78,388.97,,,,,,,,,,,,
320.5,1.99,4.76,381.23,389.89,,,,,,,,,,,,
320.7,1.99,4.76,400.78,389.89,,,,,,,,,,,,
320.9,1.99,4.76,391.01,389.89,,,,,,,,,,,,
321.1,1.98,4.76,410.56,388.97,,,,,,,,,,,,
321.3,1.99,4.76,410.56,389.89,,,,,,,,,,,,
321.5,1.97,4.76,391.01,388.06,,,,,,,,,,,,
321.7,1.99,4.76,391.01,389.89,,,,,,,,,,,,
321.9,1.98,4.76,381.23,388.97,,,,,,,,,,,,
322.1,1.98,4.76,381.23,388.97,,,,,,,,,,,,
322.3,1.98,4.76,381.23,388.97,,,,,,,,,,,,
322.5,1.97,4.76,400.78,388.06,,,,,,,,,,,,
322.7,1.98,4.76,381.23,388.97,,,,,,,,,,,,
322.9,1.98,4.76,391.01,388.97,,,,,,,,,,,,
323.1,1.99,4.76,381.23,389.89,,,,,,,,,,,,
323.3,1.98,4.76,410.56,388.97,,,,,,,,,,,,
323.5,1.98,4.76,371.46,388.97,,,,,,,,,,,,
323.7,1.98,4.76,381.23,388.97,,,,,,,,,,,,
323.9,1.99,4.76,381.23,389.89,,,,,,,,,,,,
324.1,1.99,4.76,391.01,389.89,,,,,,,,,,,,
324.3,1.98,4.76,381.23,388.97,,,,,,,,,,,,
324.5,1.98,4.76,391.01,388.97,,,,,,,,,,,,
324.7,1.99,4.76,391.01,389.89,,,,,,,,,,,,
324.9,1.98,4.76,430.11,388.97,,,,,,,,,,,,
325.1,1.98,4.76,410.56,388.97,,,,,,,,,,,,
325.3,1.99,4.76,400.78,389.89,,,,,,,,,,,,
325.5,1.98,4.76,410.56,388.97,,,,,,,,,,,,
325.7,1.98,4.76,391.01,388.97,,,,,,,,,,,,
325.9,1.98,4.76,420.33,388.97,,,,,,,,,,,,
326.1,1.99,4.76,391.01,389.89,,,,,,,,,,,,
326.3,1.99,4.76,381.23,389.89,,,,,,,,,,,,
326.5,1.99,4.76,400.78,389.89,,,,,,,,,,,,
326.7,1.99,4.76,391.01,389.89,,,,,,,,,,,,
326.9,1.99,4.76,400.78,389.89,,,,,,,,,,,,
327.1,1.97,4.76,391.01,388.06,,,,,,,,,,,,
327.3,1.99,4.76,400.78,389.89,,,,,,,,,,,,
327.5,1.98,4.76,410.56,388.97,,,,,,,,,,,,
327.7,1.99,4.76,391.01,389.89,,,,,,,,,,,,
327.9,1.98,4.76,391.01,388.97,,,,,,,,,,,,
328.1,1.98,4.76,391.01,388.97,,,,,,,,,,,,
328.3,1.98,4.76,391.01,388.97,,,,,,,,,,,,
328.5,1.97,4.76,381.23,388.06,,,,,,,,,,,,
328.7,1.99,4.76,371.46,389.89,,,,,,,,,,,,
328.9,1.99,4.76,381.23,389.89,,,,,,,,,,,,
329.1,1.99,4.76,361.68,389.89,,,,,,,,,,,,
329.3,1.99,4.76,381.23,389.89,,,,,,,,,,,,
329.5,1.98,4.76,381.23,388.97,,,,,,,,,,,,
329.7,1.98,4.76,391.01,388.97,,,,,,,,,,,,
329.9,1.98,4.76,371.46,388.97,,,,,,,,,,,,
330.1,1.97,4.76,391.01,388.06,,,,,,,,,,,,
330.3,1.98,4.76,381.23,388.97,,,,,,,,,,,,
330.5,1.98,4.76,381.23,388.97,,,,,,,,,,,,
330.7,1.99,4.76,371.46,389.89,,,,,,,,,,,,
330.9,1.98,4.76,400.78,388.97,,,,,,,,,,,,
331.1,1.99,4.76,381.23,389.89,,,,,,,,,,,,
331.3,1.98,4.76,391.01,388.97,,,,,,,,,,,,
331.5,1.99,4.76,371.46,389.89,,,,,,,,,,,,
331.7,1.98,4.76,391.01,388.97,,,,,,,,,,,,
331.9,1.99,4.76,371.46,389.89,,,,,,,,,,,,
332.1,1.99,4.76,371.46,389.89,,,,,,,,,,,,
332.3,1.98,4.76,391.01,388.97,,,,,,,,,,,,
332.5,1.97,4.76,381.23,388.06,,,,,,,,,,,,
332.7,1.98,4.76,400.78,388.97,,,,,,,,,,,,
332.9,1.99,4.76,400.78,389.89,,,,,,,,,,,,
333.1,1.99,4.76,430.11,389.89,,,,,,,,,,,,
333.3,1.99,4.76,391.01,389.89,,,,,,,,,,,,
333.5,1.98,4.76,381.23,388.97,,,,,,,,,,,,
333.7,1.99,4.76,371.46,389.89,,,,,,,,,,,,
333.9,1.99,4.76,381.23,389.89,,,,,,,,,,,,
334.1,1.99,4.76,371.46,389.89,,,,,,,,,,,,
334.3,1.98,4.76,410.56,388.97,,,,,,,,,,,,
334.5,1.99,4.76,371.46,389.89,,,,,,,,,,,,
334.7,1.98,4.76,400.78,388.97,,,,,,,,,,,,
334.9,1.99,4.76,371.46,389.89,,,,,,,,,,,,
335.1,1.97,4.76,391.01,388.06,,,,,,,,,,,,
335.3,1.99,4.76,391.01,389.89,,,,,,,,,,,,
335.5,1.99,4.76,371.46,389.89,,,,,,,,,,,,
335.7,1.99,4.76,381.23,389.89,,,,,,,,,,,,
335.9,1.98,4.76,361.68,388.97,,,,,,,,,,,,
336.1,1.98,4.76,371.46,388.97,,,,,,,,,,,,
336.3,1.99,4.76,361.68,389.89,,,,,,,,,,,,
336.5,1.99,4.76,381.23,389.89,,,,,,,,,,,,
336.7,1.98,4.76,381.23,388.97,,,,,,,,,,,,
336.9,1.99,4.76,371.46,389.89,,,,,,,,,,,,
337.1,1.99,4.76,361.68,389.89,,,,,,,,,,,,
337.3,1.99,4.76,381.23,389.89,,,,,,,,,,,,
337.5,1.99,4.76,371.46,389.89,,,,,,,,,,,,
337.7,1.98,4.76,371.46,388.97,,,,,,,,,,,,
337.9,1.99,4.76,381.23,389.89,,,,,,,,,,,,
338.1,1.99,4.76,381.23,389.89,,,,,,,,,,,,
338.3,1.99,4.76,351.91,389.89,,,,,,,,,,,,
338.5,1.99,4.65,381.23,394.39,,,,,,,,,,,,
338.7,1.99,4.65,361.68,394.39,,,,,,,,,,,,
