# material: PETG,,,,,,,,,,,,,,,,
# geometry: oct,,,,,,,,,,,,,,,,
# preform_diameter: 20.0,,,,,,,,,,,,,,,,
# material_color: black,,,,,,,,,,,,,,,,
# temperature_C: 160.0,,,,,,,,,,,,,,,,
# drawdown_ratio: 50.0,,,,,,,,,,,,,,,,
# trial_number: 011,,,,,,,,,,,,,,,,
# operator: Kevin Liu,,,,,,,,,,,,,,,,
# start_time: 2025-07-31 13:48:20,,,,,,,,,,,,,,,,
# notes: PI control system active. Horizontally printed preform 0 deg raster. 010 glitched,,,,,,,,,,,,,,,,
Time(s),Feed(mm/min),Wind(m/min),Diameter(um),Predicted_diameter(um),,,,,,,,,,,,
338.9,1.99,4.65,381.23,394.39,,,,,,,,,,,,
339.1,1.98,4.65,381.23,393.47,,,,,,,,,,,,
339.3,1.97,4.65,391.01,392.55,,,,,,,,,,,,
339.5,1.98,4.65,381.23,393.47,,,,,,,,,,,,
339.7,1.97,4.65,381.23,392.55,,,,,,,,,,,,
339.9,1.99,4.65,391.01,394.39,,,,,,,,,,,,
340.1,1.98,4.65,400.78,393.47,,,,,,,,,,,,
340.3,1.99,4.65,391.01,394.39,,,,,,,,,,,,
340.5,1.98,4.65,400.78,393.47,,,,,,,,,,,,
340.7,1.99,4.65,381.23,394.39,,,,,,,,,,,,
340.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
341.1,1.98,4.65,381.23,393.47,,,,,,,,,,,,
341.3,1.99,4.65,391.01,394.39,,,,,,,,,,,,
341.5,1.98,4.65,391.01,393.47,,,,,,,,,,,,
341.7,1.99,4.65,391.01,394.39,,,,,,,,,,,,
341.9,1.99,4.65,381.23,394.39,,,,,,,,,,,,
342.1,1.99,4.65,391.01,394.39,,,,,,,,,,,,
342.3,1.98,4.65,391.01,393.47,,,,,,,,,,,,
342.5,1.99,4.65,391.01,394.39,,,,,,,,,,,,
342.7,1.98,4.65,391.01,393.47,,,,,,,,,,,,
342.9,1.99,4.65,381.23,394.39,,,,,,,,,,,,
343.1,1.99,4.65,391.01,394.39,,,,,,,,,,,,
343.3,1.97,4.65,400.78,392.55,,,,,,,,,,,,
343.5,1.98,4.65,381.23,393.47,,,,,,,,,,,,
343.7,1.99,4.65,391.01,394.39,,,,,,,,,,,,
343.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
344.1,1.99,4.65,410.56,394.39,,,,,,,,,,,,
344.3,1.98,4.65,400.78,393.47,,,,,,,,,,,,
344.5,1.98,4.65,400.78,393.47,,,,,,,,,,,,
344.7,1.98,4.65,371.46,393.47,,,,,,,,,,,,
344.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
345.1,1.99,4.65,371.46,394.39,,,,,,,,,,,,
345.3,1.98,4.65,391.01,393.47,,,,,,,,,,,,
345.5,1.99,4.65,391.01,394.39,,,,,,,,,,,,
345.7,1.97,4.65,391.01,392.55,,,,,,,,,,,,
345.9,1.99,4.65,371.46,394.39,,,,,,,,,,,,
346.1,1.98,4.65,391.01,393.47,,,,,,,,,,,,
346.3,1.99,4.65,391.01,394.39,,,,,,,,,,,,
346.5,1.99,4.65,371.46,394.39,,,,,,,,,,,,
346.7,1.98,4.65,381.23,393.47,,,,,,,,,,,,
346.9,1.98,4.65,400.78,393.47,,,,,,,,,,,,
347.1,1.99,4.65,400.78,394.39,,,,,,,,,,,,
347.3,1.97,4.65,410.56,392.55,,,,,,,,,,,,
347.5,1.99,4.65,400.78,394.39,,,,,,,,,,,,
347.7,1.98,4.65,391.01,393.47,,,,,,,,,,,,
347.9,1.98,4.65,400.78,393.47,,,,,,,,,,,,
348.1,1.99,4.65,391.01,394.39,,,,,,,,,,,,
348.3,1.98,4.65,410.56,393.47,,,,,,,,,,,,
348.5,1.98,4.65,381.23,393.47,,,,,,,,,,,,
348.7,1.99,4.65,400.78,394.39,,,,,,,,,,,,
348.9,1.99,4.65,391.01,394.39,,,,,,,,,,,,
349.1,1.98,4.65,381.23,393.47,,,,,,,,,,,,
349.3,1.99,4.65,400.78,394.39,,,,,,,,,,,,
349.5,1.98,4.65,400.78,393.47,,,,,,,,,,,,
349.7,1.98,4.65,391.01,393.47,,,,,,,,,,,,
349.9,1.99,4.65,400.78,394.39,,,,,,,,,,,,
350.1,1.99,4.65,391.01,394.39,,,,,,,,,,,,
350.3,1.97,4.65,391.01,392.55,,,,,,,,,,,,
350.5,1.99,4.65,371.46,394.39,,,,,,,,,,,,
350.7,1.98,4.65,391.01,393.47,,,,,,,,,,,,
350.9,1.99,4.65,371.46,394.39,,,,,,,,,,,,
351.1,1.98,4.65,381.23,393.47,,,,,,,,,,,,
351.3,1.99,4.65,371.46,394.39,,,,,,,,,,,,
351.5,1.99,4.65,391.01,394.39,,,,,,,,,,,,
351.7,1.99,4.65,410.56,394.39,,,,,,,,,,,,
351.9,1.98,4.65,420.33,393.47,,,,,,,,,,,,
352.1,1.98,4.65,391.01,393.47,,,,,,,,,,,,
352.3,1.98,4.65,410.56,393.47,,,,,,,,,,,,
352.5,1.99,4.65,410.56,394.39,,,,,,,,,,,,
352.7,1.98,4.65,410.56,393.47,,,,,,,,,,,,
352.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
353.1,1.98,4.65,400.78,393.47,,,,,,,,,,,,
353.3,1.99,4.65,400.78,394.39,,,,,,,,,,,,
353.5,1.99,4.65,391.01,394.39,,,,,,,,,,,,
353.7,1.99,4.65,381.23,394.39,,,,,,,,,,,,
353.9,1.99,4.65,381.23,394.39,,,,,,,,,,,,
354.1,1.99,4.65,381.23,394.39,,,,,,,,,,,,
354.3,1.98,4.65,371.46,393.47,,,,,,,,,,,,
354.5,1.98,4.65,381.23,393.47,,,,,,,,,,,,
354.7,1.98,4.65,371.46,393.47,,,,,,,,,,,,
354.9,1.98,4.65,400.78,393.47,,,,,,,,,,,,
355.1,1.98,4.65,400.78,393.47,,,,,,,,,,,,
355.3,1.98,4.65,391.01,393.47,,,,,,,,,,,,
355.5,1.98,4.65,371.46,393.47,,,,,,,,,,,,
355.7,1.99,4.65,391.01,394.39,,,,,,,,,,,,
355.9,1.99,4.65,391.01,394.39,,,,,,,,,,,,
356.1,1.98,4.65,410.56,393.47,,,,,,,,,,,,
356.3,1.98,4.65,381.23,393.47,,,,,,,,,,,,
356.5,1.98,4.65,381.23,393.47,,,,,,,,,,,,
356.7,1.99,4.65,381.23,394.39,,,,,,,,,,,,
356.9,1.98,4.65,371.46,393.47,,,,,,,,,,,,
357.1,1.99,4.65,371.46,394.39,,,,,,,,,,,,
357.3,1.98,4.65,371.46,393.47,,,,,,,,,,,,
357.5,1.98,4.65,391.01,393.47,,,,,,,,,,,,
357.7,1.97,4.65,391.01,392.55,,,,,,,,,,,,
357.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
358.1,1.98,4.65,391.01,393.47,,,,,,,,,,,,
358.3,1.99,4.65,410.56,394.39,,,,,,,,,,,,
358.5,1.98,4.65,400.78,393.47,,,,,,,,,,,,
358.7,1.99,4.65,400.78,394.39,,,,,,,,,,,,
358.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
359.1,1.98,4.65,410.56,393.47,,,,,,,,,,,,
359.3,1.99,4.65,400.78,394.39,,,,,,,,,,,,
359.5,1.98,4.65,420.33,393.47,,,,,,,,,,,,
359.7,1.99,4.65,391.01,394.39,,,,,,,,,,,,
359.9,1.97,4.65,410.56,392.55,,,,,,,,,,,,
360.1,1.99,4.65,371.46,394.39,,,,,,,,,,,,
360.3,1.98,4.65,371.46,393.47,,,,,,,,,,,,
360.5,1.98,4.65,381.23,393.47,,,,,,,,,,,,
360.7,1.99,4.65,381.23,394.39,,,,,,,,,,,,
360.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
361.1,1.98,4.65,391.01,393.47,,,,,,,,,,,,
361.3,1.98,4.65,381.23,393.47,,,,,,,,,,,,
361.5,1.98,4.65,391.01,393.47,,,,,,,,,,,,
361.7,1.99,4.65,400.78,394.39,,,,,,,,,,,,
361.9,1.98,4.65,410.56,393.47,,,,,,,,,,,,
362.1,1.98,4.65,410.56,393.47,,,,,,,,,,,,
362.3,1.99,4.65,410.56,394.39,,,,,,,,,,,,
362.5,1.98,4.65,400.78,393.47,,,,,,,,,,,,
362.7,1.99,4.65,381.23,394.39,,,,,,,,,,,,
362.9,1.97,4.65,391.01,392.55,,,,,,,,,,,,
363.1,1.99,4.65,371.46,394.39,,,,,,,,,,,,
363.3,1.97,4.65,400.78,392.55,,,,,,,,,,,,
363.5,1.99,4.65,391.01,394.39,,,,,,,,,,,,
363.7,1.98,4.65,400.78,393.47,,,,,,,,,,,,
363.9,1.99,4.65,371.46,394.39,,,,,,,,,,,,
364.1,1.99,4.65,371.46,394.39,,,,,,,,,,,,
364.3,1.98,4.65,391.01,393.47,,,,,,,,,,,,
364.5,1.98,4.65,400.78,393.47,,,,,,,,,,,,
364.7,1.99,4.65,391.01,394.39,,,,,,,,,,,,
364.9,1.97,4.65,410.56,392.55,,,,,,,,,,,,
365.1,1.99,4.65,391.01,394.39,,,,,,,,,,,,
365.3,1.98,4.65,391.01,393.47,,,,,,,,,,,,
365.5,1.99,4.65,391.01,394.39,,,,,,,,,,,,
365.7,1.98,4.65,381.23,393.47,,,,,,,,,,,,
365.9,1.99,4.65,381.23,394.39,,,,,,,,,,,,
366.1,1.98,4.65,381.23,393.47,,,,,,,,,,,,
366.3,1.99,4.65,391.01,394.39,,,,,,,,,,,,
366.5,1.98,4.65,400.78,393.47,,,,,,,,,,,,
366.7,1.98,4.65,381.23,393.47,,,,,,,,,,,,
366.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
367.1,1.99,4.65,400.78,394.39,,,,,,,,,,,,
367.3,1.98,4.65,430.11,393.47,,,,,,,,,,,,
367.5,1.99,4.65,391.01,394.39,,,,,,,,,,,,
367.7,1.98,4.65,400.78,393.47,,,,,,,,,,,,
367.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
368.1,1.99,4.65,391.01,394.39,,,,,,,,,,,,
368.3,1.98,4.65,391.01,393.47,,,,,,,,,,,,
368.5,1.99,4.65,371.46,394.39,,,,,,,,,,,,
368.7,1.98,4.65,381.23,393.47,,,,,,,,,,,,
368.9,1.99,4.65,371.46,394.39,,,,,,,,,,,,
369.1,1.97,4.65,400.78,392.55,,,,,,,,,,,,
369.3,1.99,4.65,391.01,394.39,,,,,,,,,,,,
369.5,1.98,4.65,391.01,393.47,,,,,,,,,,,,
369.7,1.98,4.65,371.46,393.47,,,,,,,,,,,,
369.9,1.98,4.65,391.01,393.47,,,,,,,,,,,,
370.1,1.99,4.65,400.78,394.39,,,,,,,,,,,,
370.3,1.98,4.65,400.78,393.47,,,,,,,,,,,,
370.5,1.99,4.65,371.46,394.39,,,,,,,,,,,,
370.7,1.98,4.65,391.01,393.47,,,,,,,,,,,,
370.9,1.99,4.54,381.23,399.06,,,,,,,,,,,,
371.1,1.98,4.54,391.01,398.13,,,,,,,,,,,,
371.3,1.98,4.54,371.46,398.13,,,,,,,,,,,,
371.5,1.99,4.54,371.46,399.06,,,,,,,,,,,,
371.7,1.98,4.54,381.23,398.13,,,,,,,,,,,,
371.9,1.98,4.54,371.46,398.13,,,,,,,,,,,,
372.1,1.98,4.54,391.01,398.13,,,,,,,,,,,,
372.3,1.99,4.54,371.46,399.06,,,,,,,,,,,,
372.5,1.98,4.54,391.01,398.13,,,,,,,,,,,,
372.7,1.99,4.54,400.78,399.06,,,,,,,,,,,,
372.9,1.98,4.54,391.01,398.13,,,,,,,,,,,,
373.1,1.99,4.54,381.23,399.06,,,,,,,,,,,,
373.3,1.98,4.54,381.23,398.13,,,,,,,,,,,,
373.5,1.98,4.54,371.46,398.13,,,,,,,,,,,,
373.7,1.98,4.54,371.46,398.13,,,,,,,,,,,,
373.9,1.99,4.54,381.23,399.06,,,,,,,,,,,,
374.1,1.98,4.54,371.46,398.13,,,,,,,,,,,,
374.3,1.98,4.54,400.78,398.13,,,,,,,,,,,,
374.5,1.98,4.54,381.23,398.13,,,,,,,,,,,,
374.7,1.98,4.54,391.01,398.13,,,,,,,,,,,,
374.9,1.99,4.54,371.46,399.06,,,,,,,,,,,,
375.1,1.98,4.54,391.01,398.13,,,,,,,,,,,,
375.3,1.99,4.54,400.78,399.06,,,,,,,,,,,,
375.5,1.98,4.54,410.56,398.13,,,,,,,,,,,,
375.7,1.99,4.54,371.46,399.06,,,,,,,,,,,,
375.9,1.98,4.54,400.78,398.13,,,,,,,,,,,,
376.1,1.99,4.54,400.78,399.06,,,,,,,,,,,,
376.3,1.98,4.54,410.56,398.13,,,,,,,,,,,,
376.5,1.99,4.54,381.23,399.06,,,,,,,,,,,,
376.7,1.99,4.54,381.23,399.06,,,,,,,,,,,,
376.9,1.98,4.54,391.01,398.13,,,,,,,,,,,,
377.1,1.98,4.54,381.23,398.13,,,,,,,,,,,,
377.3,1.99,4.54,381.23,399.06,,,,,,,,,,,,
377.5,1.98,4.54,391.01,398.13,,,,,,,,,,,,
377.7,1.98,4.54,381.23,398.13,,,,,,,,,,,,
377.9,1.99,4.54,361.68,399.06,,,,,,,,,,,,
378.1,1.99,4.54,371.46,399.06,,,,,,,,,,,,
378.3,1.98,4.54,351.91,398.13,,,,,,,,,,,,
378.5,1.99,4.54,371.46,399.06,,,,,,,,,,,,
378.7,1.99,4.54,400.78,399.06,,,,,,,,,,,,
378.9,1.98,4.54,478.98,398.13,,,,,,,,,,,,
379.1,1.99,4.54,410.56,399.06,,,,,,,,,,,,
379.3,1.98,4.54,400.78,398.13,,,,,,,,,,,,
379.5,1.99,4.54,391.01,399.06,,,,,,,,,,,,
379.7,1.98,4.54,391.01,398.13,,,,,,,,,,,,
379.9,1.98,4.54,381.23,398.13,,,,,,,,,,,,
380.1,1.99,4.54,371.46,399.06,,,,,,,,,,,,
380.3,1.98,4.54,400.78,398.13,,,,,,,,,,,,
380.5,1.98,4.54,391.01,398.13,,,,,,,,,,,,
380.7,1.98,4.54,400.78,398.13,,,,,,,,,,,,
380.9,1.99,4.54,381.23,399.06,,,,,,,,,,,,
381.1,1.99,4.54,400.78,399.06,,,,,,,,,,,,
381.3,1.98,4.54,439.88,398.13,,,,,,,,,,,,
381.5,1.99,4.54,410.56,399.06,,,,,,,,,,,,
381.7,1.99,4.54,371.46,399.06,,,,,,,,,,,,
381.9,1.99,4.54,400.78,399.06,,,,,,,,,,,,
382.1,1.99,4.54,381.23,399.06,,,,,,,,,,,,
382.3,1.97,4.54,391.01,397.19,,,,,,,,,,,,
382.5,1.98,4.54,381.23,398.13,,,,,,,,,,,,
382.7,1.98,4.54,400.78,398.13,,,,,,,,,,,,
382.9,1.98,4.54,391.01,398.13,,,,,,,,,,,,
383.1,1.97,4.54,410.56,397.19,,,,,,,,,,,,
383.3,1.99,4.54,391.01,399.06,,,,,,,,,,,,
383.5,1.98,4.54,371.46,398.13,,,,,,,,,,,,
383.7,1.99,4.54,381.23,399.06,,,,,,,,,,,,
383.9,1.98,4.54,371.46,398.13,,,,,,,,,,,,
384.1,1.97,4.54,381.23,397.19,,,,,,,,,,,,
384.3,1.99,4.54,361.68,399.06,,,,,,,,,,,,
384.5,1.98,4.54,371.46,398.13,,,,,,,,,,,,
384.7,1.99,4.54,381.23,399.06,,,,,,,,,,,,
384.9,1.98,4.54,391.01,398.13,,,,,,,,,,,,
385.1,1.99,4.54,371.46,399.06,,,,,,,,,,,,
385.3,1.99,4.54,371.46,399.06,,,,,,,,,,,,
385.5,1.98,4.54,371.46,398.13,,,,,,,,,,,,
385.7,1.99,4.54,361.68,399.06,,,,,,,,,,,,
385.9,1.98,4.54,371.46,398.13,,,,,,,,,,,,
386.1,1.98,4.54,391.01,398.13,,,,,,,,,,,,
386.3,1.99,4.54,410.56,399.06,,,,,,,,,,,,
386.5,1.99,4.54,371.46,399.06,,,,,,,,,,,,
386.7,1.98,4.54,391.01,398.13,,,,,,,,,,,,
386.9,1.99,4.54,381.23,399.06,,,,,,,,,,,,
387.1,1.98,4.54,371.46,398.13,,,,,,,,,,,,
387.3,1.98,4.54,391.01,398.13,,,,,,,,,,,,
387.5,1.98,4.54,410.56,398.13,,,,,,,,,,,,
387.7,1.98,4.54,391.01,398.13,,,,,,,,,,,,
387.9,1.98,4.54,391.01,398.13,,,,,,,,,,,,
388.1,1.99,4.54,400.78,399.06,,,,,,,,,,,,
388.3,1.98,4.54,400.78,398.13,,,,,,,,,,,,
388.5,1.98,4.54,391.01,398.13,,,,,,,,,,,,
388.7,1.99,4.54,371.46,399.06,,,,,,,,,,,,
388.9,1.99,4.54,371.46,399.06,,,,,,,,,,,,
389.1,1.99,4.54,351.91,399.06,,,,,,,,,,,,
389.3,1.98,4.54,361.68,398.13,,,,,,,,,,,,
389.5,1.98,4.54,342.13,398.13,,,,,,,,,,,,
389.7,1.97,4.54,371.46,397.19,,,,,,,,,,,,
389.9,1.99,4.54,381.23,399.06,,,,,,,,,,,,
390.1,1.98,4.54,391.01,398.13,,,,,,,,,,,,
390.3,1.99,4.54,371.46,399.06,,,,,,,,,,,,
390.5,1.98,4.54,361.68,398.13,,,,,,,,,,,,
390.7,2,4.54,371.46,399.99,,,,,,,,,,,,
390.9,1.99,4.54,361.68,399.06,,,,,,,,,,,,
391.1,1.98,4.54,381.23,398.13,,,,,,,,,,,,
391.3,1.99,4.54,361.68,399.06,,,,,,,,,,,,
391.5,1.98,4.54,371.46,398.13,,,,,,,,,,,,
391.7,1.99,4.54,371.46,399.06,,,,,,,,,,,,
391.9,1.99,4.54,361.68,399.06,,,,,,,,,,,,
392.1,1.98,4.54,381.23,398.13,,,,,,,,,,,,
392.3,1.98,4.54,371.46,398.13,,,,,,,,,,,,
392.5,1.98,4.54,400.78,398.13,,,,,,,,,,,,
392.7,1.99,4.54,371.46,399.06,,,,,,,,,,,,
392.9,1.99,4.54,400.78,399.06,,,,,,,,,,,,
393.1,1.99,4.54,361.68,399.06,,,,,,,,,,,,
393.3,1.98,4.54,381.23,398.13,,,,,,,,,,,,
393.5,1.99,4.54,361.68,399.06,,,,,,,,,,,,
393.7,1.98,4.54,391.01,398.13,,,,,,,,,,,,
393.9,1.99,4.54,371.46,399.06,,,,,,,,,,,,
394.1,1.99,4.54,371.46,399.06,,,,,,,,,,,,
394.3,1.98,4.54,391.01,398.13,,,,,,,,,,,,
394.5,1.99,4.54,371.46,399.06,,,,,,,,,,,,
394.7,1.97,4.54,381.23,397.19,,,,,,,,,,,,
394.9,1.99,4.54,361.68,399.06,,,,,,,,,,,,
395.1,1.98,4.43,381.23,402.95,,,,,,,,,,,,
395.3,1.99,4.43,381.23,403.9,,,,,,,,,,,,
395.5,1.98,4.43,391.01,402.95,,,,,,,,,,,,
395.7,1.98,4.43,381.23,402.95,,,,,,,,,,,,
395.9,2,4.43,400.78,404.84,,,,,,,,,,,,
396.1,1.99,4.43,400.78,403.9,,,,,,,,,,,,
396.3,1.97,4.43,400.78,402.01,,,,,,,,,,,,
396.5,1.98,4.43,371.46,402.95,,,,,,,,,,,,
396.7,1.98,4.43,410.56,402.95,,,,,,,,,,,,
396.9,1.99,4.43,400.78,403.9,,,,,,,,,,,,
397.1,1.98,4.43,391.01,402.95,,,,,,,,,,,,
397.3,1.99,4.43,391.01,403.9,,,,,,,,,,,,
397.5,1.99,4.43,371.46,403.9,,,,,,,,,,,,
397.7,1.99,4.43,371.46,403.9,,,,,,,,,,,,
397.9,1.99,4.43,381.23,403.9,,,,,,,,,,,,
398.1,1.98,4.43,400.78,402.95,,,,,,,,,,,,
398.3,1.99,4.43,391.01,403.9,,,,,,,,,,,,
398.5,1.98,4.43,400.78,402.95,,,,,,,,,,,,
398.7,1.99,4.43,391.01,403.9,,,,,,,,,,,,
398.9,1.97,4.43,400.78,402.01,,,,,,,,,,,,
399.1,1.99,4.43,381.23,403.9,,,,,,,,,,,,
399.3,1.99,4.43,391.01,403.9,,,,,,,,,,,,
399.5,1.98,4.43,391.01,402.95,,,,,,,,,,,,
399.7,1.97,4.43,371.46,402.01,,,,,,,,,,,,
399.9,1.97,4.43,381.23,402.01,,,,,,,,,,,,
400.1,1.99,4.43,361.68,403.9,,,,,,,,,,,,
400.3,1.98,4.43,381.23,402.95,,,,,,,,,,,,
400.5,1.98,4.43,371.46,402.95,,,,,,,,,,,,
400.7,1.98,4.43,400.78,402.95,,,,,,,,,,,,
400.9,1.98,4.43,371.46,402.95,,,,,,,,,,,,
401.1,1.99,4.43,381.23,403.9,,,,,,,,,,,,
401.3,1.99,4.43,381.23,403.9,,,,,,,,,,,,
401.5,1.97,4.43,400.78,402.01,,,,,,,,,,,,
401.7,1.98,4.43,381.23,402.95,,,,,,,,,,,,
401.9,1.98,4.43,410.56,402.95,,,,,,,,,,,,
402.1,1.99,4.43,400.78,403.9,,,,,,,,,,,,
402.3,1.99,4.43,410.56,403.9,,,,,,,,,,,,
402.5,1.99,4.43,391.01,403.9,,,,,,,,,,,,
402.7,1.98,4.43,391.01,402.95,,,,,,,,,,,,
402.9,1.99,4.43,391.01,403.9,,,,,,,,,,,,
403.1,1.99,4.43,371.46,403.9,,,,,,,,,,,,
403.3,1.98,4.43,381.23,402.95,,,,,,,,,,,,
403.5,1.99,4.43,361.68,403.9,,,,,,,,,,,,
403.7,1.98,4.43,391.01,402.95,,,,,,,,,,,,
403.9,1.99,4.43,371.46,403.9,,,,,,,,,,,,
404.1,1.98,4.43,400.78,402.95,,,,,,,,,,,,
404.3,1.99,4.43,361.68,403.9,,,,,,,,,,,,
404.5,1.99,4.43,400.78,403.9,,,,,,,,,,,,
404.7,1.99,4.43,381.23,403.9,,,,,,,,,,,,
404.9,1.99,4.43,381.23,403.9,,,,,,,,,,,,
405.1,1.98,4.43,391.01,402.95,,,,,,,,,,,,
405.3,1.98,4.43,400.78,402.95,,,,,,,,,,,,
405.5,1.99,4.43,381.23,403.9,,,,,,,,,,,,
405.7,1.98,4.43,391.01,402.95,,,,,,,,,,,,
405.9,1.99,4.43,381.23,403.9,,,,,,,,,,,,
406.1,1.98,4.43,400.78,402.95,,,,,,,,,,,,
406.3,1.99,4.43,400.78,403.9,,,,,,,,,,,,
406.5,1.98,4.43,381.23,402.95,,,,,,,,,,,,
406.7,1.99,4.43,371.46,403.9,,,,,,,,,,,,
406.9,1.99,4.43,381.23,403.9,,,,,,,,,,,,
407.1,1.99,4.43,381.23,403.9,,,,,,,,,,,,
407.3,1.98,4.43,381.23,402.95,,,,,,,,,,,,
407.5,1.99,4.43,391.01,403.9,,,,,,,,,,,,
407.7,1.99,4.43,371.46,403.9,,,,,,,,,,,,
407.9,1.99,4.43,400.78,403.9,,,,,,,,,,,,
408.1,1.98,4.43,410.56,402.95,,,,,,,,,,,,
408.3,1.98,4.43,410.56,402.95,,,,,,,,,,,,
408.5,1.98,4.43,381.23,402.95,,,,,,,,,,,,
408.7,1.98,4.43,410.56,402.95,,,,,,,,,,,,
408.9,1.99,4.43,381.23,403.9,,,,,,,,,,,,
409.1,1.99,4.43,410.56,403.9,,,,,,,,,,,,
409.3,1.98,4.43,391.01,402.95,,,,,,,,,,,,
409.5,1.99,4.43,400.78,403.9,,,,,,,,,,,,
409.7,1.98,4.43,391.01,402.95,,,,,,,,,,,,
409.9,1.98,4.43,400.78,402.95,,,,,,,,,,,,
410.1,1.98,4.43,381.23,402.95,,,,,,,,,,,,
410.3,1.99,4.43,371.46,403.9,,,,,,,,,,,,
410.5,1.99,4.43,381.23,403.9,,,,,,,,,,,,
410.7,1.98,4.43,381.23,402.95,,,,,,,,,,,,
410.9,1.99,4.43,381.23,403.9,,,,,,,,,,,,
411.1,1.98,4.43,361.68,402.95,,,,,,,,,,,,
411.3,1.99,4.43,371.46,403.9,,,,,,,,,,,,
411.5,1.98,4.43,381.23,402.95,,,,,,,,,,,,
411.7,1.99,4.43,391.01,403.9,,,,,,,,,,,,
411.9,1.98,4.43,371.46,402.95,,,,,,,,,,,,
412.1,1.98,4.43,391.01,402.95,,,,,,,,,,,,
412.3,1.99,4.43,381.23,403.9,,,,,,,,,,,,
412.5,1.97,4.43,391.01,402.01,,,,,,,,,,,,
412.7,1.99,4.43,381.23,403.9,,,,,,,,,,,,
412.9,1.98,4.43,400.78,402.95,,,,,,,,,,,,
413.1,1.99,4.43,381.23,403.9,,,,,,,,,,,,
413.3,1.97,4.43,391.01,402.01,,,,,,,,,,,,
413.5,1.99,4.43,371.46,403.9,,,,,,,,,,,,
413.7,1.99,4.43,351.91,403.9,,,,,,,,,,,,
413.9,1.98,4.43,391.01,402.95,,,,,,,,,,,,
414.1,2,4.43,381.23,404.84,,,,,,,,,,,,
414.3,1.98,4.43,400.78,402.95,,,,,,,,,,,,
414.5,1.99,4.43,381.23,403.9,,,,,,,,,,,,
414.7,1.99,4.43,381.23,403.9,,,,,,,,,,,,
414.9,1.99,4.43,391.01,403.9,,,,,,,,,,,,
415.1,1.98,4.43,391.01,402.95,,,,,,,,,,,,
415.3,1.99,4.43,371.46,403.9,,,,,,,,,,,,
415.5,1.99,4.43,391.01,403.9,,,,,,,,,,,,
415.7,1.99,4.43,391.01,403.9,,,,,,,,,,,,
415.9,1.97,4.43,381.23,402.01,,,,,,,,,,,,
416.1,1.99,4.43,381.23,403.9,,,,,,,,,,,,
416.3,1.97,4.43,391.01,402.01,,,,,,,,,,,,
416.5,1.99,4.43,381.23,403.9,,,,,,,,,,,,
416.7,1.98,4.43,400.78,402.95,,,,,,,,,,,,
416.9,1.99,4.43,400.78,403.9,,,,,,,,,,,,
417.1,1.98,4.43,381.23,402.95,,,,,,,,,,,,
417.3,1.97,4.43,400.78,402.01,,,,,,,,,,,,
417.5,1.99,4.43,371.46,403.9,,,,,,,,,,,,
417.7,1.98,4.43,381.23,402.95,,,,,,,,,,,,
417.9,1.98,4.43,381.23,402.95,,,,,,,,,,,,
418.1,1.99,4.43,400.78,403.9,,,,,,,,,,,,
418.3,1.98,4.43,410.56,402.95,,,,,,,,,,,,
418.5,1.98,4.43,400.78,402.95,,,,,,,,,,,,
418.7,1.99,4.32,371.46,408.92,,,,,,,,,,,,
418.9,1.99,4.32,381.23,408.92,,,,,,,,,,,,
419.1,1.99,4.32,400.78,408.92,,,,,,,,,,,,
419.3,1.98,4.32,381.23,407.96,,,,,,,,,,,,
419.5,1.98,4.32,381.23,407.96,,,,,,,,,,,,
419.7,1.98,4.32,391.01,407.96,,,,,,,,,,,,
419.9,1.99,4.32,400.78,408.92,,,,,,,,,,,,
420.1,1.98,4.32,400.78,407.96,,,,,,,,,,,,
420.3,1.99,4.32,391.01,408.92,,,,,,,,,,,,
420.5,1.99,4.32,381.23,408.92,,,,,,,,,,,,
420.7,1.98,4.32,391.01,407.96,,,,,,,,,,,,
420.9,1.99,4.32,371.46,408.92,,,,,,,,,,,,
421.1,1.98,4.32,400.78,407.96,,,,,,,,,,,,
421.3,1.98,4.32,371.46,407.96,,,,,,,,,,,,
421.5,1.98,4.32,391.01,407.96,,,,,,,,,,,,
421.7,1.99,4.32,391.01,408.92,,,,,,,,,,,,
421.9,1.98,4.32,400.78,407.96,,,,,,,,,,,,
422.1,1.99,4.32,381.23,408.92,,,,,,,,,,,,
422.3,1.98,4.32,381.23,407.96,,,,,,,,,,,,
422.5,1.99,4.32,400.78,408.92,,,,,,,,,,,,
422.7,1.97,4.32,381.23,407,,,,,,,,,,,,
422.9,1.99,4.32,391.01,408.92,,,,,,,,,,,,
423.1,1.99,4.32,381.23,408.92,,,,,,,,,,,,
423.3,1.98,4.32,391.01,407.96,,,,,,,,,,,,
423.5,1.98,4.32,371.46,407.96,,,,,,,,,,,,
423.7,1.98,4.32,391.01,407.96,,,,,,,,,,,,
423.9,1.98,4.32,351.91,407.96,,,,,,,,,,,,
