=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.02.24 16:29:28 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
Adafruit DS3502 Test,,,,,
Found DS3502 chip,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),
Positive Limit Reached!,,,,,
Please Wait..,,,,,
END OF CARRIAGE RETURN LOOP,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
446,1,4.32,263.93,303.65,40
446,1,4.32,254.15,303.65,40
446,0.99,4.32,263.93,302.23,40
446,0.98,4.32,263.93,300.8,40
447,0.99,4.32,263.93,302.23,40
447,1,4.32,263.93,303.65,40
447,0.99,4.32,263.93,302.23,40
447,1,4.32,263.93,303.65,40
447,0.99,4.32,254.15,302.23,40
448,0.99,4.32,244.38,302.23,40
448,0.99,4.32,244.38,302.23,40
448,0.98,4.32,244.38,300.8,40
448,1,4.32,254.15,303.65,40
448,1,4.32,244.38,303.65,40
449,1,4.32,263.93,303.65,40
449,1,4.32,244.38,303.65,40
449,0.99,4.32,263.93,302.23,40
449,0.99,4.31,303.03,302.7,40
449,1,4.34,293.26,303.18,40
450,0.99,4.32,263.93,302.23,40
450,1,4.32,273.7,303.65,40
450,1,4.32,283.48,303.65,40
450,0.99,4.32,263.93,302.23,40
450,0.99,4.32,254.15,302.23,40
451,0.99,4.32,234.6,302.23,40
451,0.98,4.31,244.38,301.27,40
451,0.99,4.32,254.15,302.23,40
451,0.99,4.32,283.48,302.23,40
451,1,4.31,293.26,304.13,40
452,0.99,4.32,283.48,302.23,40
452,1,4.32,254.15,303.65,40
452,1,4.34,263.93,303.18,40
452,1,4.32,263.93,303.65,40
452,0.99,4.32,254.15,302.23,40
453,1,4.32,273.7,303.65,40
453,1,4.32,273.7,303.65,40
453,0.99,4.32,283.48,302.23,40
453,0.98,4.32,263.93,300.8,40
453,0.99,4.32,254.15,302.23,40
454,0.99,4.32,263.93,302.23,40
454,0.99,4.32,263.93,302.23,40
454,1,4.32,273.7,303.65,40
454,0.99,4.31,283.48,302.7,40
454,1,4.32,273.7,303.65,40
455,0.99,4.31,263.93,302.7,40
455,1,4.32,273.7,303.65,40
455,0.99,4.32,254.15,302.23,40
455,0.99,4.32,283.48,302.23,40
455,1,4.31,273.7,304.13,40
456,1,4.32,263.93,303.65,40
456,0.99,4.32,293.26,302.23,40
456,0.98,4.31,273.7,301.27,40
456,0.98,4.32,273.7,300.8,40
456,0.98,4.32,273.7,300.8,40
457,0.99,4.32,263.93,302.23,40
457,1,4.32,273.7,303.65,40
457,1,4.32,263.93,303.65,40
457,0.99,4.31,273.7,302.7,40
457,1,4.31,273.7,304.13,40
458,1,4.31,234.6,304.13,40
458,0.99,4.32,263.93,302.23,40
458,0.99,4.32,273.7,302.23,40
458,0.99,4.32,303.03,302.23,40
458,0.99,4.32,283.48,302.23,40
459,0.99,4.32,254.15,302.23,40
459,1,4.31,263.93,304.13,40
459,0.98,4.32,263.93,300.8,40
459,0.98,4.32,303.03,300.8,40
459,0.99,4.31,263.93,302.7,40
460,0.99,4.32,283.48,302.23,40
460,1,4.32,273.7,303.65,40
460,0.99,4.32,263.93,302.23,40
460,1,4.32,283.48,303.65,40
460,0.99,4.31,273.7,302.7,40
461,0.98,4.31,273.7,301.27,40
461,0.98,4.31,283.48,301.27,40
461,0.99,4.32,293.26,302.23,40
461,0.99,4.32,273.7,302.23,40
461,1,4.32,273.7,303.65,40
462,1,4.32,263.93,303.65,40
462,0.99,4.32,283.48,302.23,40
462,0.99,4.32,263.93,302.23,40
462,0.99,4.31,254.15,302.7,40
462,0.99,4.32,263.93,302.23,40
463,0.99,4.34,273.7,301.76,40
463,0.99,4.32,293.26,302.23,40
463,0.99,4.32,273.7,302.23,40
463,0.99,4.32,263.93,302.23,40
463,0.99,4.32,283.48,302.23,40
464,0.98,4.31,283.48,301.27,40
464,1,4.32,254.15,303.65,40
464,0.99,4.32,263.93,302.23,40
464,1,4.34,273.7,303.18,40
464,1,4.34,283.48,303.18,40
465,0.99,4.32,283.48,302.23,40
465,0.99,4.32,273.7,302.23,40
465,0.98,4.32,244.38,300.8,40
465,0.99,4.32,244.38,302.23,40
465,0.99,4.32,254.15,302.23,40
466,0.99,4.32,244.38,302.23,40
466,1,4.32,263.93,303.65,40
466,1.01,4.32,254.15,305.07,40
466,0.99,4.32,263.93,302.23,40
466,1,4.31,263.93,304.13,40
467,0.99,4.31,254.15,302.7,40
467,0.99,4.32,263.93,302.23,40
467,0.99,4.32,283.48,302.23,40
467,1,4.32,283.48,303.65,40
467,1,4.32,273.7,303.65,40
468,1,4.32,254.15,303.65,40
468,0.99,4.32,254.15,302.23,40
468,1,4.32,263.93,303.65,40
468,0.98,4.32,254.15,300.8,40
468,0.99,4.32,263.93,302.23,40
469,1,4.32,254.15,303.65,40
469,1,4.32,263.93,303.65,40
469,0.99,4.32,273.7,302.23,40
469,1,4.32,283.48,303.65,40
469,1,4.32,273.7,303.65,40
470,0.99,4.31,293.26,302.7,40
470,0.99,4.31,263.93,302.7,40
470,1,4.32,303.03,303.65,40
470,1,4.34,303.03,303.18,40
470,0.99,4.32,293.26,302.23,40
471,0.99,4.32,263.93,302.23,40
471,0.99,4.32,254.15,302.23,40
471,0.99,4.31,263.93,302.7,40
471,0.99,4.32,263.93,302.23,40
471,1,4.32,263.93,303.65,40
472,0.99,4.32,273.7,302.23,40
472,0.99,4.32,273.7,302.23,40
472,1,4.31,283.48,304.13,40
472,0.99,4.32,283.48,302.23,40
472,0.98,4.31,273.7,301.27,40
473,1,4.31,263.93,304.13,40
473,1,4.32,273.7,303.65,40
473,0.99,4.32,273.7,302.23,40
473,1,4.32,273.7,303.65,40
473,0.99,4.34,273.7,301.76,40
474,0.99,4.32,263.93,302.23,40
474,0.99,4.32,263.93,302.23,40
474,0.99,4.31,273.7,302.7,40
474,0.98,4.31,273.7,301.27,40
474,0.99,4.32,273.7,302.23,40
475,0.99,4.32,283.48,302.23,40
475,1,4.32,254.15,303.65,40
475,1,4.32,273.7,303.65,40
475,0.99,4.32,273.7,302.23,40
475,1,4.32,283.48,303.65,40
476,1,4.32,273.7,303.65,40
476,0.99,4.32,254.15,302.23,40
476,0.98,4.32,273.7,300.8,40
476,1,4.31,273.7,304.13,40
476,0.99,4.32,263.93,302.23,40
477,0.99,4.32,263.93,302.23,40
477,0.99,4.32,263.93,302.23,40
477,0.98,4.31,273.7,301.27,40
477,0.98,4.32,273.7,300.8,40
477,0.99,4.32,263.93,302.23,40
478,0.99,4.32,273.7,302.23,40
478,1,4.34,273.7,303.18,40
478,0.99,4.32,283.48,302.23,40
478,1,4.32,283.48,303.65,40
478,1,4.32,273.7,303.65,40
479,0.99,4.32,273.7,302.23,40
479,0.99,4.32,283.48,302.23,40
479,0.99,4.32,263.93,302.23,40
479,1,4.32,263.93,303.65,40
479,0.99,4.32,254.15,302.23,40
480,1,4.32,263.93,303.65,40
480,0.99,4.32,254.15,302.23,40
480,1,4.34,254.15,303.18,40
480,0.99,4.32,263.93,302.23,40
480,0.99,4.32,263.93,302.23,40
481,0.99,4.32,263.93,302.23,40
481,0.99,4.32,273.7,302.23,40
481,0.99,4.32,263.93,302.23,40
481,0.99,4.32,254.15,302.23,40
481,0.99,4.32,273.7,302.23,40
482,0.99,4.31,293.26,302.7,40
482,0.99,4.32,263.93,302.23,40
482,0.99,4.32,273.7,302.23,40
482,0.99,4.32,273.7,302.23,40
482,1,4.32,273.7,303.65,40
483,1,4.32,263.93,303.65,40
483,0.99,4.31,263.93,302.7,40
483,0.99,4.32,254.15,302.23,40
483,0.98,4.32,244.38,300.8,40
483,1,4.32,273.7,303.65,40
484,1,4.32,283.48,303.65,40
484,0.99,4.32,283.48,302.23,40
484,0.99,4.32,293.26,302.23,40
484,0.99,4.32,293.26,302.23,40
484,0.99,4.32,263.93,302.23,40
485,0.99,4.32,254.15,302.23,40
485,0.99,4.34,283.48,301.76,40
485,0.99,4.34,263.93,301.76,40
485,0.99,4.32,273.7,302.23,40
485,0.99,4.31,244.38,302.7,40
486,0.99,4.31,244.38,302.7,40
486,0.98,4.31,254.15,301.27,40
486,0.98,4.32,263.93,300.8,40
486,0.98,4.32,263.93,300.8,40
486,1,4.32,254.15,303.65,40
487,0.99,4.32,263.93,302.23,40
487,0.99,4.32,273.7,302.23,40
487,0.99,4.32,244.38,302.23,40
487,0.99,4.32,254.15,302.23,40
487,0.99,4.32,273.7,302.23,40
488,0.99,4.34,263.93,301.76,40
488,0.99,4.32,273.7,302.23,40
488,0.99,4.32,263.93,302.23,40
488,0.99,4.32,244.38,302.23,40
488,0.98,4.31,244.38,301.27,40
489,0.99,4.32,234.6,302.23,40
489,0.99,4.32,263.93,302.23,40
489,0.99,4.32,254.15,302.23,40
489,0.99,4.32,263.93,302.23,40
489,1,4.32,263.93,303.65,40
490,1,4.32,244.38,303.65,40
490,1,4.32,244.38,303.65,40
490,0.99,4.32,234.6,302.23,40
490,0.99,4.32,263.93,302.23,40
490,1,4.32,263.93,303.65,40
491,0.99,4.32,273.7,302.23,40
491,0.99,4.32,283.48,302.23,40
491,0.98,4.32,361.68,300.8,40
491,0.98,4.32,322.58,300.8,40
491,0.99,4.34,283.48,301.76,40
492,1,4.31,273.7,304.13,40
492,0.99,4.32,273.7,302.23,40
492,1,4.32,254.15,303.65,40
492,1,4.32,273.7,303.65,40
492,0.99,4.32,263.93,302.23,40
493,0.99,4.31,273.7,302.7,40
493,0.99,4.32,273.7,302.23,40
493,0.99,4.32,283.48,302.23,40
493,0.99,4.31,273.7,302.7,40
493,0.99,4.32,283.48,302.23,40
494,1,4.32,273.7,303.65,40
494,1,4.32,244.38,303.65,40
494,0.99,4.32,263.93,302.23,40
494,0.98,4.32,254.15,300.8,40
494,0.99,4.32,254.15,302.23,40
495,0.98,4.31,244.38,301.27,40
495,1,4.32,254.15,303.65,40
495,0.99,4.34,263.93,301.76,40
495,1,4.32,263.93,303.65,40
495,0.99,4.32,263.93,302.23,40
496,0.99,4.32,273.7,302.23,40
496,1,4.31,244.38,304.13,40
496,0.99,4.32,244.38,302.23,40
496,0.99,4.32,283.48,302.23,40
496,1,4.34,254.15,303.18,40
497,0.99,4.31,244.38,302.7,40
497,1,4.32,244.38,303.65,40
497,0.99,4.32,254.15,302.23,40
497,0.98,4.32,244.38,300.8,40
497,0.99,4.32,273.7,302.23,40
498,1,4.32,273.7,303.65,40
498,1,4.32,263.93,303.65,40
498,0.99,4.32,263.93,302.23,40
498,0.99,4.31,263.93,302.7,40
498,0.99,4.32,263.93,302.23,40
499,1,4.32,263.93,303.65,40
499,1,4.32,283.48,303.65,40
499,0.99,4.31,273.7,302.7,40
499,0.99,4.32,263.93,302.23,40
499,0.98,4.32,263.93,300.8,40
500,0.99,4.32,273.7,302.23,40
500,0.98,4.32,263.93,300.8,40
500,0.99,4.32,254.15,302.23,40
500,1,4.32,263.93,303.65,40
500,1,4.32,263.93,303.65,40
501,0.99,4.34,283.48,301.76,40
501,0.98,4.31,263.93,301.27,40
501,0.98,4.32,283.48,300.8,40
501,1,4.32,254.15,303.65,40
501,1,4.32,254.15,303.65,40
502,0.99,4.32,273.7,302.23,40
502,1,4.32,283.48,303.65,40
502,0.99,4.32,273.7,302.23,40
502,0.99,4.32,254.15,302.23,40
502,0.99,4.32,273.7,302.23,40
503,0.99,4.32,263.93,302.23,40
503,0.99,4.32,263.93,302.23,40
503,0.99,4.32,273.7,302.23,40
503,0.99,4.32,273.7,302.23,40
503,0.99,4.31,283.48,302.7,40
504,0.99,4.31,283.48,302.7,40
504,1,4.31,273.7,304.13,40
504,1,4.31,283.48,304.13,40
504,0.99,4.32,263.93,302.23,40
504,0.99,4.32,283.48,302.23,40
505,0.99,4.32,273.7,302.23,40
505,1,4.32,283.48,303.65,40
505,0.99,4.32,283.48,302.23,40
505,0.98,4.32,273.7,300.8,40
505,0.99,4.32,254.15,302.23,40
506,0.99,4.32,293.26,302.23,40
506,0.99,4.32,273.7,302.23,40
506,1,4.32,273.7,303.65,40
506,1,4.32,263.93,303.65,40
506,0.99,4.32,263.93,302.23,40
507,1,4.32,273.7,303.65,40
507,0.98,4.32,273.7,300.8,40
507,0.99,4.32,263.93,302.23,40
507,1,4.32,254.15,303.65,40
507,1,4.32,244.38,303.65,40
508,0.99,4.32,273.7,302.23,40
508,0.99,4.31,254.15,302.7,40
508,0.98,4.31,263.93,301.27,40
508,0.98,4.32,254.15,300.8,40
508,0.99,4.32,254.15,302.23,40
509,1,4.32,244.38,303.65,40
509,1,4.32,263.93,303.65,40
509,1,4.32,273.7,303.65,40
509,0.99,4.32,263.93,302.23,40
509,0.99,4.31,244.38,302.7,40
510,0.99,4.31,273.7,302.7,40
510,0.99,4.32,254.15,302.23,40
510,1,4.32,273.7,303.65,40
510,1,4.32,263.93,303.65,40
510,1,4.32,244.38,303.65,40
511,0.99,4.32,303.03,302.23,40
511,0.99,4.32,283.48,302.23,40
511,0.98,4.32,283.48,300.8,40
511,0.99,4.31,283.48,302.7,40
511,0.98,4.32,273.7,300.8,40
512,1,4.32,303.03,303.65,40
512,1,4.34,283.48,303.18,40
512,0.99,4.31,273.7,302.7,40
512,1,4.31,263.93,304.13,40
512,0.99,4.31,263.93,302.7,40
513,1,4.31,283.48,304.13,40
513,0.99,4.31,273.7,302.7,40
513,1,4.32,263.93,303.65,40
513,0.99,4.32,273.7,302.23,40
513,1,4.32,283.48,303.65,40
514,0.99,4.32,263.93,302.23,40
514,0.99,4.31,263.93,302.7,40
514,0.98,4.32,244.38,300.8,40
514,1,4.32,254.15,303.65,40
514,0.99,4.32,273.7,302.23,40
515,1,4.34,263.93,303.18,40
515,0.99,4.32,263.93,302.23,40
515,0.99,4.31,244.38,302.7,40
515,0.99,4.31,283.48,302.7,40
515,1,4.32,283.48,303.65,40
516,1,4.32,273.7,303.65,40
516,0.99,4.32,273.7,302.23,40
516,1,4.32,263.93,303.65,40
516,0.99,4.32,263.93,302.23,40
516,0.99,4.31,254.15,302.7,40
517,0.99,4.31,254.15,302.7,40
517,0.99,4.32,273.7,302.23,40
517,0.98,4.32,273.7,300.8,40
517,0.99,4.32,283.48,302.23,40
517,0.99,4.31,273.7,302.7,40
518,1,4.32,273.7,303.65,40
518,0.99,4.31,283.48,302.7,40
518,0.99,4.32,283.48,302.23,40
518,0.99,4.32,254.15,302.23,40
518,0.99,4.32,293.26,302.23,40
519,1,4.32,273.7,303.65,40
519,1,4.32,273.7,303.65,40
519,1,4.32,263.93,303.65,40
519,1,4.32,263.93,303.65,40
519,0.99,4.31,263.93,302.7,40
520,0.99,4.32,273.7,302.23,40
520,0.98,4.32,263.93,300.8,40
520,0.99,4.32,273.7,302.23,40
520,1,4.32,293.26,303.65,40
520,1,4.32,303.03,303.65,40
521,0.99,4.32,293.26,302.23,40
521,1,4.31,293.26,304.13,40
521,0.99,4.31,273.7,302.7,40
521,0.99,4.32,273.7,302.23,40
521,0.99,4.32,273.7,302.23,40
522,0.99,4.32,283.48,302.23,40
522,1,4.32,283.48,303.65,40
522,0.99,4.32,293.26,302.23,40
522,0.99,4.31,263.93,302.7,40
522,0.98,4.32,283.48,300.8,40
523,0.98,4.32,283.48,300.8,40
523,1,4.32,293.26,303.65,40
523,1,4.32,293.26,303.65,40
523,1.01,4.32,273.7,305.07,40
523,1,4.32,273.7,303.65,40
524,1,4.32,283.48,303.65,40
524,1,4.32,263.93,303.65,40
524,0.98,4.32,273.7,300.8,40
524,0.99,4.32,283.48,302.23,40
524,1,4.32,283.48,303.65,40
525,1,4.32,273.7,303.65,40
525,0.99,4.32,283.48,302.23,40
525,0.99,4.32,254.15,302.23,40
525,0.99,4.34,273.7,301.76,40
525,0.99,4.31,283.48,302.7,40
526,0.98,4.32,283.48,300.8,40
526,0.99,4.32,293.26,302.23,40
526,0.99,4.34,293.26,301.76,40
526,0.99,4.32,273.7,302.23,40
526,1,4.32,283.48,303.65,40
527,0.99,4.31,273.7,302.7,40
527,0.98,4.32,293.26,300.8,40
527,0.98,4.31,283.48,301.27,40
527,1,4.32,263.93,303.65,40
527,0.99,4.32,263.93,302.23,40
528,1,4.31,263.93,304.13,40
528,0.99,4.32,263.93,302.23,40
528,0.99,4.32,244.38,302.23,40
528,0.99,4.31,273.7,302.7,40
528,0.98,4.32,273.7,300.8,40
529,1,4.32,322.58,303.65,40
529,1,4.32,283.48,303.65,40
529,1,4.32,283.48,303.65,40
529,0.99,4.32,322.58,302.23,40
529,0.99,4.31,371.46,302.7,40
530,0.98,4.32,293.26,300.8,40
530,1,4.32,263.93,303.65,40
530,0.99,4.32,263.93,302.23,40
530,1,4.32,273.7,303.65,40
530,1,4.32,283.48,303.65,40
531,1,4.32,254.15,303.65,40
531,0.99,4.32,273.7,302.23,40
531,0.99,4.31,263.93,302.7,40
531,0.99,4.32,283.48,302.23,40
531,0.99,4.32,283.48,302.23,40
532,1,4.32,303.03,303.65,40
532,0.99,4.32,303.03,302.23,40
532,1,4.32,293.26,303.65,40
532,0.99,4.32,293.26,302.23,40
532,1.01,4.32,283.48,305.07,40
533,0.98,4.32,293.26,300.8,40
533,1,4.32,273.7,303.65,40
533,0.99,4.32,303.03,302.23,40
533,1,4.32,293.26,303.65,40
533,0.99,4.32,283.48,302.23,40
534,0.98,4.31,263.93,301.27,40
534,0.98,4.32,273.7,300.8,40
534,0.99,4.32,273.7,302.23,40
534,0.99,4.32,283.48,302.23,40
534,0.99,4.32,283.48,302.23,40
535,0.99,4.31,273.7,302.7,40
535,1,4.31,293.26,304.13,40
535,1,4.31,283.48,304.13,40
535,1,4.31,263.93,304.13,40
535,0.99,4.32,283.48,302.23,40
536,0.99,4.31,293.26,302.7,40
536,1,4.32,283.48,303.65,40
536,0.99,4.32,293.26,302.23,40
536,0.99,4.32,263.93,302.23,40
536,0.99,4.34,273.7,301.76,40
537,0.98,4.32,263.93,300.8,40
537,1,4.32,273.7,303.65,40
537,0.99,4.32,273.7,302.23,40
537,0.99,4.32,273.7,302.23,40
537,1,4.32,293.26,303.65,40
538,0.99,4.32,283.48,302.23,40
538,1,4.31,283.48,304.13,40
538,1,4.31,263.93,304.13,40
538,0.98,4.31,273.7,301.27,40
538,0.99,4.31,283.48,302.7,40
539,1,4.31,283.48,304.13,40
539,0.99,4.32,273.7,302.23,40
539,1,4.32,293.26,303.65,40
539,1,4.32,273.7,303.65,40
539,0.99,4.32,283.48,302.23,40
540,0.99,4.32,293.26,302.23,40
540,0.99,4.32,293.26,302.23,40
540,0.99,4.32,283.48,302.23,40
540,0.99,4.32,293.26,302.23,40
540,1,4.32,273.7,303.65,40
541,1,4.34,273.7,303.18,40
541,0.99,4.31,283.48,302.7,40
541,0.99,4.31,293.26,302.7,40
541,0.99,4.32,293.26,302.23,40
541,1,4.32,283.48,303.65,40
542,1,4.32,283.48,303.65,40
542,0.99,4.32,293.26,302.23,40
542,0.99,4.34,273.7,301.76,40
542,0.99,4.31,293.26,302.7,40
542,0.99,4.31,293.26,302.7,40
543,0.99,4.32,283.48,302.23,40
543,0.99,4.32,293.26,302.23,40
543,0.99,4.32,283.48,302.23,40
543,1,4.32,303.03,303.65,40
543,0.99,4.31,283.48,302.7,40
544,0.98,4.31,283.48,301.27,40
544,0.98,4.32,303.03,300.8,40
544,1,4.32,293.26,303.65,40
544,1,4.32,303.03,303.65,40
544,0.99,4.32,293.26,302.23,40
545,0.99,4.32,283.48,302.23,40
545,0.99,4.32,293.26,302.23,40
545,0.99,4.32,293.26,302.23,40
545,0.98,4.32,303.03,300.8,40
545,0.99,4.32,283.48,302.23,40
546,0.99,4.32,303.03,302.23,40
546,1,4.32,303.03,303.65,40
546,0.98,4.31,303.03,301.27,40
546,0.99,4.32,273.7,302.23,40
546,0.99,4.32,283.48,302.23,40
547,1,4.32,273.7,303.65,40
547,0.99,4.31,293.26,302.7,40
547,1,4.32,283.48,303.65,40
547,0.99,4.32,273.7,302.23,40
547,0.98,4.32,283.48,300.8,40
548,0.99,4.32,283.48,302.23,40
548,0.99,4.32,303.03,302.23,40
548,0.99,4.32,293.26,302.23,40
548,1,4.32,293.26,303.65,40
548,0.99,4.31,283.48,302.7,40
549,0.99,4.31,283.48,302.7,40
549,0.99,4.32,293.26,302.23,40
549,0.99,4.32,293.26,302.23,40
549,1,4.32,263.93,303.65,40
549,0.99,4.32,303.03,302.23,40
550,0.98,4.32,283.48,300.8,40
550,0.99,4.32,293.26,302.23,40
550,0.99,4.34,303.03,301.76,40
550,0.99,4.32,303.03,302.23,40
550,1,4.32,293.26,303.65,40
551,0.99,4.32,303.03,302.23,40
551,1,4.32,283.48,303.65,40
551,0.99,4.32,273.7,302.23,40
551,0.99,4.32,293.26,302.23,40
551,1,4.32,283.48,303.65,40
552,1,4.32,273.7,303.65,40
552,0.99,4.32,293.26,302.23,40
552,0.98,4.32,283.48,300.8,40
552,0.98,4.3,273.7,301.74,40
552,0.99,4.32,273.7,302.23,40
553,1,4.32,283.48,303.65,40
553,0.98,4.32,293.26,300.8,40
553,1,4.34,293.26,303.18,40
553,0.99,4.32,283.48,302.23,40
553,1,4.31,273.7,304.13,40
554,0.99,4.31,273.7,302.7,40
554,0.99,4.32,293.26,302.23,40
554,1,4.32,273.7,303.65,40
554,1,4.32,273.7,303.65,40
554,0.99,4.32,273.7,302.23,40
555,0.99,4.32,273.7,302.23,40
555,1,4.32,283.48,303.65,40
555,0.98,4.32,273.7,300.8,40
555,0.99,4.32,273.7,302.23,40
555,1,4.32,293.26,303.65,40
556,1,4.32,293.26,303.65,40
556,1,4.34,293.26,303.18,40
556,1,4.31,293.26,304.13,40
556,1,4.32,263.93,303.65,40
556,0.99,4.32,273.7,302.23,40
557,1,4.32,283.48,303.65,40
557,1,4.32,293.26,303.65,40
557,0.99,4.34,293.26,301.76,40
557,1,4.31,303.03,304.13,40
557,1,4.32,283.48,303.65,40
558,0.99,4.32,293.26,302.23,40
558,0.99,4.32,303.03,302.23,40
558,1,4.32,283.48,303.65,40
558,0.99,4.34,283.48,301.76,40
558,1,4.32,293.26,303.65,40
559,1,4.3,303.03,304.6,40
559,1,4.32,283.48,303.65,40
559,0.99,4.32,293.26,302.23,40
559,0.99,4.32,312.81,302.23,40
559,0.99,4.32,303.03,302.23,40
560,1,4.34,303.03,303.18,40
560,1,4.34,303.03,303.18,40
560,1,4.32,283.48,303.65,40
560,0.99,4.32,273.7,302.23,40
560,0.99,4.34,293.26,301.76,40
561,1,4.32,293.26,303.65,40
561,0.99,4.34,273.7,301.76,40
561,1,4.32,293.26,303.65,40
561,0.99,4.32,293.26,302.23,40
561,1,4.32,303.03,303.65,40
562,0.99,4.31,303.03,302.7,40
562,0.99,4.31,312.81,302.7,40
562,0.99,4.32,322.58,302.23,40
562,1,4.34,312.81,303.18,40
562,1,4.32,283.48,303.65,40
563,1,4.32,293.26,303.65,40
563,0.99,4.31,283.48,302.7,40
563,0.99,4.34,273.7,301.76,40
563,0.99,4.32,283.48,302.23,40
563,0.99,4.34,303.03,301.76,40
564,0.99,4.32,303.03,302.23,40
564,0.99,4.34,312.81,301.76,40
564,0.99,4.34,303.03,301.76,40
564,0.99,4.32,303.03,302.23,40
564,0.99,4.32,283.48,302.23,40
565,0.99,4.32,293.26,302.23,40
565,0.99,4.32,283.48,302.23,40
565,0.99,4.32,283.48,302.23,40
565,0.99,4.34,293.26,301.76,40
565,1,4.32,293.26,303.65,40
566,1,4.32,283.48,303.65,40
566,0.99,4.32,303.03,302.23,40
566,0.99,4.31,312.81,302.7,40
566,0.99,4.31,293.26,302.7,40
566,1,4.32,293.26,303.65,40
567,0.99,4.32,293.26,302.23,40
567,1,4.32,303.03,303.65,40
567,0.99,4.32,303.03,302.23,40
567,1,4.32,303.03,303.65,40
567,0.99,4.32,303.03,302.23,40
568,1,4.32,332.36,303.65,40
568,0.99,4.31,293.26,302.7,40
568,0.99,4.32,303.03,302.23,40
568,0.99,4.32,303.03,302.23,40
568,0.99,4.32,283.48,302.23,40
569,1,4.32,303.03,303.65,40
569,0.99,4.31,303.03,302.7,40
569,0.99,4.31,283.48,302.7,40
569,0.99,4.32,293.26,302.23,40
569,0.99,4.32,312.81,302.23,40
570,1,4.32,283.48,303.65,40
570,1,4.32,293.26,303.65,40
570,1,4.32,303.03,303.65,40
570,0.99,4.32,293.26,302.23,40
570,1,4.32,293.26,303.65,40
571,0.99,4.32,312.81,302.23,40
571,0.99,4.32,293.26,302.23,40
571,0.99,4.31,303.03,302.7,40
571,1,4.32,293.26,303.65,40
571,0.99,4.32,293.26,302.23,40
572,1,4.32,293.26,303.65,40
572,0.99,4.32,303.03,302.23,40
572,0.99,4.32,283.48,302.23,40
572,0.98,4.31,283.48,301.27,40
572,0.99,4.32,283.48,302.23,40
573,1.01,4.32,283.48,305.07,40
573,0.99,4.32,293.26,302.23,40
573,1,4.32,303.03,303.65,40
573,1,4.31,303.03,304.13,40
573,1,4.31,293.26,304.13,40
574,0.99,4.31,312.81,302.7,40
574,0.98,4.32,322.58,300.8,40
574,1,4.32,303.03,303.65,40
574,0.99,4.32,293.26,302.23,40
574,0.99,4.32,303.03,302.23,40
575,1,4.32,293.26,303.65,40
575,0.99,4.32,293.26,302.23,40
575,0.99,4.32,293.26,302.23,40
575,0.99,4.32,283.48,302.23,40
575,0.98,4.32,273.7,300.8,40
576,1,4.32,303.03,303.65,40
576,0.99,4.32,303.03,302.23,40
576,1,4.32,303.03,303.65,40
576,0.99,4.31,303.03,302.7,40
576,0.99,4.32,303.03,302.23,40
577,1,4.31,303.03,304.13,40
577,1,4.31,283.48,304.13,40
577,0.98,4.32,283.48,300.8,40
577,0.99,4.32,293.26,302.23,40
577,1,4.32,303.03,303.65,40
578,1,4.32,293.26,303.65,40
578,0.99,4.32,293.26,302.23,40
578,0.98,4.32,312.81,300.8,40
578,0.98,4.32,322.58,300.8,40
578,0.99,4.32,322.58,302.23,40
579,0.98,4.32,312.81,300.8,40
579,1,4.32,332.36,303.65,40
579,1,4.32,332.36,303.65,40
579,0.99,4.32,312.81,302.23,40
579,1,4.32,322.58,303.65,40
580,1,4.32,293.26,303.65,40
580,0.99,4.31,303.03,302.7,40
580,0.99,4.32,312.81,302.23,40
580,0.99,4.32,322.58,302.23,40
580,1,4.32,303.03,303.65,40
581,1,4.32,293.26,303.65,40
581,1,4.31,293.26,304.13,40
581,0.99,4.32,312.81,302.23,40
581,0.99,4.32,303.03,302.23,40
581,0.98,4.32,303.03,300.8,40
582,0.99,4.32,293.26,302.23,40
582,0.99,4.32,303.03,302.23,40
582,1,4.32,293.26,303.65,40
582,1,4.32,303.03,303.65,40
582,0.99,4.32,303.03,302.23,40
583,0.99,4.31,293.26,302.7,40
583,0.99,4.31,293.26,302.7,40
583,0.99,4.32,312.81,302.23,40
583,0.99,4.32,283.48,302.23,40
583,0.99,4.34,303.03,301.76,40
584,0.99,4.32,303.03,302.23,40
584,1,4.31,303.03,304.13,40
584,0.99,4.32,303.03,302.23,40
584,0.99,4.32,283.48,302.23,40
584,0.99,4.32,293.26,302.23,40
585,0.98,4.32,283.48,300.8,40
585,0.99,4.32,283.48,302.23,40
585,0.99,4.32,322.58,302.23,40
585,0.99,4.32,312.81,302.23,40
585,1,4.32,322.58,303.65,40
586,1,4.32,293.26,303.65,40
586,1.01,4.32,303.03,305.07,40
586,0.99,4.31,303.03,302.7,40
586,1,4.32,312.81,303.65,40
586,0.99,4.32,303.03,302.23,40
587,1,4.32,293.26,303.65,40
587,1,4.32,322.58,303.65,40
587,0.99,4.32,303.03,302.23,40
587,0.99,4.32,283.48,302.23,40
587,0.98,4.31,303.03,301.27,40
588,0.98,4.32,283.48,300.8,40
588,0.99,4.32,293.26,302.23,40
