=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.02.24 16:29:28 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
Adafruit DS3502 Test,,,,,
Found DS3502 chip,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),
Positive Limit Reached!,,,,,
Please Wait..,,,,,
END OF CARRIAGE RETURN LOOP,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
641,1,4.32,430.11,303.65,40
641,0.98,4.32,400.78,300.8,40
641,0.99,4.32,381.23,302.23,40
641,0.99,4.32,351.91,302.23,40
642,0.99,4.32,381.23,302.23,40
642,0.99,4.32,430.11,302.23,40
642,1,4.32,400.78,303.65,40
642,0.99,4.32,361.68,302.23,40
642,1.01,4.32,351.91,305.07,40
643,0.99,4.31,351.91,302.7,40
643,0.99,4.31,371.46,302.7,40
643,0.99,4.32,400.78,302.23,40
643,1,4.32,410.56,303.65,40
643,1,4.32,430.11,303.65,40
644,0.99,4.32,420.33,302.23,40
644,1,4.32,439.88,303.65,40
644,1,4.32,410.56,303.65,40
644,0.99,4.32,400.78,302.23,40
644,0.99,4.32,400.78,302.23,40
645,0.98,4.31,430.11,301.27,40
645,0.99,4.32,400.78,302.23,40
645,0.99,4.34,439.88,301.76,40
645,0.99,4.31,439.88,302.7,40
645,0.99,4.32,439.88,302.23,40
646,1,4.32,430.11,303.65,40
646,0.99,4.32,430.11,302.23,40
646,1,4.31,420.33,304.13,40
646,0.99,4.32,400.78,302.23,40
646,1,4.32,381.23,303.65,40
647,1,4.32,391.01,303.65,40
647,0.99,4.32,381.23,302.23,40
647,1,4.32,361.68,303.65,40
647,1,4.32,342.13,303.65,40
647,1,4.32,342.13,303.65,40
648,0.99,4.32,371.46,302.23,40
648,1,4.31,361.68,304.13,40
648,0.98,4.31,391.01,301.27,40
648,0.99,4.32,400.78,302.23,40
648,0.99,4.32,420.33,302.23,40
649,0.99,4.34,439.88,301.76,40
649,0.99,4.32,420.33,302.23,40
649,1,4.32,410.56,303.65,40
649,0.99,4.32,381.23,302.23,40
649,0.99,4.31,391.01,302.7,40
650,1,4.31,361.68,304.13,40
650,0.99,4.32,371.46,302.23,40
650,0.99,4.32,381.23,302.23,40
650,0.98,4.32,400.78,300.8,40
650,1,4.32,459.43,303.65,40
651,1,4.32,439.88,303.65,40
651,1,4.32,439.88,303.65,40
651,1,4.32,420.33,303.65,40
651,0.99,4.31,420.33,302.7,40
651,0.99,4.32,420.33,302.23,40
652,0.99,4.32,400.78,302.23,40
652,0.99,4.32,420.33,302.23,40
652,1,4.32,410.56,303.65,40
652,0.99,4.32,420.33,302.23,40
652,1,4.32,439.88,303.65,40
653,1,4.3,430.11,304.6,40
653,0.99,4.32,430.11,302.23,40
653,0.98,4.32,430.11,300.8,40
653,0.99,4.32,459.43,302.23,40
653,1,4.32,439.88,303.65,40
654,1,4.34,430.11,303.18,40
654,0.99,4.32,400.78,302.23,40
654,0.99,4.32,351.91,302.23,40
654,1,4.32,342.13,303.65,40
654,0.99,4.31,332.36,302.7,40
655,0.99,4.32,342.13,302.23,40
655,0.98,4.31,391.01,301.27,40
655,0.98,4.32,400.78,300.8,40
655,1,4.31,400.78,304.13,40
655,1,4.34,381.23,303.18,40
656,0.99,4.34,371.46,301.76,40
656,1,4.32,361.68,303.65,40
656,0.99,4.32,342.13,302.23,40
656,1,4.32,342.13,303.65,40
656,0.99,4.32,351.91,302.23,40
657,0.98,4.32,361.68,300.8,40
657,0.98,4.34,400.78,300.34,40
657,0.99,4.32,410.56,302.23,40
657,1,4.32,420.33,303.65,40
657,1,4.32,410.56,303.65,40
658,1,4.32,430.11,303.65,40
658,1,4.32,430.11,303.65,40
658,1,4.32,420.33,303.65,40
658,0.99,4.32,430.11,302.23,40
658,0.99,4.31,430.11,302.7,40
659,0.98,4.31,430.11,301.27,40
659,0.99,4.32,420.33,302.23,40
659,0.99,4.32,430.11,302.23,40
659,1.01,4.34,400.78,304.6,40
659,0.99,4.32,420.33,302.23,40
660,0.99,4.32,400.78,302.23,40
660,0.99,4.32,361.68,302.23,40
660,1,4.32,351.91,303.65,40
660,0.98,4.31,361.68,301.27,40
660,0.99,4.31,371.46,302.7,40
661,0.98,4.31,391.01,301.27,40
661,1,4.32,410.56,303.65,40
661,0.99,4.32,430.11,302.23,40
661,1,4.34,449.66,303.18,40
661,1,4.32,439.88,303.65,40
662,0.99,4.32,459.43,302.23,40
662,0.99,4.31,449.66,302.7,40
662,1,4.32,430.11,303.65,40
662,0.98,4.31,400.78,301.27,40
662,0.99,4.34,400.78,301.76,40
663,1,4.34,381.23,303.18,40
663,0.99,4.32,381.23,302.23,40
663,1,4.32,400.78,303.65,40
663,1,4.32,420.33,303.65,40
663,0.99,4.32,439.88,302.23,40
664,1.01,4.31,459.43,305.55,40
664,0.99,4.31,469.21,302.7,40
664,0.99,4.32,508.31,302.23,40
664,0.98,4.32,508.31,300.8,40
664,1,4.32,518.08,303.65,40
665,0.99,4.3,518.08,303.18,40
665,1,4.34,508.31,303.18,40
665,0.99,4.32,518.08,302.23,40
665,0.99,4.31,508.31,302.7,40
665,0.98,4.32,508.31,300.8,40
666,0.99,4.32,488.76,302.23,40
666,1.01,4.32,508.31,305.07,40
666,1,4.32,488.76,303.65,40
666,0.99,4.32,469.21,302.23,40
666,0.99,4.32,478.98,302.23,40
667,1,4.31,459.43,304.13,40
667,0.99,4.32,449.66,302.23,40
667,0.99,4.32,430.11,302.23,40
667,0.98,4.32,439.88,300.8,40
667,0.99,4.32,439.88,302.23,40
668,1,4.32,430.11,303.65,40
668,0.99,4.32,498.53,302.23,40
668,1,4.34,537.63,303.18,40
668,1,4.32,537.63,303.65,40
668,0.99,4.32,547.41,302.23,40
669,0.99,4.32,527.86,302.23,40
669,0.99,4.32,518.08,302.23,40
669,0.99,4.32,508.31,302.23,40
669,0.99,4.32,508.31,302.23,40
669,1,4.32,469.21,303.65,40
670,0.99,4.32,449.66,302.23,40
670,1,4.32,459.43,303.65,40
670,0.99,4.34,449.66,301.76,40
670,1.01,4.32,439.88,305.07,40
670,0.99,4.32,439.88,302.23,40
671,0.99,4.32,430.11,302.23,40
671,0.99,4.32,449.66,302.23,40
671,0.99,4.32,449.66,302.23,40
671,0.99,4.32,449.66,302.23,40
671,0.99,4.34,449.66,301.76,40
672,1,4.34,430.11,303.18,40
672,0.99,4.32,449.66,302.23,40
672,0.99,4.32,430.11,302.23,40
672,0.99,4.32,410.56,302.23,40
672,0.99,4.32,420.33,302.23,40
673,0.98,4.32,420.33,300.8,40
673,0.98,4.32,430.11,300.8,40
673,1,4.32,439.88,303.65,40
673,1,4.3,449.66,304.6,40
673,0.99,4.32,459.43,302.23,40
674,0.99,4.32,488.76,302.23,40
674,1,4.32,518.08,303.65,40
674,0.99,4.32,498.53,302.23,40
674,0.99,4.32,518.08,302.23,40
674,0.99,4.32,537.63,302.23,40
675,1,4.32,537.63,303.65,40
675,1,4.32,518.08,303.65,40
675,0.99,4.31,518.08,302.7,40
675,0.98,4.32,469.21,300.8,40
675,0.99,4.32,439.88,302.23,40
676,0.99,4.32,449.66,302.23,40
676,0.99,4.32,459.43,302.23,40
676,0.99,4.32,430.11,302.23,40
676,1,4.32,430.11,303.65,40
676,1,4.32,449.66,303.65,40
677,1,4.31,439.88,304.13,40
677,1,4.32,439.88,303.65,40
677,0.99,4.32,430.11,302.23,40
677,0.99,4.31,449.66,302.7,40
677,0.99,4.32,459.43,302.23,40
678,1,4.32,439.88,303.65,40
678,1,4.34,459.43,303.18,40
678,0.99,4.32,469.21,302.23,40
678,0.99,4.32,459.43,302.23,40
678,1,4.34,469.21,303.18,40
679,0.99,4.32,469.21,302.23,40
679,0.99,4.32,449.66,302.23,40
679,0.98,4.32,449.66,300.8,40
679,0.98,4.32,449.66,300.8,40
679,0.98,4.32,459.43,300.8,40
680,1,4.32,459.43,303.65,40
680,1,4.32,459.43,303.65,40
680,1,4.32,449.66,303.65,40
680,0.99,4.32,449.66,302.23,40
680,1,4.32,478.98,303.65,40
681,0.99,4.32,498.53,302.23,40
681,0.99,4.32,537.63,302.23,40
681,0.98,4.32,547.41,300.8,40
681,1,4.32,557.18,303.65,40
681,0.99,4.32,537.63,302.23,40
682,1,4.32,547.41,303.65,40
682,1,4.32,547.41,303.65,40
682,0.99,4.32,527.86,302.23,40
682,0.99,4.32,508.31,302.23,40
682,0.99,4.32,488.76,302.23,40
683,0.98,4.32,488.76,300.8,40
683,0.99,4.32,488.76,302.23,40
683,0.98,4.32,478.98,300.8,40
683,0.99,4.32,478.98,302.23,40
683,0.99,4.32,469.21,302.23,40
684,1,4.32,469.21,303.65,40
684,0.99,4.31,459.43,302.7,40
684,1,4.32,469.21,303.65,40
684,0.99,4.31,459.43,302.7,40
684,0.99,4.32,449.66,302.23,40
685,0.98,4.31,469.21,301.27,40
685,0.99,4.31,478.98,302.7,40
685,0.99,4.32,498.53,302.23,40
685,1,4.34,478.98,303.18,40
685,1,4.32,488.76,303.65,40
686,1.01,4.32,508.31,305.07,40
686,1.16,4.32,508.31,328.2,40
686,1.3,4.32,508.31,347.34,40
686,1.68,4.34,508.31,393.23,40
686,1.73,4.32,508.31,400.35,40
687,1.92,4.32,508.31,421.33,40
687,1.96,4.32,527.86,425.4,40
687,2.08,4.32,547.41,438.37,40
687,2.08,4.32,557.18,438.37,40
687,2.09,4.32,547.41,439.35,40
688,2.09,4.31,537.63,440.04,40
688,2.09,4.32,537.63,440.33,40
688,2.09,4.32,527.86,439.35,40
688,2.09,4.32,518.08,440.33,40
688,2.09,4.32,508.31,439.35,40
689,2.04,4.32,508.31,434.42,40
689,2.04,4.31,488.76,435.1,40
689,2.03,4.34,469.21,432.76,40
689,2.01,4.32,469.21,431.43,40
689,2.01,4.34,459.43,430.77,40
690,2,4.32,459.43,430.43,40
690,2.01,4.32,439.88,431.43,40
690,2.01,4.34,420.33,430.77,40
690,1.99,4.31,430.11,430.1,40
690,2,4.31,420.33,431.1,40
691,2,4.34,430.11,429.77,40
691,2.01,4.34,430.11,430.77,40
691,2,4.31,420.33,431.1,40
691,2.01,4.32,430.11,431.43,40
691,2.01,4.32,439.88,431.43,40
692,2,4.32,449.66,430.43,40
692,2,4.32,449.66,430.43,40
692,2,4.32,439.88,430.43,40
692,2,4.32,439.88,430.43,40
692,2,4.32,478.98,430.43,40
693,2.01,4.32,469.21,431.43,40
693,2,4.34,478.98,429.77,40
693,2,4.32,498.53,430.43,40
693,2.01,4.32,498.53,431.43,40
693,2,4.32,498.53,430.43,40
694,2,4.35,498.53,429.1,40
694,2,4.32,527.86,430.43,40
694,2,4.32,508.31,430.43,40
694,1.99,4.31,527.86,430.1,40
694,1.99,4.32,537.63,429.43,40
695,2.01,4.34,547.41,430.77,40
695,2.01,4.32,596.29,431.43,40
695,2.01,4.32,576.74,431.43,40
695,2.01,4.32,576.74,431.43,40
695,2.01,4.32,586.51,431.43,40
696,2.01,4.32,566.96,431.43,40
696,2,4.32,606.06,430.43,40
696,2,4.32,615.84,430.43,40
696,2,4.32,606.06,430.43,40
696,2.01,4.34,537.63,430.77,40
697,2.01,4.32,537.63,431.43,40
697,2,4.32,527.86,430.43,40
697,2.01,4.32,537.63,431.43,40
697,2,4.32,537.63,430.43,40
697,2,4.32,537.63,430.43,40
698,2,4.31,557.18,431.1,40
698,2,4.32,518.08,430.43,40
698,2,4.32,527.86,430.43,40
698,2,4.32,547.41,430.43,40
698,1.99,4.31,527.86,430.1,40
699,2.01,4.32,527.86,431.43,40
699,2.01,4.32,527.86,431.43,40
699,2,4.32,518.08,430.43,40
699,2.01,4.32,547.41,431.43,40
699,2.01,4.32,557.18,431.43,40
700,2,4.34,557.18,429.77,40
700,2,4.32,557.18,430.43,40
700,2,4.32,586.51,430.43,40
700,2,4.32,566.96,430.43,40
700,2.01,4.31,566.96,432.11,40
701,2,4.32,547.41,430.43,40
701,2,4.32,547.41,430.43,40
701,2.01,4.32,537.63,431.43,40
701,2.01,4.32,537.63,431.43,40
701,2.01,4.32,537.63,431.43,40
702,2.01,4.34,527.86,430.77,40
702,2.01,4.32,518.08,431.43,40
702,2,4.32,508.31,430.43,40
702,2,4.32,518.08,430.43,40
702,2,4.32,498.53,430.43,40
703,2,4.32,488.76,430.43,40
703,1.99,4.32,488.76,429.43,40
703,2,4.3,498.53,431.78,40
703,2,4.32,488.76,430.43,40
703,2.01,4.32,498.53,431.43,40
704,2.01,4.34,498.53,430.77,40
704,2,4.32,547.41,430.43,40
704,2,4.32,508.31,430.43,40
704,2.01,4.32,508.31,431.43,40
704,2.01,4.32,488.76,431.43,40
705,2,4.32,488.76,430.43,40
705,2,4.32,508.31,430.43,40
705,2.01,4.32,527.86,431.43,40
705,2.01,4.32,537.63,431.43,40
705,2,4.32,537.63,430.43,40
706,2,4.34,557.18,429.77,40
706,2,4.32,547.41,430.43,40
706,2,4.32,537.63,430.43,40
706,2,4.32,547.41,430.43,40
706,2,4.32,547.41,430.43,40
707,2,4.32,557.18,430.43,40
707,2.01,4.32,576.74,431.43,40
707,2,4.32,557.18,430.43,40
707,2.01,4.32,547.41,431.43,40
707,2.01,4.32,566.96,431.43,40
708,2.01,4.32,576.74,431.43,40
708,2,4.32,566.96,430.43,40
708,2.01,4.32,557.18,431.43,40
708,2,4.32,557.18,430.43,40
708,2,4.31,547.41,431.1,40
709,2,4.32,557.18,430.43,40
709,2,4.32,576.74,430.43,40
709,2,4.32,566.96,430.43,40
709,2.01,4.34,547.41,430.77,40
709,2,4.32,547.41,430.43,40
710,2,4.32,547.41,430.43,40
710,2,4.32,547.41,430.43,40
710,2,4.32,557.18,430.43,40
710,1.99,4.31,537.63,430.1,40
710,2,4.32,537.63,430.43,40
711,2,4.32,547.41,430.43,40
711,2,4.32,596.29,430.43,40
711,2.01,4.32,586.51,431.43,40
711,2.01,4.32,557.18,431.43,40
711,2.01,4.32,537.63,431.43,40
712,2,4.32,537.63,430.43,40
712,2,4.32,527.86,430.43,40
712,2,4.31,527.86,431.1,40
712,1.99,4.32,527.86,429.43,40
712,2,4.32,537.63,430.43,40
713,2.01,4.32,547.41,431.43,40
713,2.01,4.32,527.86,431.43,40
713,2.01,4.32,527.86,431.43,40
713,2.01,4.32,518.08,431.43,40
713,2,4.32,518.08,430.43,40
714,2,4.32,498.53,430.43,40
714,2,4.32,518.08,430.43,40
714,2,4.31,527.86,431.1,40
714,1.99,4.32,518.08,429.43,40
714,2,4.32,615.84,430.43,40
715,2,4.34,566.96,429.77,40
715,2,4.32,576.74,430.43,40
715,2,4.32,664.71,430.43,40
715,2,4.32,566.96,430.43,40
715,2.01,4.31,527.86,432.11,40
716,2,4.31,488.76,431.1,40
716,2.01,4.32,498.53,431.43,40
716,2,4.32,498.53,430.43,40
716,2.01,4.32,498.53,431.43,40
716,2,4.32,488.76,430.43,40
717,2.01,4.32,478.98,431.43,40
717,2.01,4.32,469.21,431.43,40
717,2.01,4.32,459.43,431.43,40
717,2,4.32,469.21,430.43,40
717,2,4.32,469.21,430.43,40
718,2,4.31,469.21,431.1,40
718,2,4.32,498.53,430.43,40
718,2.01,4.32,478.98,431.43,40
718,2.01,4.34,488.76,430.77,40
718,2,4.32,488.76,430.43,40
719,2,4.32,488.76,430.43,40
719,2,4.32,508.31,430.43,40
719,2,4.31,508.31,431.1,40
719,2.01,4.32,488.76,431.43,40
719,1.99,4.32,478.98,429.43,40
720,2,4.35,469.21,429.1,40
720,2,4.32,478.98,430.43,40
720,2.01,4.32,488.76,431.43,40
720,2,4.32,488.76,430.43,40
720,2,4.32,478.98,430.43,40
721,2,4.32,469.21,430.43,40
721,2,4.32,498.53,430.43,40
721,2,4.32,498.53,430.43,40
721,2,4.31,498.53,431.1,40
721,2,4.32,488.76,430.43,40
722,2.01,4.32,488.76,431.43,40
722,2,4.34,488.76,429.77,40
722,2,4.32,478.98,430.43,40
722,2.01,4.32,469.21,431.43,40
722,2,4.32,478.98,430.43,40
723,2,4.32,478.98,430.43,40
723,2,4.32,459.43,430.43,40
723,2,4.32,449.66,430.43,40
723,2.01,4.32,449.66,431.43,40
723,2.01,4.32,449.66,431.43,40
724,2.01,4.34,449.66,430.77,40
724,2,4.31,449.66,431.1,40
724,2.01,4.32,430.11,431.43,40
724,2,4.32,430.11,430.43,40
724,2,4.32,420.33,430.43,40
725,2,4.32,420.33,430.43,40
725,2,4.34,449.66,429.77,40
725,2,4.32,439.88,430.43,40
725,2,4.32,478.98,430.43,40
725,2.01,4.32,576.74,431.43,40
726,2,4.31,830.89,431.1,40
726,2,4.3,635.39,431.78,40
726,2.01,4.34,518.08,430.77,40
726,2,4.32,478.98,430.43,40
726,2,4.32,469.21,430.43,40
727,2,4.32,459.43,430.43,40
727,2.01,4.32,430.11,431.43,40
727,1.99,4.32,439.88,429.43,40
727,2,4.32,439.88,430.43,40
727,2,4.32,478.98,430.43,40
728,2.01,4.34,449.66,430.77,40
728,2,4.32,439.88,430.43,40
728,2,4.32,439.88,430.43,40
728,2,4.32,420.33,430.43,40
728,2,4.34,439.88,429.77,40
729,2,4.32,439.88,430.43,40
729,2,4.31,430.11,431.1,40
729,1.99,4.31,400.78,430.1,40
729,2.01,4.34,420.33,430.77,40
729,2.01,4.32,410.56,431.43,40
730,2,4.34,420.33,429.77,40
730,2.01,4.32,420.33,431.43,40
730,2,4.32,420.33,430.43,40
730,2,4.32,410.56,430.43,40
730,2.01,4.34,410.56,430.77,40
731,2.01,4.34,410.56,430.77,40
731,1.99,4.32,410.56,429.43,40
731,2,4.32,410.56,430.43,40
731,2.01,4.34,420.33,430.77,40
731,2.01,4.32,410.56,431.43,40
732,2.01,4.32,430.11,431.43,40
732,2,4.32,410.56,430.43,40
732,2.01,4.32,400.78,431.43,40
732,2,4.32,391.01,430.43,40
732,2,4.32,381.23,430.43,40
733,1.99,4.32,391.01,429.43,40
733,2,4.32,391.01,430.43,40
733,2.01,4.32,400.78,431.43,40
733,2,4.32,391.01,430.43,40
733,2,4.32,400.78,430.43,40
734,2,4.32,391.01,430.43,40
734,2.01,4.32,410.56,431.43,40
734,2,4.32,410.56,430.43,40
734,2,4.32,391.01,430.43,40
734,2.01,4.32,381.23,431.43,40
735,2,4.32,391.01,430.43,40
735,2,4.31,400.78,431.1,40
735,2,4.32,400.78,430.43,40
735,2.01,4.32,400.78,431.43,40
735,2.01,4.32,410.56,431.43,40
736,2,4.31,449.66,431.1,40
736,2.01,4.31,459.43,432.11,40
736,2,4.32,439.88,430.43,40
736,1.99,4.32,449.66,429.43,40
736,2,4.32,410.56,430.43,40
737,2,4.32,391.01,430.43,40
737,2,4.32,400.78,430.43,40
737,2,4.32,400.78,430.43,40
737,2.01,4.32,391.01,431.43,40
737,2.01,4.32,391.01,431.43,40
738,2.01,4.32,381.23,431.43,40
738,2.01,4.32,400.78,431.43,40
738,2,4.32,381.23,430.43,40
738,2,4.32,371.46,430.43,40
738,2.01,4.32,371.46,431.43,40
739,2,4.31,371.46,431.1,40
739,2.01,4.32,381.23,431.43,40
739,2.01,4.32,371.46,431.43,40
739,2.01,4.32,400.78,431.43,40
739,2,4.32,439.88,430.43,40
740,2,4.32,527.86,430.43,40
740,2,4.32,400.78,430.43,40
740,2,4.32,391.01,430.43,40
740,1.99,4.31,400.78,430.1,40
740,2,4.32,381.23,430.43,40
741,2.01,4.32,391.01,431.43,40
741,2,4.34,391.01,429.77,40
741,2,4.32,391.01,430.43,40
741,2.01,4.32,420.33,431.43,40
741,2,4.32,400.78,430.43,40
742,2.01,4.31,381.23,432.11,40
742,2.01,4.32,351.91,431.43,40
742,2.01,4.32,361.68,431.43,40
742,2,4.31,351.91,431.1,40
742,2,4.32,371.46,430.43,40
743,2,4.32,361.68,430.43,40
743,2.01,4.34,371.46,430.77,40
743,2,4.32,361.68,430.43,40
743,2.01,4.32,371.46,431.43,40
743,2,4.32,371.46,430.43,40
744,2,4.32,351.91,430.43,40
744,2,4.32,351.91,430.43,40
744,2,4.32,351.91,430.43,40
744,2,4.32,342.13,430.43,40
744,2,4.32,351.91,430.43,40
745,2.01,4.32,351.91,431.43,40
745,2,4.3,351.91,431.78,40
745,2,4.32,361.68,430.43,40
745,2,4.32,361.68,430.43,40
745,2,4.31,342.13,431.1,40
746,2.01,4.32,342.13,431.43,40
746,2.01,4.32,361.68,431.43,40
746,2,4.31,342.13,431.1,40
746,2,4.32,361.68,430.43,40
746,2,4.31,361.68,431.1,40
747,2,4.34,342.13,429.77,40
747,2,4.32,361.68,430.43,40
747,2.01,4.32,351.91,431.43,40
747,2.01,4.32,351.91,431.43,40
747,2,4.32,351.91,430.43,40
748,2,4.32,351.91,430.43,40
748,2,4.32,351.91,430.43,40
748,2,4.32,351.91,430.43,40
748,1.99,4.32,351.91,429.43,40
748,2,4.32,371.46,430.43,40
749,2,4.32,371.46,430.43,40
749,2,4.32,371.46,430.43,40
749,2,4.32,351.91,430.43,40
749,2,4.31,371.46,431.1,40
749,2,4.31,391.01,431.1,40
750,2,4.32,371.46,430.43,40
750,2,4.32,351.91,430.43,40
750,1.99,4.32,342.13,429.43,40
750,2.01,4.32,351.91,431.43,40
750,2,4.32,361.68,430.43,40
751,2.01,4.32,351.91,431.43,40
751,2.01,4.32,361.68,431.43,40
751,2,4.31,361.68,431.1,40
751,2,4.32,351.91,430.43,40
751,2,4.32,342.13,430.43,40
752,2,4.32,371.46,430.43,40
752,2,4.32,351.91,430.43,40
752,2.01,4.32,342.13,431.43,40
752,2,4.32,351.91,430.43,40
752,2,4.32,342.13,430.43,40
753,2.01,4.32,351.91,431.43,40
753,2.01,4.32,351.91,431.43,40
753,2,4.34,342.13,429.77,40
753,2,4.32,351.91,430.43,40
753,2.01,4.3,342.13,432.78,40
754,2,4.32,332.36,430.43,40
754,2,4.31,351.91,431.1,40
754,2,4.32,342.13,430.43,40
754,2.01,4.32,342.13,431.43,40
754,2.01,4.32,351.91,431.43,40
755,2,4.32,351.91,430.43,40
755,2,4.32,332.36,430.43,40
755,2,4.32,312.81,430.43,40
755,2,4.32,332.36,430.43,40
755,2,4.31,322.58,431.1,40
756,2,4.32,332.36,430.43,40
756,2,4.32,342.13,430.43,40
756,2,4.32,332.36,430.43,40
756,2,4.32,322.58,430.43,40
756,2.01,4.32,351.91,431.43,40
757,2,4.32,361.68,430.43,40
757,2,4.31,361.68,431.1,40
757,2,4.32,361.68,430.43,40
757,2.01,4.32,332.36,431.43,40
757,1.99,4.32,322.58,429.43,40
758,2.01,4.32,332.36,431.43,40
758,2.01,4.32,332.36,431.43,40
758,2.01,4.32,332.36,431.43,40
758,2.01,4.32,332.36,431.43,40
758,2,4.32,342.13,430.43,40
759,2,4.31,322.58,431.1,40
759,2,4.32,351.91,430.43,40
759,2,4.32,342.13,430.43,40
759,1.99,4.31,332.36,430.1,40
759,2,4.32,332.36,430.43,40
760,2.01,4.32,332.36,431.43,40
760,2,4.32,351.91,430.43,40
760,2,4.32,361.68,430.43,40
760,2,4.32,342.13,430.43,40
760,2.01,4.32,351.91,431.43,40
761,2,4.32,381.23,430.43,40
761,2.01,4.32,361.68,431.43,40
761,2,4.34,351.91,429.77,40
761,2,4.32,351.91,430.43,40
761,2,4.32,371.46,430.43,40
762,2.01,4.32,361.68,431.43,40
762,2,4.32,351.91,430.43,40
762,2,4.32,351.91,430.43,40
762,2,4.32,342.13,430.43,40
762,2,4.32,332.36,430.43,40
763,2,4.34,322.58,429.77,40
763,2,4.31,332.36,431.1,40
763,1.99,4.32,342.13,429.43,40
763,2.01,4.34,332.36,430.77,40
763,2.01,4.32,351.91,431.43,40
764,2,4.32,342.13,430.43,40
764,2,4.32,342.13,430.43,40
764,2.01,4.34,351.91,430.77,40
764,2.01,4.32,342.13,431.43,40
764,2,4.32,332.36,430.43,40
765,2.01,4.31,332.36,432.11,40
765,2,4.31,322.58,431.1,40
765,1.99,4.32,312.81,429.43,40
765,2.01,4.32,332.36,431.43,40
765,2.01,4.32,342.13,431.43,40
766,2,4.32,342.13,430.43,40
766,2,4.32,381.23,430.43,40
766,2,4.34,410.56,429.77,40
766,2,4.31,351.91,431.1,40
766,2,4.32,332.36,430.43,40
767,2,4.32,312.81,430.43,40
767,2,4.32,312.81,430.43,40
767,2,4.32,322.58,430.43,40
767,2,4.32,322.58,430.43,40
767,2.01,4.32,322.58,431.43,40
768,2.01,4.32,332.36,431.43,40
768,2,4.32,332.36,430.43,40
768,2.01,4.32,312.81,431.43,40
768,2,4.32,322.58,430.43,40
768,2,4.32,322.58,430.43,40
769,2,4.32,303.03,430.43,40
769,2,4.31,312.81,431.1,40
769,2,4.32,312.81,430.43,40
769,2,4.32,322.58,430.43,40
769,2,4.32,322.58,430.43,40
770,2,4.32,332.36,430.43,40
770,2.01,4.31,332.36,432.11,40
770,2.01,4.32,332.36,431.43,40
770,2,4.34,449.66,429.77,40
770,2,4.32,351.91,430.43,40
771,2,4.31,322.58,431.1,40
771,2,4.32,322.58,430.43,40
771,2.01,4.32,371.46,431.43,40
771,2,4.32,332.36,430.43,40
771,2,4.32,332.36,430.43,40
772,2,4.32,332.36,430.43,40
772,2,4.32,342.13,430.43,40
772,2,4.32,342.13,430.43,40
772,2.01,4.32,332.36,431.43,40
772,2.01,4.31,322.58,432.11,40
773,2,4.31,332.36,431.1,40
773,2,4.31,351.91,431.1,40
773,2.01,4.32,439.88,431.43,40
773,2.01,4.34,361.68,430.77,40
773,2,4.32,351.91,430.43,40
774,2.01,4.32,332.36,431.43,40
774,2,4.32,332.36,430.43,40
774,1.99,4.34,332.36,428.77,40
774,2,4.32,332.36,430.43,40
774,1.99,4.32,342.13,429.43,40
775,2.01,4.32,332.36,431.43,40
775,2.01,4.32,342.13,431.43,40
775,2.01,4.32,351.91,431.43,40
775,2.01,4.31,361.68,432.11,40
775,2,4.32,361.68,430.43,40
776,2,4.32,361.68,430.43,40
776,2.01,4.32,361.68,431.43,40
776,2.01,4.32,342.13,431.43,40
776,2,4.32,342.13,430.43,40
776,2,4.32,342.13,430.43,40
777,2,4.32,351.91,430.43,40
777,2.01,4.32,342.13,431.43,40
777,2,4.34,351.91,429.77,40
777,2,4.32,342.13,430.43,40
777,2.01,4.32,351.91,431.43,40
778,2,4.34,351.91,429.77,40
778,2,4.32,351.91,430.43,40
778,2,4.32,342.13,430.43,40
778,2,4.31,332.36,431.1,40
778,2,4.32,332.36,430.43,40
779,2.01,4.32,332.36,431.43,40
779,2,4.32,342.13,430.43,40
779,2,4.32,342.13,430.43,40
779,2,4.32,342.13,430.43,40
779,2,4.32,351.91,430.43,40
780,2,4.32,332.36,430.43,40
780,2,4.32,351.91,430.43,40
780,2,4.32,351.91,430.43,40
780,2,4.32,361.68,430.43,40
780,2.01,4.32,361.68,431.43,40
781,2,4.32,361.68,430.43,40
781,2,4.32,351.91,430.43,40
781,2,4.31,322.58,431.1,40
781,2.01,4.32,322.58,431.43,40
781,2,4.32,332.36,430.43,40
782,2.01,4.32,312.81,431.43,40
782,2,4.32,342.13,430.43,40
782,2.01,4.32,342.13,431.43,40
782,2,4.32,342.13,430.43,40
782,2.01,4.32,342.13,431.43,40
783,2,4.32,342.13,430.43,40
783,2,4.32,332.36,430.43,40
783,2.01,4.31,342.13,432.11,40
783,2.01,4.32,342.13,431.43,40
783,2,4.32,332.36,430.43,40
784,2,4.32,312.81,430.43,40
784,2,4.32,342.13,430.43,40
784,1.99,4.32,332.36,429.43,40
784,2,4.32,332.36,430.43,40
784,2.01,4.32,351.91,431.43,40
785,2.01,4.34,342.13,430.77,40
785,2.01,4.32,342.13,431.43,40
785,2.01,4.32,342.13,431.43,40
785,2.01,4.32,342.13,431.43,40
785,2,4.32,351.91,430.43,40
